condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
dia_r,dog_03,0.05,0.051261723041534424,0.4375,2.451208830372028,46.61029052734375,0.010937511920928955,0.9980396032333374,0.9408018589019775,0.9992603063583374,0.051261723041534424,0.0028499960899353027,1.002797245979309,0.004670744761824608,0.0
