image,site,rank,scale,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059
