image,site,rank,scale,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,identity,0.0,train,0.0,23.979877471923828,0.834406316280365,0.9014363288879395,0.11968449503183365,0.0679863691329956,4.215788341561983,4.111317333729758,0.2232273519039154,0.05863351374864578,0.2442343384027481,0.09652049839496613,35.27876281738281,0.4551311433315277,0.9957829713821411,0.009535570628941059,0.004186093807220459,0.0,80.0,0.11968449503183365
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,blur,0.0,heldout,0.0,27.694032669067383,0.7449194192886353,0.9545491933822632,0.05733295530080795,0.042086124420166016,3.607388867230174,3.744008054718743,0.21795710921287537,0.04843774065375328,0.21881820261478424,0.040481265634298325,35.27876281738281,0.4551311433315277,0.9957829713821411,0.009535570628941059,0.004186093807220459,0.0,80.0,0.05733295530080795
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,blur,0.5,heldout,0.0,26.60161781311035,0.7449194192886353,0.9312660098075867,0.08941249549388885,0.05580794811248779,3.607388867230174,2.905285406423014,0.21795710921287537,0.04843774065375328,0.21751515567302704,0.022374209016561508,30.511484146118164,0.3917090892791748,0.9885086417198181,0.031160276383161545,0.014278411865234375,0.07280343770980835,27.877161026000977,0.016609057784080505
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,blur,1.0,heldout,0.0,22.808185577392578,0.7611525058746338,0.8087155222892761,0.3129858374595642,0.13378667831420898,3.607388867230174,3.9823355540036207,0.21795710921287537,0.04843774065375328,0.21811449527740479,0.02029181271791458,23.13778305053711,0.6186400651931763,0.9139328002929688,0.21139594912528992,0.08611857891082764,0.3081440329551697,22.882883071899414,0.004841804504394531
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,blur,1.5,heldout,0.0,21.608278274536133,0.755405068397522,0.7324457168579102,0.4396219849586487,0.1888754963874817,3.607388867230174,6.023376196665337,0.21795710921287537,0.04843774065375328,0.22355225682258606,0.03007754310965538,21.236068725585938,0.7507095336914062,0.8203833103179932,0.33660757541656494,0.16422486305236816,0.4379340708255768,21.619068145751953,0.0016879141330718994
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,blur,2.0,heldout,0.0,20.983551025390625,0.732876181602478,0.6740970015525818,0.5098624229431152,0.22950959205627441,3.607388867230174,7.624288256835187,0.21795710921287537,0.04843774065375328,0.21316717565059662,0.023784667253494263,20.25284767150879,0.8076119422912598,0.7357818484306335,0.4216018617153168,0.20783770084381104,0.5099867582321167,20.968475341796875,-0.00012433528900146484
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,blur,3.0,heldout,0.0,20.00662612915039,0.7715042233467102,0.5766899585723877,0.5879660248756409,0.28487491607666016,3.607388867230174,9.107512198069482,0.21795710921287537,0.04843774065375328,0.21025335788726807,0.0222032368183136,19.113059997558594,0.8473988771438599,0.6041980385780334,0.5314164757728577,0.26029467582702637,0.5855351686477661,20.02093505859375,0.002430856227874756
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,jpeg,95,heldout,0.0,26.90276336669922,0.7718374729156494,0.9451459646224976,0.07043936848640442,0.05068612098693848,3.607388867230174,3.6914689095735174,0.21795710921287537,0.04843774065375328,0.2166275531053543,0.039935946464538574,32.24595642089844,0.46274513006210327,0.9886857867240906,0.031180717051029205,0.00691068172454834,0.04655233025550842,29.74864959716797,0.023887038230895996
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,jpeg,85,heldout,0.0,25.65943145751953,0.7913880348205566,0.9282645583152771,0.09341274201869965,0.0526576042175293,3.607388867230174,3.6444172977168643,0.21795710921287537,0.04843774065375328,0.2235649973154068,0.04583605006337166,30.17533302307129,0.46666669845581055,0.9791528582572937,0.071919284760952,0.010836005210876465,0.08944735676050186,26.51421546936035,0.003965385258197784
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,jpeg,75,heldout,0.0,23.935029983520508,0.8367159366607666,0.8856505751609802,0.1333116590976715,0.07024931907653809,3.607388867230174,3.520083579612157,0.21795710921287537,0.04843774065375328,0.22344955801963806,0.035403549671173096,28.645240783691406,0.5254902243614197,0.970908522605896,0.10789156705141068,0.016243040561676025,0.1362108737230301,24.49603843688965,-0.0028992146253585815
car_00,LA,4,10.0,a wrecked car after an accident,100,20,10,1,1188.9,10139.3,1.1,512.0,330.6666666666667,179.33333333333334,,,,39.90718078613281,0.38031551241874695,39.5268669128418,0.11968449503183365,35.278907775878906,0.4551311433315277,35.278907775878906,0.4551311433315277,0.9957829713821411,0.009535570628941059,jpeg,60,heldout,0.0,23.475189208984375,0.7784039378166199,0.8780317306518555,0.14768622815608978,0.08135181665420532,3.607388867230174,3.204803943054921,0.21795710921287537,0.04843774065375328,0.2295747995376587,0.044107869267463684,27.21096420288086,0.5372549295425415,0.9610360860824585,0.15094473958015442,0.024437665939331055,0.15937384963035583,23.30567169189453,-0.011687621474266052
