image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,cdev_mean,cdev_max,cdev_p99,matrix_tv,grid_size
car_00,C,32,a wrecked car after an accident,60,60,,10,10,1,147.3,rotate,0,0.0,,,10320.2,0.66,511.0,104.0,19.666666666666668,,,,0.634086012840271,0.5980058312416077,0.03608018159866333,0.40199416875839233,25.81202507019043,0.7558392286300659,25.81202507019043,0.7558392286300659,0.9458303451538086,0.03608018159866333,0.6532632112503052,3.751904249191284,2.076188564300537,0.8557984828948975,32
car_01,C,32,a wrecked car after an accident,60,60,,10,10,1,146.5,rotate,0,0.0,,,10323.2,2.93,512.0,52.0,13.666666666666666,,,,0.6273202896118164,0.5950247645378113,0.03229552134871483,0.4049752354621887,34.30393600463867,0.17063701152801514,34.30393600463867,0.17063701152801514,0.9915940761566162,0.03229552134871483,0.7247317433357239,3.0193028450012207,2.0038092136383057,0.9038329124450684,32
