image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48229,0.96422,27.038,0.33114,0.07193,0.47543,0.64152,16.815,0.24119,0.26885,0.498,0.04448,0.86665,0.84941,False,0.837,401.1
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45011,0.95088,28.087,0.36373,0.10019,0.63573,0.28586,7.828,0.03384,0.40317,0.45744,0.03941,0.77816,0.81457,True,0.837,390.7
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,2.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45584,0.94449,24.111,0.35139,0.11286,0.6142,0.46613,14.844,0.22562,0.33574,0.42543,0.0623,0.93261,0.88801,False,0.837,393.5
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55283,0.95321,32.473,0.17991,0.11868,0.48998,0.45109,12.757,0.11439,0.3576,0.39093,0.02379,0.70868,0.67334,True,0.837,393.8
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,2.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51094,0.96105,28.951,0.34387,0.10885,0.67202,0.2245,6.853,0.57714,0.48121,0.42988,0.03568,0.67182,0.76259,True,0.837,393.5
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56626,0.96722,29.007,0.36763,0.04784,0.83967,0.32544,10.107,0.15696,0.35617,0.33741,0.03545,0.56106,0.58151,True,0.837,394.2
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3965,0.94383,23.132,0.36988,0.06517,0.53063,0.37058,15.301,0.13054,0.29958,0.62191,0.06972,0.91799,0.8521,False,0.837,393.8
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48683,0.96239,26.494,0.33677,0.07049,0.52909,0.59702,15.306,0.17358,0.2982,0.44032,0.04735,0.7856,0.8159,True,0.837,395.4
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47672,0.95586,27.214,0.40991,0.07607,0.5293,0.40143,15.923,0.24542,0.35549,0.39845,0.04358,0.86565,0.71436,True,0.837,394.3
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,2.0,False,0.0,0.12,inf,0,32,8,0.6,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52001,0.96481,27.894,0.38746,0.08867,0.71552,0.25683,8.164,0.05831,0.38229,0.55856,0.0403,0.73403,0.71405,True,0.837,394.0
