image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.10606,0.97571,29.999,0.62166,0.0327,0.13949,0.90024,22.899,0.44335,0.06876,0.47825,0.03163,37.4
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.1738,0.96257,30.51,0.56425,0.06208,0.20724,0.81583,23.256,0.37616,0.1299,0.37253,0.02982,39.0
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.18991,0.93405,24.961,0.48045,0.08058,0.27461,0.67166,17.234,0.30671,0.2032,0.63204,0.05649,39.4
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.1613,0.99235,42.345,0.7326,0.03193,0.18532,0.87023,21.25,0.67463,0.15866,0.18065,0.00763,39.4
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.11014,0.97381,33.097,0.66217,0.06762,0.24328,0.78807,14.646,0.50796,0.1534,0.53471,0.02214,39.6
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.17992,0.96094,32.65,0.63347,0.03081,0.29123,0.76418,20.784,0.29973,0.12316,0.31182,0.02331,39.5
task_env_weather_133752,phase_gain,instruct-pix2pix,transform the setting to a rainy day,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.17834,0.97531,34.089,0.65833,0.02772,0.22973,0.89617,26.189,0.39977,0.05564,0.2476,0.01975,39.5
task_env_weather_181583,phase_gain,instruct-pix2pix,change the setting to a stormy day,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.20481,0.9517,33.007,0.61473,0.03271,0.56298,0.70428,14.857,0.34926,0.3275,0.25708,0.02237,39.4
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.23343,0.92243,22.634,0.47179,0.05975,0.36298,0.58528,17.546,0.19373,0.16256,0.68046,0.07384,39.2
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.1687,0.96492,28.096,0.54118,0.05343,0.20546,0.84735,21.937,0.32554,0.09487,0.62479,0.03937,39.3
task_obj_add_13726,phase_gain,instruct-pix2pix,Add subscribe button,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.2211,0.94749,28.464,0.50877,0.06412,0.32428,0.66818,19.07,0.2333,0.21101,0.39096,0.03774,39.2
task_obj_add_340466,phase_gain,instruct-pix2pix,Add orange juice,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.11559,0.97598,31.825,0.65672,0.04183,0.21496,0.84328,17.701,0.46775,0.14009,0.37791,0.02563,39.1
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.33552,0.94556,28.539,0.5264,0.05224,0.31585,0.62533,18.61,0.29402,0.209,0.35292,0.03742,39.1
task_obj_add_581286,phase_gain,instruct-pix2pix,Add sauce,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.12168,0.98011,37.324,0.75125,0.03282,0.13967,0.90554,28.497,0.6237,0.089,0.32839,0.01361,39.1
task_obj_add_692065,phase_gain,instruct-pix2pix,Add monk,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.14112,0.96172,28.763,0.66312,0.04229,0.19365,0.87108,23.363,0.46283,0.0604,0.50901,0.03646,39.1
task_obj_remove_10197,phase_gain,instruct-pix2pix,Remove gravel path,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.26391,0.94698,26.864,0.57073,0.04122,0.43147,0.42941,13.586,0.07574,0.25658,0.69336,0.04538,38.9
task_obj_remove_257910,phase_gain,instruct-pix2pix,Remove bracelet,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.1987,0.98008,35.414,0.71116,0.03188,0.20369,0.87906,25.679,0.45001,0.08551,0.28984,0.01695,39.1
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.23479,0.96364,29.976,0.63847,0.05548,0.40014,0.69739,16.98,0.2544,0.19051,0.5919,0.03171,39.0
task_obj_remove_509477,phase_gain,instruct-pix2pix,Remove the man with glasses,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.24005,0.9425,27.565,0.51037,0.05267,0.25635,0.7654,21.484,0.3251,0.10569,0.48228,0.04186,39.0
task_obj_remove_657585,phase_gain,instruct-pix2pix,Remove frisbee,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.10164,0.98647,39.141,0.81772,0.0317,0.26237,0.81837,20.792,0.7049,0.17914,0.19692,0.01104,39.1
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.40595,0.90344,27.55,0.34991,0.07871,0.19122,0.79922,21.237,0.28693,0.20609,0.51058,0.04193,38.9
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.25616,0.94252,27.058,0.51267,0.06443,0.30372,0.69339,17.452,0.27558,0.14818,0.62901,0.04437,39.1
task_obj_swap_joint_mask_75733,phase_gain,instruct-pix2pix,Replace the snowy landscape with sea,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.26713,0.96518,34.727,0.58064,0.06353,0.35624,0.74998,16.696,0.32231,0.23932,0.26562,0.01835,39.0
task_obj_swap_rand_mask_298147,phase_gain,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.3371,0.91902,27.858,0.45524,0.08893,0.51199,0.54779,17.967,0.20686,0.24976,0.76906,0.04047,39.0
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.19721,0.95597,29.761,0.55603,0.03746,0.24163,0.76883,21.843,0.36647,0.11113,0.62418,0.0325,38.6
