image,condition,radius,step,loss,param_absmean,closures,eval
task_attr_mod_color_11699,warp,8.0,0,96.73985290527344,1.197352409362793,2,96.73973083496094
task_attr_mod_color_11699,warp,8.0,50,94.19978332519531,1.197373628616333,2,
task_attr_mod_color_11699,warp,8.0,100,88.29988098144531,1.1998116970062256,2,88.28369140625
task_attr_mod_color_11699,warp,8.0,150,86.54889678955078,1.2076938152313232,2,
task_attr_mod_color_11699,warp,8.0,200,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_11699,warp,8.0,250,85.67691802978516,1.2152395248413086,2,
task_attr_mod_color_11699,warp,8.0,300,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_11699,warp,8.0,350,85.67691802978516,1.2152395248413086,2,
task_attr_mod_color_11699,warp,8.0,400,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_11699,warp,8.0,450,85.67691802978516,1.2152395248413086,2,
task_attr_mod_color_11699,warp,8.0,500,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_11699,warp,8.0,550,85.67691802978516,1.2152395248413086,2,
task_attr_mod_color_11699,warp,8.0,600,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_11699,warp,8.0,650,85.67691802978516,1.2152395248413086,2,
task_attr_mod_color_11699,warp,8.0,700,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_11699,warp,8.0,750,85.67691802978516,1.2152395248413086,2,
task_attr_mod_color_11699,warp,8.0,800,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_11699,warp,8.0,850,85.67691802978516,1.2152395248413086,2,
task_attr_mod_color_11699,warp,8.0,900,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_11699,warp,8.0,950,85.67691802978516,1.2152395248413086,2,
task_attr_mod_color_11699,warp,8.0,1000,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_11699,warp,8.0,1050,85.67691802978516,1.2152395248413086,2,
task_attr_mod_color_11699,warp,8.0,1100,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_11699,warp,8.0,1150,85.67691802978516,1.2152395248413086,2,
task_attr_mod_color_11699,warp,8.0,1200,85.67691802978516,1.2152395248413086,2,85.67691802978516
task_attr_mod_color_6205,warp,8.0,0,98.80941772460938,1.197352409362793,2,98.80933380126953
task_attr_mod_color_6205,warp,8.0,50,92.5396957397461,1.1993253231048584,2,
task_attr_mod_color_6205,warp,8.0,100,87.34765625,1.333675503730774,2,87.28645324707031
task_attr_mod_color_6205,warp,8.0,150,83.3359375,1.3501439094543457,2,
task_attr_mod_color_6205,warp,8.0,200,83.03601837158203,1.3722572326660156,2,83.03601837158203
task_attr_mod_color_6205,warp,8.0,250,83.03601837158203,1.3722572326660156,2,
task_attr_mod_color_6205,warp,8.0,300,83.03601837158203,1.3722572326660156,2,83.03601837158203
task_attr_mod_color_6205,warp,8.0,350,83.03601837158203,1.3722572326660156,2,
task_attr_mod_color_6205,warp,8.0,400,83.03601837158203,1.3722572326660156,2,83.03601837158203
task_attr_mod_color_6205,warp,8.0,450,83.03601837158203,1.3722572326660156,2,
task_attr_mod_color_6205,warp,8.0,500,83.03601837158203,1.3722572326660156,2,83.03601837158203
task_attr_mod_color_6205,warp,8.0,550,83.03601837158203,1.3722572326660156,2,
task_attr_mod_color_6205,warp,8.0,600,83.03601837158203,1.3722572326660156,2,83.03601837158203
task_attr_mod_color_6205,warp,8.0,650,83.03601837158203,1.3722572326660156,2,
task_attr_mod_color_6205,warp,8.0,700,83.03601837158203,1.3722572326660156,2,83.03601837158203
task_attr_mod_color_6205,warp,8.0,750,83.03601837158203,1.3722572326660156,2,
task_attr_mod_color_6205,warp,8.0,800,83.03601837158203,1.3722572326660156,2,83.03601837158203
task_attr_mod_color_6205,warp,8.0,850,83.03601837158203,1.3722572326660156,2,
task_attr_mod_color_6205,warp,8.0,900,83.03601837158203,1.3722572326660156,2,83.03601837158203
task_attr_mod_color_6205,warp,8.0,950,83.03601837158203,1.3722572326660156,2,
task_attr_mod_color_6205,warp,8.0,1000,83.03601837158203,1.3722572326660156,2,83.03601837158203
task_attr_mod_color_6205,warp,8.0,1050,83.03601837158203,1.3722572326660156,2,
task_attr_mod_color_6205,warp,8.0,1100,83.03601837158203,1.3722572326660156,2,83.03601837158203
task_attr_mod_color_6205,warp,8.0,1150,83.03601837158203,1.3722572326660156,2,
task_attr_mod_color_6205,warp,8.0,1200,83.03601837158203,1.3722572326660156,2,83.03601837158203
