image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53855,0.8772,17.17,0.20252,0.17151,0.60792,0.44897,9.527,0.12367,0.33929,1.0,0.13851,0.75036,0.7124,True,0.837,191.0
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64337,0.6152,13.548,0.11249,0.30835,0.63065,0.23583,6.745,0.03139,0.39113,1.0,0.21017,0.80024,0.85044,False,0.837,182.2
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.6385,0.6907,11.671,0.12476,0.29734,0.78462,0.13735,6.265,0.03439,0.67111,1.0,0.26089,0.69767,0.6315,True,0.837,182.5
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.61435,0.77292,20.564,0.07685,0.23146,0.6006,0.38793,10.74,0.0683,0.39435,1.0,0.09371,0.74738,0.65454,True,0.837,182.4
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57438,0.8042,15.793,0.1919,0.23243,0.77951,0.16728,6.381,0.22988,0.62717,1.0,0.16231,0.47049,0.47211,True,0.837,182.2
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.674,0.77932,15.886,0.16658,0.15442,0.86364,0.29144,10.336,0.15562,0.38235,1.0,0.16058,0.5534,0.57763,True,0.837,182.4
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.63229,0.55927,10.391,0.08106,0.29493,0.66173,0.18482,11.746,0.03073,0.30173,1.0,0.3023,0.71716,0.72014,True,0.837,182.4
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59318,0.85673,16.217,0.15873,0.17911,0.6769,0.36121,12.622,0.03562,0.46582,0.9451,0.15457,0.60311,0.6223,True,0.837,182.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64591,0.64782,13.408,0.11295,0.27806,0.73308,0.12842,9.408,0.0366,0.42246,1.0,0.2136,0.45736,0.51015,True,0.837,182.6
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56256,0.82401,16.724,0.23868,0.17883,0.7391,0.24357,7.099,0.08201,0.39831,1.0,0.14582,0.7018,0.65807,True,0.837,180.0
