image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.08433,0.97544,30.136,0.60767,0.03806,0.11004,0.92738,23.96,0.46498,0.0434,0.4833,0.03113,37.1
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.12239,0.95855,30.165,0.55226,0.06348,0.15233,0.89001,25.285,0.40252,0.08518,0.36769,0.03103,37.8
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.11403,0.93952,25.388,0.48059,0.05416,0.22404,0.77487,18.969,0.32146,0.15549,0.47527,0.05378,38.4
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.06878,0.99161,41.677,0.72678,0.03263,0.11072,0.94073,24.141,0.70164,0.09705,0.19169,0.00824,38.6
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.07933,0.97259,33.12,0.65639,0.06735,0.09183,0.94591,29.442,0.55489,0.05649,0.40818,0.02208,39.0
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.11444,0.96355,32.756,0.62958,0.02358,0.19547,0.84344,23.529,0.37915,0.09462,0.27577,0.02303,39.3
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.07472,0.97656,34.07,0.66152,0.02401,0.12356,0.92331,28.453,0.44537,0.03566,0.26786,0.01979,39.3
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.14127,0.95418,33.218,0.60749,0.03755,0.165,0.87936,25.954,0.51871,0.07852,0.21822,0.02183,39.2
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.17163,0.92904,23.071,0.47717,0.05982,0.30913,0.65118,18.335,0.21629,0.14056,0.60093,0.07022,38.8
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.1048,0.96522,28.184,0.53532,0.05527,0.14254,0.89123,22.813,0.35046,0.07897,0.41163,0.03897,38.8
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.13347,0.94938,28.744,0.50633,0.0591,0.22844,0.78652,22.015,0.23621,0.10078,0.4256,0.03654,38.7
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.08337,0.97486,31.895,0.64716,0.04448,0.17663,0.86997,18.151,0.48077,0.10902,0.32793,0.02543,38.6
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.20577,0.94304,28.487,0.51903,0.04976,0.25341,0.80854,21.701,0.32385,0.10687,0.39167,0.03764,38.6
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.06054,0.98062,37.449,0.74947,0.0304,0.09225,0.94139,32.148,0.62665,0.04998,0.30838,0.01341,38.5
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.09144,0.96584,29.164,0.66087,0.04039,0.14144,0.89669,23.967,0.49636,0.04934,0.4884,0.03482,38.5
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.20553,0.952,27.329,0.57729,0.03755,0.41652,0.47394,14.333,0.08452,0.24147,0.51498,0.04301,38.3
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.07825,0.97962,35.524,0.70861,0.03591,0.11228,0.93755,29.751,0.49495,0.04703,0.30039,0.01674,38.5
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.13371,0.96447,30.263,0.63818,0.06264,0.20401,0.8244,21.959,0.40587,0.08924,0.56837,0.03068,38.4
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.12971,0.94385,27.784,0.5098,0.05297,0.17896,0.82486,22.555,0.34076,0.06216,0.39774,0.04082,38.3
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.05546,0.98597,39.101,0.80989,0.03462,0.21549,0.85752,21.588,0.64658,0.1277,0.21441,0.01109,38.5
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.32093,0.90788,27.852,0.35677,0.07521,0.29534,0.78876,18.557,0.18967,0.20753,0.33716,0.0405,38.3
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.12811,0.94281,27.246,0.50809,0.05044,0.23401,0.77186,19.46,0.30736,0.11141,0.44555,0.04342,38.3
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.14815,0.96623,34.992,0.58338,0.05301,0.21915,0.8466,22.028,0.34751,0.14336,0.28461,0.0178,38.3
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.25556,0.91236,27.766,0.44497,0.08799,0.35858,0.68038,19.979,0.22101,0.14569,0.52157,0.0409,38.3
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.0,False,0.0,0.12,0,32,encoder_target,0.0,fixed75,100,7.5,1.5,20260812,False,0.12094,0.95308,29.928,0.54866,0.04379,0.16557,0.82969,23.335,0.38561,0.07137,0.49189,0.03189,38.3
