image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.75,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36672,0.96,23.421,0.41506,0.08194,0.45512,0.67333,15.286,0.24349,0.24846,0.97255,0.06745,0.86866,0.8436,False,0.837,398.5
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.75,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42529,0.93129,23.299,0.32705,0.1547,0.56494,0.38707,9.025,0.17557,0.30701,1.0,0.0684,0.84005,0.81477,True,0.837,387.6
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.75,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48814,0.9031,18.73,0.27969,0.20309,0.76954,0.14528,7.392,0.1597,0.48277,0.92941,0.11575,0.71905,0.72653,True,0.837,387.4
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.75,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45666,0.97894,31.081,0.30643,0.07654,0.36925,0.65434,13.868,0.56489,0.27947,0.92941,0.02792,0.90795,0.87986,False,0.837,387.0
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.75,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37666,0.95862,26.0,0.44542,0.11777,0.53094,0.49944,10.337,0.37588,0.30816,0.98431,0.05012,0.8571,0.82175,True,0.837,386.9
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.75,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48308,0.95663,28.717,0.45022,0.05669,0.80857,0.4219,11.076,0.1882,0.34124,0.90196,0.03666,0.60892,0.57891,True,0.837,386.7
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.75,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46114,0.87237,17.853,0.24978,0.14032,0.62429,0.23879,13.763,0.12818,0.36611,1.0,0.12805,0.87023,0.86239,False,0.837,385.4
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.75,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43953,0.95171,22.913,0.33581,0.08652,0.51122,0.57315,15.599,0.20027,0.30277,0.82696,0.0715,0.86497,0.80129,True,0.837,386.2
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.75,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4976,0.91955,23.64,0.33712,0.12668,0.56771,0.35849,15.121,0.21967,0.41157,0.79248,0.06576,0.85663,0.68733,True,0.837,386.5
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,4.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.75,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42568,0.94337,23.136,0.44173,0.10574,0.69726,0.30461,8.118,0.10047,0.37182,1.0,0.06969,0.72431,0.70266,True,0.837,386.2
