step,t,layer,side,content_mass_mean,content_mass_max,entropy
0,400,0,64,0.009122529067099094,0.0837666243314743,0.6302872896194458
0,400,1,64,0.03230629116296768,0.08232702314853668,1.1142230033874512
0,400,2,32,0.013387354090809822,0.12410647422075272,0.45651745796203613
0,400,3,32,0.013048628345131874,0.1049201637506485,0.3894317150115967
0,400,4,16,0.01511433906853199,0.07798445224761963,0.5392096638679504
0,400,5,16,0.007960788905620575,0.061665624380111694,0.2861347794532776
0,400,6,8,0.03581583499908447,0.10208369791507721,1.05324387550354
0,400,7,16,0.015430021099746227,0.09773991256952286,0.2721107006072998
0,400,8,16,0.00959163997322321,0.0913953110575676,0.18981848657131195
0,400,9,16,0.0058192661963403225,0.07233299314975739,0.13585533201694489
0,400,10,32,0.0005431973841041327,0.12097854167222977,0.006221435498446226
0,400,11,32,0.013814544305205345,0.25800853967666626,0.16323569416999817
0,400,12,32,0.010440200567245483,0.18603602051734924,0.1924910992383957
0,400,13,64,0.0664268285036087,0.21973702311515808,1.495342493057251
0,400,14,64,0.027455508708953857,0.2579406499862671,0.6485269069671631
0,400,15,64,0.016160450875759125,0.1680508702993393,0.6456687450408936
5,360,0,64,0.009126348420977592,0.08642946928739548,0.5935741662979126
5,360,1,64,0.032938290387392044,0.08238239586353302,1.0901620388031006
5,360,2,32,0.014018163084983826,0.12788036465644836,0.42868784070014954
5,360,3,32,0.013201044872403145,0.11020051687955856,0.37995412945747375
5,360,4,16,0.014743892475962639,0.07372191548347473,0.500892698764801
5,360,5,16,0.006822198163717985,0.051095832139253616,0.26544666290283203
5,360,6,8,0.03444253280758858,0.09424406290054321,1.0240298509597778
5,360,7,16,0.014025830663740635,0.09353688359260559,0.23913730680942535
5,360,8,16,0.009806467220187187,0.08566306531429291,0.17281652987003326
5,360,9,16,0.005294437520205975,0.0643514022231102,0.13241803646087646
5,360,10,32,0.0005899792304262519,0.12210879474878311,0.006808724720031023
5,360,11,32,0.013851500116288662,0.29379183053970337,0.1613815724849701
5,360,12,32,0.0102713443338871,0.1959654986858368,0.18361827731132507
5,360,13,64,0.07290343195199966,0.24537093937397003,1.52931547164917
5,360,14,64,0.02920006588101387,0.1995605230331421,0.6908729672431946
5,360,15,64,0.01527489349246025,0.11361536383628845,0.6366068124771118
10,320,0,64,0.009173832833766937,0.08864918351173401,0.5601063966751099
10,320,1,64,0.033306777477264404,0.0833376795053482,1.0544869899749756
10,320,2,32,0.014375776052474976,0.13027061522006989,0.39965617656707764
10,320,3,32,0.012911711819469929,0.10919472575187683,0.3673471212387085
10,320,4,16,0.014500264078378677,0.07836545258760452,0.47013211250305176
10,320,5,16,0.006175387650728226,0.054583728313446045,0.24884025752544403
10,320,6,8,0.03227983042597771,0.09012307971715927,0.991954505443573
10,320,7,16,0.01247771829366684,0.0752728134393692,0.20813077688217163
10,320,8,16,0.009908059611916542,0.09146086871623993,0.15513022243976593
10,320,9,16,0.004638682585209608,0.05298849195241928,0.12728941440582275
10,320,10,32,0.0006336722290143371,0.1219896599650383,0.007237660698592663
10,320,11,32,0.01399858295917511,0.2907789647579193,0.16037163138389587
10,320,12,32,0.009844066575169563,0.18238218128681183,0.17640693485736847
10,320,13,64,0.07611048966646194,0.2132256031036377,1.532540202140808
10,320,14,64,0.0289619080722332,0.20777130126953125,0.68552565574646
10,320,15,64,0.014484131708741188,0.10963032394647598,0.6083407402038574
15,280,0,64,0.00924346037209034,0.09132957458496094,0.531737208366394
15,280,1,64,0.0332476869225502,0.09045304358005524,1.007047176361084
15,280,2,32,0.014423109591007233,0.13217522203922272,0.3680691123008728
15,280,3,32,0.012549695558845997,0.10956089198589325,0.3533719778060913
15,280,4,16,0.014182724058628082,0.08875694870948792,0.44018733501434326
15,280,5,16,0.006415959447622299,0.0773991048336029,0.2396095246076584
15,280,6,8,0.030003663152456284,0.09608166664838791,0.9471532106399536
15,280,7,16,0.011244632303714752,0.07852142304182053,0.18507471680641174
15,280,8,16,0.010325971990823746,0.09256429225206375,0.14052361249923706
15,280,9,16,0.003992188256233931,0.040676385164260864,0.12067129462957382
15,280,10,32,0.0007162754191085696,0.12131967395544052,0.00786462053656578
15,280,11,32,0.01461043395102024,0.2784913182258606,0.16258251667022705
15,280,12,32,0.00942001212388277,0.15459291636943817,0.16597291827201843
15,280,13,64,0.0796455442905426,0.2122245877981186,1.5308475494384766
15,280,14,64,0.027463097125291824,0.2413104772567749,0.6637001037597656
15,280,15,64,0.013667774386703968,0.10021579265594482,0.5705856084823608
20,240,0,64,0.009234514087438583,0.09445041418075562,0.5052100419998169
20,240,1,64,0.03266498073935509,0.09361544251441956,0.9499538540840149
20,240,2,32,0.014119274914264679,0.13467876613140106,0.33558231592178345
20,240,3,32,0.012247471138834953,0.12050165235996246,0.3402041494846344
20,240,4,16,0.013347121886909008,0.0887671560049057,0.40631571412086487
20,240,5,16,0.007126133423298597,0.09170936048030853,0.2424447387456894
20,240,6,8,0.027937542647123337,0.09092932194471359,0.9003373980522156
20,240,7,16,0.010665618814527988,0.07602331042289734,0.17328578233718872
20,240,8,16,0.010778585448861122,0.08957239985466003,0.13252359628677368
20,240,9,16,0.0035795955918729305,0.03197424113750458,0.11427400261163712
20,240,10,32,0.0007709034252911806,0.12095712125301361,0.00813047494739294
20,240,11,32,0.014946973882615566,0.3035310208797455,0.1621536910533905
20,240,12,32,0.008886151015758514,0.13957852125167847,0.15475133061408997
20,240,13,64,0.08335577696561813,0.21664400398731232,1.5276602506637573
20,240,14,64,0.024156339466571808,0.21666809916496277,0.6286760568618774
20,240,15,64,0.012886293232440948,0.09190583229064941,0.5315810441970825
25,200,0,64,0.009082082659006119,0.09788087010383606,0.479941725730896
25,200,1,64,0.031437475234270096,0.09153415262699127,0.8845731019973755
25,200,2,32,0.013692768290638924,0.1322450190782547,0.30911701917648315
25,200,3,32,0.011779471300542355,0.10078586637973785,0.32472002506256104
25,200,4,16,0.012497060000896454,0.08543561398983002,0.3750915825366974
25,200,5,16,0.007608024403452873,0.09620718657970428,0.24535205960273743
25,200,6,8,0.025984015315771103,0.08168746531009674,0.8449675440788269
25,200,7,16,0.010369976982474327,0.07306907325983047,0.16867607831954956
25,200,8,16,0.010453322902321815,0.08437153697013855,0.12342298030853271
25,200,9,16,0.0033297701738774776,0.028165217489004135,0.10966449975967407
25,200,10,32,0.0007690438651479781,0.12065539509057999,0.007883512414991856
25,200,11,32,0.014728792011737823,0.32312819361686707,0.15809595584869385
25,200,12,32,0.008229684084653854,0.13837753236293793,0.14324644207954407
25,200,13,64,0.0872272178530693,0.2311926782131195,1.5251734256744385
25,200,14,64,0.020680591464042664,0.17668405175209045,0.6007696986198425
25,200,15,64,0.012346569448709488,0.07750401645898819,0.4979162812232971
30,160,0,64,0.008727483451366425,0.10162870585918427,0.4557676911354065
30,160,1,64,0.029436025768518448,0.09143263846635818,0.8116723299026489
30,160,2,32,0.013414913788437843,0.13904044032096863,0.2913046181201935
30,160,3,32,0.010988323949277401,0.09529691934585571,0.3055678606033325
30,160,4,16,0.01183825358748436,0.08618099242448807,0.34766173362731934
30,160,5,16,0.007767850998789072,0.1057812049984932,0.2413519322872162
30,160,6,8,0.023593369871377945,0.07175363600254059,0.7866353988647461
30,160,7,16,0.00989396870136261,0.0712088942527771,0.16151776909828186
30,160,8,16,0.009882975369691849,0.08136387914419174,0.11506719887256622
30,160,9,16,0.0033036451786756516,0.031039416790008545,0.10718899965286255
30,160,10,32,0.0007831113180145621,0.12023528665304184,0.007945457473397255
30,160,11,32,0.014396721497178078,0.34165430068969727,0.1540314108133316
30,160,12,32,0.00755375437438488,0.13763262331485748,0.1320742815732956
30,160,13,64,0.09166669845581055,0.23940080404281616,1.5284271240234375
30,160,14,64,0.017452895641326904,0.15508097410202026,0.579697847366333
30,160,15,64,0.012017922475934029,0.06355572491884232,0.4697226285934448
35,120,0,64,0.008020305074751377,0.10586418956518173,0.4286094009876251
35,120,1,64,0.026138562709093094,0.09997379779815674,0.7239334583282471
35,120,2,32,0.013304647989571095,0.14830394089221954,0.27970170974731445
35,120,3,32,0.009782463312149048,0.0936412513256073,0.28034982085227966
35,120,4,16,0.011222031898796558,0.09019607305526733,0.3225717842578888
35,120,5,16,0.007570713758468628,0.1075056716799736,0.2294609099626541
35,120,6,8,0.021853778511285782,0.06385799497365952,0.7436991333961487
35,120,7,16,0.009257158264517784,0.07106057554483414,0.1514512449502945
35,120,8,16,0.009595062583684921,0.07623950392007828,0.10894355177879333
35,120,9,16,0.0033997665159404278,0.0367259681224823,0.10458927601575851
35,120,10,32,0.0007980424561537802,0.1197439506649971,0.00803922675549984
35,120,11,32,0.01409817673265934,0.3571711480617523,0.15032494068145752
35,120,12,32,0.006929919123649597,0.1366601139307022,0.12161292135715485
35,120,13,64,0.09832129627466202,0.23419612646102905,1.531341791152954
35,120,14,64,0.014223180711269379,0.13435067236423492,0.5509181022644043
35,120,15,64,0.011901790276169777,0.06769973784685135,0.4464978575706482
40,80,0,64,0.007008911110460758,0.11151444911956787,0.3976207375526428
40,80,1,64,0.020833030343055725,0.10058076679706573,0.6098880767822266
40,80,2,32,0.013215173035860062,0.1544698178768158,0.2690795361995697
40,80,3,32,0.008356955833733082,0.09095600992441177,0.25198525190353394
40,80,4,16,0.010623639449477196,0.09156902879476547,0.30048301815986633
40,80,5,16,0.007281297817826271,0.10507471114397049,0.21534335613250732
40,80,6,8,0.02072245627641678,0.05726451426744461,0.7103816866874695
40,80,7,16,0.008730649948120117,0.07166428864002228,0.14351364970207214
40,80,8,16,0.00920826569199562,0.06857370585203171,0.10308210551738739
40,80,9,16,0.003459000028669834,0.03744368627667427,0.10147890448570251
40,80,10,32,0.000791634782217443,0.11900598555803299,0.00791165605187416
40,80,11,32,0.013550115749239922,0.3633274435997009,0.14513646066188812
40,80,12,32,0.006341017782688141,0.1348087340593338,0.11182928085327148
40,80,13,64,0.10798454284667969,0.24365654587745667,1.5275843143463135
40,80,14,64,0.011567972600460052,0.13255539536476135,0.5168610215187073
40,80,15,64,0.012146434746682644,0.060747332870960236,0.434648334980011
45,40,0,64,0.005849300883710384,0.12004297226667404,0.35767263174057007
45,40,1,64,0.01303282380104065,0.08895919471979141,0.4573076665401459
45,40,2,32,0.012545861303806305,0.16479647159576416,0.2527625262737274
45,40,3,32,0.006788062863051891,0.09859484434127808,0.22279363870620728
45,40,4,16,0.010075123980641365,0.09340344369411469,0.28124475479125977
45,40,5,16,0.0070563675835728645,0.1037837490439415,0.20144711434841156
45,40,6,8,0.019626352936029434,0.052350085228681564,0.685177206993103
45,40,7,16,0.008420990779995918,0.06867875903844833,0.13904143869876862
45,40,8,16,0.00851810909807682,0.06680013239383698,0.0973374992609024
45,40,9,16,0.0033682638313621283,0.03023487888276577,0.0969126969575882
45,40,10,32,0.0007612948538735509,0.11759626120328903,0.0076223816722631454
45,40,11,32,0.012560701929032803,0.3623415231704712,0.1372610628604889
45,40,12,32,0.005661223083734512,0.13027989864349365,0.10144226253032684
45,40,13,64,0.123358815908432,0.2551600933074951,1.5112453699111938
45,40,14,64,0.010444888845086098,0.13607710599899292,0.4892830550670624
45,40,15,64,0.013103974051773548,0.06661161780357361,0.4565853476524353
49,8,0,64,0.005416149273514748,0.13250349462032318,0.3116138279438019
49,8,1,64,0.00600782036781311,0.07572942227125168,0.30530092120170593
49,8,2,32,0.010208236053586006,0.1592055708169937,0.21789273619651794
49,8,3,32,0.005537471733987331,0.10340110957622528,0.20164181292057037
49,8,4,16,0.009447029791772366,0.09264688938856125,0.2706812620162964
49,8,5,16,0.006878997199237347,0.09703445434570312,0.19238416850566864
49,8,6,8,0.01846931129693985,0.04986327886581421,0.6868352293968201
49,8,7,16,0.008515074849128723,0.06473283469676971,0.1427130401134491
49,8,8,16,0.007781531196087599,0.0662434920668602,0.09441757202148438
49,8,9,16,0.0031830668449401855,0.02069828100502491,0.09352223575115204
49,8,10,32,0.0006819539703428745,0.11478894203901291,0.007058623246848583
49,8,11,32,0.01103808544576168,0.35678136348724365,0.12702211737632751
49,8,12,32,0.004885498899966478,0.11983434110879898,0.09128140658140182
49,8,13,64,0.14566940069198608,0.27600470185279846,1.4630435705184937
49,8,14,64,0.01188071072101593,0.13727039098739624,0.4764035940170288
49,8,15,64,0.014466021209955215,0.0841718316078186,0.5995713472366333
