image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,dct_shield,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,50,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42484,0.92458,30.747,0.51364,0.04054,0.39365,0.7062,18.109,0.28012,0.21902,0.27286,0.02902,29.6
task_attr_mod_color_136767,dct_shield,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,50,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39015,0.90041,31.099,0.54466,0.04397,0.55489,0.43012,9.822,0.21942,0.32661,0.21957,0.02786,29.8
task_attr_mod_color_184837,dct_shield,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,50,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31656,0.94699,29.978,0.60791,0.02724,0.40551,0.67055,18.541,0.28746,0.23631,0.2407,0.0317,29.8
task_attr_mod_color_32648,dct_shield,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,50,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55315,0.83589,32.684,0.25865,0.07714,0.39863,0.64122,12.44,0.78913,0.33577,0.20557,0.02322,29.9
task_attr_mod_color_6205,dct_shield,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,50,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46744,0.91214,31.111,0.50258,0.04865,0.57801,0.46065,10.144,0.35093,0.33335,0.32205,0.02783,29.9
task_env_weather_112463,dct_shield,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,50,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53843,0.92505,31.055,0.53468,0.02475,0.41424,0.54072,15.858,0.32128,0.24341,0.21105,0.028,29.9
task_env_weather_133752,dct_shield,instruct-pix2pix,transform the setting to a rainy day,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,50,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5239,0.93687,31.476,0.54167,0.04717,0.48473,0.72345,20.142,0.32777,0.25879,0.19092,0.02668,29.8
task_env_weather_181583,dct_shield,instruct-pix2pix,change the setting to a stormy day,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,50,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49223,0.92127,30.894,0.51246,0.02,0.68511,0.59436,13.423,0.4007,0.36673,0.20801,0.02853,29.9
task_env_weather_246440,dct_shield,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,50,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2446,0.94256,28.868,0.6181,0.01496,0.44367,0.45345,15.702,0.14691,0.23121,0.28047,0.03603,29.7
task_env_weather_63722,dct_shield,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,50,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41679,0.92965,31.366,0.545,0.03357,0.43913,0.70219,17.833,0.2617,0.23442,0.23475,0.02702,29.8
