image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_remove_869495,phase,instruct-pix2pix,Remove child,,3.141593,False,1.0,100,7.5,1.5,20260812,False,0.34087,0.81109,21.022,0.43139,0.07278,0.42521,0.51512,18.166,0.22949,0.13338,0.87843,0.0889,125.9
