condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,mask_gated,gate_open_frac
R,horse_02,0.2,0.1991400420665741,5.25,3.230387290036555,19.519758224487305,0.9383299350738525,0.6800920367240906,0.34547290205955505,0.8806447386741638,0.1991400420665741,0.06532168388366699,0.9574993252754211,0.10568465292453766,0.3021952509880066,1.5952187776565552,8.148677825927734,5.285091400146484,6.001429557800293,32,True,0.724609375
