image,condition,prompt_index,prompt,block,r_min,quantile,target_image,loss,random_start,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
person_a_00,add,0,Barack Obama,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.01756,False,0.00471,31.9,0.0569,0.9962,0.0176,47.8029,0.2966,5.2348,0.6434,0.0974,0.2651,0.2645,0.0005,0.1061,0.1074,-0.0013,,
person_a_00,phase,0,Barack Obama,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.07233,False,1.3,14.5,0.1122,0.955,0.0723,31.1988,0.3807,5.0045,0.5621,0.0727,0.2651,0.2639,0.0012,0.1061,0.1089,-0.0028,0.022,0.3846
person_b_00,add,0,Morgan Freeman,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.02438,False,0.00471,13.2,0.0452,0.9957,0.0244,47.6101,0.2079,4.6494,0.6582,0.2305,0.3042,0.3103,-0.0061,0.1069,0.1098,-0.0029,,
person_b_00,phase,0,Morgan Freeman,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.0535,False,1.3,14.4,0.1092,0.955,0.0535,34.2028,0.2185,4.5972,0.6178,0.1892,0.3042,0.3037,0.0005,0.1069,0.1137,-0.0068,0.01612,0.4646
person_c_00,add,0,Taylor Swift,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.01252,False,0.00471,14.4,0.0186,0.9969,0.0125,47.7212,0.2787,4.9554,0.656,0.0171,0.2826,0.2841,-0.0015,0.0977,0.0994,-0.0018,,
person_c_00,phase,0,Taylor Swift,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.07366,False,1.3,14.6,0.1505,0.9175,0.0737,30.7279,0.2792,4.7074,0.6493,0.0767,0.2826,0.282,0.0006,0.0977,0.0979,-0.0002,0.05305,0.563
