image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,shading_rand,instruct-pix2pix,turn the color of potted plant to pink,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.10774,0.96039,27.655,0.74376,0.10549,0.11127,0.94745,26.439,0.61544,0.08513,0.12807,0.04142,0.98106,0.98293,False,0.837,57.3
task_attr_mod_color_136767,shading_rand,instruct-pix2pix,turn the color of astronaut to pink,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01768,0.98586,30.62,0.83655,0.02345,0.03619,0.97695,29.021,0.69296,0.03149,0.13029,0.02944,0.99371,0.99781,False,0.837,46.8
task_attr_mod_color_184837,shading_rand,instruct-pix2pix,turn the color of frame to pink,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.00416,0.99487,30.76,0.86899,0.01856,0.01667,0.98404,29.275,0.70131,0.01664,0.12907,0.02897,0.99811,0.99725,False,0.837,46.8
task_attr_mod_color_32648,shading_rand,instruct-pix2pix,turn the color of potion bottle to orange,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.00664,0.99728,43.874,0.95175,0.0094,0.01179,0.9953,39.45,0.92225,0.01299,0.0938,0.0064,0.99918,0.99729,False,0.837,46.3
task_attr_mod_color_6205,shading_rand,instruct-pix2pix,turn the color of toolbox to red,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05606,0.97729,29.822,0.82035,0.05989,0.06868,0.96463,28.776,0.73607,0.0604,0.11576,0.03228,0.99057,0.98713,False,0.837,46.5
task_env_weather_112463,shading_rand,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.05876,0.96858,28.816,0.79475,0.06216,0.13286,0.87377,22.562,0.58211,0.09207,0.12969,0.03624,0.9606,0.96039,False,0.837,46.7
task_env_weather_246440,shading_rand,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.00436,0.9946,31.64,0.89039,0.00748,0.06767,0.9475,26.067,0.55529,0.04305,0.12941,0.02618,0.98709,0.98755,False,0.837,46.7
task_env_weather_63722,shading_rand,instruct-pix2pix,change the setting to a snowy landscape,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.06933,0.9726,29.098,0.80893,0.08672,0.08549,0.9684,28.609,0.6496,0.08895,0.12217,0.03508,0.97332,0.9462,False,0.837,46.9
task_obj_add_40931,shading_rand,instruct-pix2pix,Add the blood on snout,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.00377,0.99413,32.689,0.92665,0.01045,0.01602,0.98544,30.576,0.77893,0.01306,0.1147,0.0232,0.9965,0.99458,False,0.837,46.1
task_obj_remove_380621,shading_rand,instruct-pix2pix,Remove iceberg,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01845,0.98761,30.924,0.87151,0.04064,0.03925,0.97498,28.489,0.67323,0.04129,0.12132,0.02843,0.99657,0.99511,False,0.837,46.7
task_obj_swap_joint_mask_276754,shading_rand,instruct-pix2pix,Replace the satellite dish with rocket,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.00358,0.99579,36.245,0.94755,0.01186,0.04891,0.96817,27.533,0.52604,0.09216,0.12391,0.01541,0.96119,0.96541,False,0.837,46.7
task_obj_swap_joint_mask_533428,shading_rand,instruct-pix2pix,Replace the samurai armor with red jacket,,0.1,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.01202,0.98574,30.083,0.87908,0.01493,0.22504,0.7579,17.484,0.35266,0.12603,0.12708,0.03132,0.97243,0.9627,False,0.837,46.8
