image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33781,0.95384,24.504,0.4322,0.08737,0.44214,0.68655,16.294,0.25842,0.24398,0.9451,0.05954,0.88683,0.87055,False,0.837,184.6
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39973,0.92555,24.791,0.35033,0.16141,0.56402,0.4253,10.038,0.18612,0.331,0.92156,0.0576,0.78599,0.82065,True,0.837,174.7
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45474,0.89407,20.662,0.30663,0.20426,0.71593,0.27887,8.983,0.18191,0.37751,0.83712,0.09267,0.88522,0.84355,False,0.837,174.6
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42378,0.97988,33.032,0.37888,0.06975,0.35487,0.67756,14.915,0.55588,0.2682,0.92866,0.0223,0.91648,0.91296,False,0.837,174.6
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33696,0.95422,27.628,0.47735,0.11984,0.50566,0.54176,11.019,0.38343,0.29318,0.96863,0.04155,0.87752,0.82862,True,0.837,174.6
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44859,0.94366,29.518,0.47815,0.07021,0.80555,0.41918,10.922,0.17403,0.33511,0.5496,0.03343,0.57292,0.58926,True,0.837,174.7
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42644,0.86799,19.128,0.27,0.1453,0.61803,0.25098,13.871,0.13003,0.36319,1.0,0.11057,0.87469,0.84607,False,0.837,174.5
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.403,0.94539,24.061,0.36405,0.09411,0.49213,0.60706,16.896,0.21313,0.28682,0.74284,0.06266,0.87037,0.81475,True,0.837,174.6
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48099,0.90943,24.601,0.35586,0.13688,0.54497,0.38414,15.544,0.22177,0.35408,0.69764,0.05888,0.8464,0.70586,True,0.837,174.5
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39594,0.94072,24.33,0.47219,0.10431,0.67449,0.31635,8.343,0.1076,0.36123,0.93353,0.06074,0.72149,0.70068,True,0.837,174.6
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45131,0.86638,21.63,0.2115,0.17084,0.67131,0.49273,12.747,0.0141,0.4414,0.95686,0.08289,0.79335,0.81665,True,0.837,174.6
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48643,0.89928,22.654,0.30282,0.14366,0.60577,0.31768,10.518,0.09222,0.2634,0.99216,0.07367,0.71496,0.67692,True,0.837,174.9
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,3.2,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.5,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46387,0.90682,23.686,0.32505,0.10584,0.64916,0.45231,10.695,0.24882,0.40073,0.96078,0.06542,0.73249,0.57172,True,0.837,174.9
