image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_126580,phase,instruct-pix2pix,turn the color of a stone fountain to red,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.27032,0.94759,28.04,0.52547,0.04951,0.33363,0.73854,20.531,0.27151,0.12554,0.50774,0.03963,78.0
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.19451,0.92267,24.241,0.45445,0.07924,0.28094,0.67439,17.318,0.3027,0.20383,0.58337,0.06137,78.0
task_attr_mod_color_42929,phase,instruct-pix2pix,turn the color of golden shield to gray,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.12379,0.98227,36.218,0.58834,0.05698,0.15135,0.89518,25.277,0.39278,0.1095,0.39766,0.01546,78.0
task_attr_mod_color_76641,phase,instruct-pix2pix,turn the color of micrometer to blue,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.12072,0.98176,37.755,0.77201,0.02443,0.12176,0.9172,29.139,0.61309,0.04917,0.34146,0.01295,78.5
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.17906,0.97043,33.089,0.62891,0.03135,0.22048,0.89823,26.515,0.39882,0.05886,0.28174,0.02216,78.0
task_env_weather_195273,phase,instruct-pix2pix,transform the setting to fall with colorful leaves,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.11145,0.95748,25.579,0.53553,0.06901,0.35095,0.6582,14.532,0.27689,0.18312,0.61155,0.05261,77.9
task_env_weather_59863,phase,instruct-pix2pix,change the setting to a snowy scene,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.2394,0.93181,27.338,0.50796,0.05753,0.23669,0.83891,22.726,0.37918,0.11592,0.44157,0.04296,78.4
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.22284,0.93505,27.564,0.48,0.07222,0.31004,0.68295,19.61,0.23289,0.20461,0.45124,0.04186,78.0
task_obj_add_362298,phase,instruct-pix2pix,Add sweaty torso,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.13789,0.96938,33.254,0.66704,0.04108,0.16127,0.90538,27.413,0.5189,0.08892,0.45134,0.02174,78.2
task_obj_add_530461,phase,instruct-pix2pix,Add black costume,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.10429,0.99172,40.693,0.80077,0.04476,0.15118,0.79811,30.221,0.61794,0.11359,0.24679,0.00923,78.2
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.1429,0.95275,27.801,0.63408,0.04748,0.18637,0.86848,23.284,0.45911,0.06164,0.55219,0.04073,77.9
task_obj_remove_157386,phase,instruct-pix2pix,Remove flowers,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.20767,0.94357,28.949,0.46905,0.08034,0.35711,0.77329,18.993,0.34517,0.21484,0.43039,0.03569,78.1
task_obj_remove_2878,phase,instruct-pix2pix,Remove person,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.16462,0.96504,31.623,0.64949,0.05351,0.21583,0.84445,24.813,0.38496,0.09753,0.37368,0.02623,78.0
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.23976,0.92985,26.629,0.47997,0.06112,0.25377,0.77087,21.645,0.32015,0.10011,0.56295,0.04662,78.5
task_obj_remove_720199,phase,instruct-pix2pix,Remove yellow machine,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.19524,0.9637,33.313,0.5721,0.06691,0.24781,0.84889,24.971,0.39912,0.15196,0.2946,0.02159,36.4
task_obj_swap_joint_mask_474202,phase,instruct-pix2pix,Replace the wooden deck with stone floor,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.18917,0.94878,28.433,0.49871,0.07004,0.37944,0.5854,14.978,0.19837,0.21565,0.42714,0.03788,36.4
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.26482,0.9592,34.057,0.5584,0.06466,0.34905,0.75112,16.769,0.32806,0.24396,0.30305,0.01982,36.4
task_obj_swap_rand_mask_315182,phase,instruct-pix2pix,Replace the red leather jacket with black blazer,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.18036,0.97042,34.915,0.66783,0.02855,0.29567,0.63325,17.695,0.32249,0.15622,0.22719,0.01796,36.4
task_obj_swap_rand_mask_79926,phase,instruct-pix2pix,Replace the Hawaiian shirt with blue dress,,1.27,False,0.0,100,7.5,1.5,20260812,False,0.15501,0.97512,31.767,0.63808,0.03604,0.16277,0.88731,22.337,0.47076,0.08934,0.44995,0.0258,36.4
