image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
coot,nativeLoRA_DDIM,46.3,113.4,0.2471,0.7953,0.1868,22.8776,0.8121,4.6706,0.5029,0.2018,0.301,0.3128,-0.0118,0.1004,0.1005,-0.0001
