condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
N3,bird_02,0.35,0.347911536693573,1.96875,7.5480946728890865,20.87777328491211,0.927067756652832,0.7039718627929688,0.20048901438713074,0.8973923921585083,0.347911536693573,0.15939557552337646,1.0724743604660034,0.09038806706666946,0.4608815610408783
