image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.06627,0.98464,31.797,0.70176,0.02589,0.09898,0.93035,24.446,0.50521,0.05063,0.36818,0.02571,80.8
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.12344,0.97864,32.891,0.64577,0.04934,0.16597,0.893,22.84,0.42801,0.09441,0.32963,0.02267,80.4
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.11419,0.96217,27.244,0.57426,0.05867,0.16781,0.78283,20.12,0.37838,0.11943,0.35176,0.04343,80.5
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.12106,0.99505,43.494,0.76847,0.02413,0.10525,0.92577,26.388,0.73645,0.08919,0.17844,0.00669,80.2
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.07195,0.98534,35.393,0.74463,0.04184,0.09777,0.92456,25.908,0.60066,0.07515,0.32886,0.017,80.2
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.12857,0.97915,35.122,0.71651,0.02279,0.25031,0.807,21.256,0.35816,0.11731,0.21952,0.01753,80.2
task_env_weather_133752,gain_only,instruct-pix2pix,transform the setting to a rainy day,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.10013,0.98587,36.126,0.74036,0.02536,0.14157,0.93084,28.746,0.4754,0.04014,0.30571,0.01562,80.2
task_env_weather_181583,gain_only,instruct-pix2pix,change the setting to a stormy day,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.13637,0.97459,35.615,0.70687,0.02434,0.5514,0.72036,14.886,0.36251,0.31871,0.15152,0.01657,80.0
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.16376,0.95862,25.208,0.55104,0.04469,0.30347,0.66498,18.494,0.23169,0.13013,0.58837,0.0549,80.1
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.11057,0.97881,30.298,0.62487,0.03887,0.14972,0.889,23.225,0.37778,0.07129,0.33176,0.03056,80.3
task_obj_add_13726,gain_only,instruct-pix2pix,Add subscribe button,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.14568,0.96999,30.718,0.58969,0.04862,0.23752,0.79083,22.089,0.2412,0.09973,0.29423,0.02911,80.2
task_obj_add_340466,gain_only,instruct-pix2pix,Add orange juice,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.07425,0.98625,34.124,0.72558,0.03475,0.16091,0.87593,18.251,0.51108,0.11013,0.31764,0.01967,76.3
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.2492,0.96858,30.964,0.6202,0.04567,0.25844,0.77979,21.465,0.3571,0.11997,0.29301,0.0283,37.6
task_obj_add_581286,gain_only,instruct-pix2pix,Add sauce,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.07694,0.98942,39.865,0.82151,0.02163,0.09908,0.93891,31.151,0.66656,0.05108,0.18039,0.01016,37.6
task_obj_add_692065,gain_only,instruct-pix2pix,Add monk,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.09145,0.97677,30.955,0.74264,0.03785,0.14208,0.90411,24.342,0.52654,0.0424,0.33698,0.02833,37.5
task_obj_remove_10197,gain_only,instruct-pix2pix,Remove gravel path,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.20714,0.97156,29.283,0.64967,0.03169,0.40526,0.46988,13.504,0.08823,0.24876,0.42284,0.03434,37.6
task_obj_remove_257910,gain_only,instruct-pix2pix,Remove bracelet,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.12777,0.98844,37.706,0.77527,0.02742,0.15344,0.91606,28.138,0.49062,0.05494,0.20351,0.01302,37.7
task_obj_remove_380621,gain_only,instruct-pix2pix,Remove iceberg,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.16609,0.98077,32.615,0.71688,0.04816,0.2216,0.81994,21.927,0.42537,0.09303,0.36267,0.0234,37.6
task_obj_remove_509477,gain_only,instruct-pix2pix,Remove the man with glasses,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.15293,0.96808,30.035,0.60485,0.04184,0.19157,0.83654,22.932,0.37155,0.06419,0.47059,0.0315,37.6
task_obj_remove_657585,gain_only,instruct-pix2pix,Remove frisbee,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.05896,0.99201,41.273,0.86575,0.0174,0.2365,0.84241,21.284,0.71756,0.16784,0.18801,0.00864,37.7
task_obj_swap_joint_mask_276754,gain_only,instruct-pix2pix,Replace the satellite dish with rocket,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.35394,0.9476,29.747,0.43929,0.06851,0.18637,0.79869,21.26,0.27362,0.1916,0.31339,0.03256,37.6
task_obj_swap_joint_mask_533428,gain_only,instruct-pix2pix,Replace the samurai armor with red jacket,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.15896,0.96662,29.414,0.6038,0.04659,0.27292,0.73225,17.55,0.30446,0.14003,0.3757,0.03383,37.7
task_obj_swap_joint_mask_75733,gain_only,instruct-pix2pix,Replace the snowy landscape with sea,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.20005,0.98063,37.249,0.66715,0.05107,0.2598,0.81186,19.212,0.35565,0.17748,0.21749,0.01373,37.6
task_obj_swap_rand_mask_298147,gain_only,instruct-pix2pix,Replace the wizard's robe with red shirt,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.26097,0.95447,30.506,0.5553,0.06111,0.36299,0.67946,20.119,0.24035,0.14768,0.38129,0.02983,37.6
task_obj_swap_rand_mask_417469,gain_only,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.8,False,0.0,0.12,0,32,encoder_target,1.0,none,100,7.5,1.5,20260812,False,0.13786,0.97509,32.044,0.64135,0.0256,0.16822,0.84628,23.692,0.41439,0.07187,0.41242,0.02499,37.6
