image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield_y,instruct-pix2pix,turn the color of potted plant to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.62583,0.84339,20.989,0.20745,0.1482,0.62614,0.44453,9.712,0.1069,0.35913,0.67821,0.08924,0.74219,0.70858,True,0.837,389.4
task_attr_mod_color_136767,dct_shield_y,instruct-pix2pix,turn the color of astronaut to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58715,0.76146,21.303,0.21862,0.16073,0.62808,0.25125,6.852,0.02422,0.43113,0.57099,0.08607,0.78472,0.83511,True,0.837,372.5
task_attr_mod_color_184837,dct_shield_y,instruct-pix2pix,turn the color of frame to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55246,0.91743,20.775,0.29538,0.10763,0.78075,0.13577,6.175,0.03163,0.66964,0.58384,0.09146,0.7028,0.63624,True,0.837,374.6
task_attr_mod_color_32648,dct_shield_y,instruct-pix2pix,turn the color of potion bottle to orange,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.68036,0.65475,22.701,0.06489,0.26924,0.60078,0.41211,10.669,0.07892,0.38655,0.54943,0.07327,0.78978,0.71963,True,0.837,373.4
task_attr_mod_color_6205,dct_shield_y,instruct-pix2pix,turn the color of toolbox to red,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.6516,0.82322,21.322,0.19114,0.17377,0.73266,0.19053,6.499,0.41885,0.78225,0.56177,0.08588,0.54967,0.47788,True,0.837,374.8
task_env_weather_112463,dct_shield_y,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.68953,0.85491,21.007,0.20975,0.12671,0.88882,0.27579,10.358,0.14509,0.39472,0.60324,0.08906,0.5495,0.57427,True,0.837,371.6
task_obj_remove_380621,dct_shield_y,instruct-pix2pix,Remove iceberg,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.64773,0.85672,21.237,0.21388,0.17542,0.735,0.23341,8.033,0.04049,0.3895,0.55419,0.08672,0.73509,0.71576,True,0.837,370.2
task_obj_swap_joint_mask_276754,dct_shield_y,instruct-pix2pix,Replace the satellite dish with rocket,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48628,0.84452,21.597,0.20379,0.12843,0.6743,0.47181,12.187,0.01071,0.39036,0.53261,0.0832,0.87828,0.90826,False,0.837,369.8
task_obj_swap_joint_mask_533428,dct_shield_y,instruct-pix2pix,Replace the samurai armor with red jacket,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55066,0.89064,20.967,0.26575,0.11594,0.63738,0.24064,9.388,0.05608,0.27763,0.5504,0.08946,0.64728,0.6284,True,0.837,372.3
task_obj_swap_rand_mask_417469,dct_shield_y,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,encoder_target,0.0,none,0.0,0.85,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59355,0.80888,21.629,0.20795,0.13282,0.76569,0.19574,9.43,0.0593,0.39686,0.6253,0.0829,0.41228,0.53429,True,0.837,372.3
