image,condition,radius,step,loss,param_absmean,closures,eval
task_attr_mod_color_11699,warp,16.0,0,96.73985290527344,1.197352409362793,2,96.73973083496094
task_attr_mod_color_11699,warp,16.0,50,94.72743225097656,1.197356939315796,2,
task_attr_mod_color_11699,warp,16.0,100,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_11699,warp,16.0,150,89.88253784179688,1.198371171951294,2,
task_attr_mod_color_11699,warp,16.0,200,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_11699,warp,16.0,250,89.88253784179688,1.198371171951294,2,
task_attr_mod_color_11699,warp,16.0,300,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_11699,warp,16.0,350,89.88253784179688,1.198371171951294,2,
task_attr_mod_color_11699,warp,16.0,400,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_11699,warp,16.0,450,89.88253784179688,1.198371171951294,2,
task_attr_mod_color_11699,warp,16.0,500,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_11699,warp,16.0,550,89.88253784179688,1.198371171951294,2,
task_attr_mod_color_11699,warp,16.0,600,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_11699,warp,16.0,650,89.88253784179688,1.198371171951294,2,
task_attr_mod_color_11699,warp,16.0,700,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_11699,warp,16.0,750,89.88253784179688,1.198371171951294,2,
task_attr_mod_color_11699,warp,16.0,800,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_11699,warp,16.0,850,89.88253784179688,1.198371171951294,2,
task_attr_mod_color_11699,warp,16.0,900,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_11699,warp,16.0,950,89.88253784179688,1.198371171951294,2,
task_attr_mod_color_11699,warp,16.0,1000,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_11699,warp,16.0,1050,89.88253784179688,1.198371171951294,2,
task_attr_mod_color_11699,warp,16.0,1100,89.88253784179688,1.198371171951294,2,89.88253784179688
task_attr_mod_color_6205,warp,16.0,0,98.80941772460938,1.197352409362793,2,98.80933380126953
task_attr_mod_color_6205,warp,16.0,50,91.86582946777344,2.948930263519287,2,
task_attr_mod_color_6205,warp,16.0,100,87.68623352050781,3.113355875015259,2,87.68283081054688
task_attr_mod_color_6205,warp,16.0,150,94.72105407714844,11.579190254211426,2,
task_attr_mod_color_6205,warp,16.0,200,94.72105407714844,11.579190254211426,2,94.72105407714844
task_attr_mod_color_6205,warp,16.0,250,94.72105407714844,11.579190254211426,2,
task_attr_mod_color_6205,warp,16.0,300,94.72105407714844,11.579190254211426,2,94.72105407714844
task_attr_mod_color_6205,warp,16.0,350,94.72105407714844,11.579190254211426,2,
task_attr_mod_color_6205,warp,16.0,400,94.72105407714844,11.579190254211426,2,94.72105407714844
task_attr_mod_color_6205,warp,16.0,450,94.72105407714844,11.579190254211426,2,
task_attr_mod_color_6205,warp,16.0,500,94.72105407714844,11.579190254211426,2,94.72105407714844
task_attr_mod_color_6205,warp,16.0,550,94.72105407714844,11.579190254211426,2,
task_attr_mod_color_6205,warp,16.0,600,94.72105407714844,11.579190254211426,2,94.72105407714844
task_attr_mod_color_6205,warp,16.0,650,94.72105407714844,11.579190254211426,2,
task_attr_mod_color_6205,warp,16.0,700,94.72105407714844,11.579190254211426,2,94.72105407714844
task_attr_mod_color_6205,warp,16.0,750,94.72105407714844,11.579190254211426,2,
task_attr_mod_color_6205,warp,16.0,800,94.72105407714844,11.579190254211426,2,94.72105407714844
task_attr_mod_color_6205,warp,16.0,850,94.72105407714844,11.579190254211426,2,
task_attr_mod_color_6205,warp,16.0,900,94.72105407714844,11.579190254211426,2,94.72105407714844
task_attr_mod_color_6205,warp,16.0,950,94.72105407714844,11.579190254211426,2,
task_attr_mod_color_6205,warp,16.0,1000,94.72105407714844,11.579190254211426,2,94.72105407714844
task_attr_mod_color_6205,warp,16.0,1050,94.72105407714844,11.579190254211426,2,
task_attr_mod_color_6205,warp,16.0,1100,94.72105407714844,11.579190254211426,2,94.72105407714844
