image,site,arm,prompt,content,tau_lpips,steps_done,lr,warp_max_disp,disp_mean_px,disp_max_px,n_seeds,pert_lpips,pert_linf,pert_psnr,attn_div_first,attn_div_last,grad_norm_first,dsiglip_mean,dsiglip_sd,dniqe_mean,dniqe_sd,semantic_fail,edit_psnr,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,train_seconds,eval_seconds,peak_mb
horse_00,S,opt,a zebra,horse,0.55,60,0.1,8.0,0.9466501474380493,4.965808391571045,5,0.17829322814941406,0.5396696329116821,30.134077072143555,0.9846983551979065,0.9925630688667297,0.0012283038813620806,-0.0030970841646194456,0.021565296508476002,0.479161501922808,0.45481677614545285,False,21.040097808837892,0.6157092809677124,0.1961689591407776,0.8025803685188293,0.36068410873413087,3389.7,610.8,6211.0
horse_00,S,rand,a zebra,horse,0.55,0,0.1,8.0,0.9466501474380493,4.965808391571045,5,0.18040069937705994,0.09083998203277588,34.2036247253418,0.9846983551979065,0.9925630688667297,0.0012283038813620806,-0.014493322372436524,0.023738759355254355,0.07146671318652106,0.5490840958329334,False,21.927837371826172,0.6200578808784485,0.20822250247001647,0.8233968138694763,0.3614266514778137,0.0,605.4,6211.0
