image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
person_b_00,photoguard_c,0.0,6070.3,0.3854,0.9827,0.0398,40.8943,0.9621,4.6301,0.6538,0.6128,0.3042,0.3128,-0.0086,0.1069,0.1149,-0.008
