condition,lr_key,lr,steps,image_id,final_loss,final_lpips,final_psnr,finite,diverged,final_L_def,final_L_fid,monitor,monitor_first,monitor_last,monitor_per_step
apa_rd,lr.N4_stage1,0.0001,60,horse_00,0.0,0.12679651379585266,26.917282104492188,True,False,,,,,,
apa_rd,lr.N4_stage1,0.001,60,horse_00,0.0,0.12627172470092773,27.00412940979004,True,False,,,,,,
apa_rd,lr.N4_stage1,0.005,60,horse_00,139.26100158691406,0.1899155080318451,24.86924934387207,True,False,,,,,,
apa_rd,lr.N4_stage1,0.02,60,horse_00,2116.793212890625,0.7735937833786011,10.266534805297852,True,False,,,,,,
apa_rd,lr.N4_stage1,0.1,60,horse_00,2253.477783203125,0.7570080757141113,8.632665634155273,True,False,,,,,,
apa_rd,lr.N5_stage2,0.0001,60,horse_00,0.24236290156841278,,,True,False,0.24236290156841278,0.0,attn_suppressed,0.00674852728843689,0.00950060784816742,4.664543321577169e-05
apa_rd,lr.N5_stage2,0.001,60,horse_00,0.20705199241638184,,,True,False,0.20705199241638184,0.0,attn_suppressed,0.00674852728843689,0.044811517000198364,0.0006451354188434148
apa_rd,lr.N5_stage2,0.005,60,horse_00,0.13807541131973267,,,True,False,0.13807541131973267,0.0,attn_suppressed,0.00674852728843689,0.11378809809684753,0.0018142300137018754
apa_rd,lr.N5_stage2,0.02,60,horse_00,0.12181975692510605,,,True,False,0.12181975692510605,0.0,attn_suppressed,0.00674852728843689,0.13004375249147415,0.002089749579712496
apa_rd,lr.N5_stage2,0.1,60,horse_00,5.07858419418335,,,True,False,0.23932048678398132,4.839263916015625,attn_suppressed,0.00674852728843689,0.012543022632598877,9.821178549427097e-05
