image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.6,False,0.0,0.25,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37782,0.9512,23.394,0.41065,0.09125,0.50515,0.61296,12.946,0.21127,0.26859,0.97255,0.06765,0.83241,0.79409,True,0.837,183.8
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.6,False,0.0,0.25,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43586,0.91056,22.96,0.33361,0.17142,0.57489,0.3931,9.115,0.188,0.31104,0.99216,0.07112,0.83096,0.81239,True,0.837,174.3
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.6,False,0.0,0.25,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49018,0.8932,19.212,0.30523,0.20739,0.76358,0.15977,7.421,0.15321,0.45804,0.8732,0.1095,0.72071,0.74826,True,0.837,174.1
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.6,False,0.0,0.25,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46605,0.96664,30.485,0.3016,0.09618,0.37467,0.648,13.37,0.65995,0.28808,0.97647,0.02991,0.92607,0.87752,False,0.837,173.8
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.6,False,0.0,0.25,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3832,0.94584,25.682,0.44432,0.13159,0.56848,0.41735,9.36,0.39113,0.34508,0.98039,0.05199,0.82032,0.79174,True,0.837,173.9
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.6,False,0.0,0.25,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48373,0.95055,28.162,0.45882,0.06112,0.81577,0.41805,11.067,0.19873,0.33646,0.81462,0.03907,0.58335,0.58534,True,0.837,173.9
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.6,False,0.0,0.25,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46258,0.83092,17.707,0.25067,0.15455,0.61782,0.26559,14.291,0.12362,0.34436,1.0,0.13021,0.90231,0.85171,False,0.837,173.8
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.6,False,0.0,0.25,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44898,0.9392,22.593,0.34207,0.11165,0.52159,0.57684,15.126,0.17006,0.29611,0.87451,0.07419,0.8013,0.80262,True,0.837,173.8
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.6,False,0.0,0.25,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50285,0.89518,23.191,0.34077,0.16131,0.6634,0.34908,13.428,0.25774,0.43882,0.81569,0.06925,0.78105,0.70399,True,0.837,173.9
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.6,False,0.0,0.25,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4315,0.92117,22.969,0.44323,0.10761,0.71887,0.27937,7.843,0.07385,0.39535,1.0,0.07105,0.72452,0.70841,True,0.837,173.9
