image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
person_b_00,add,human,identity,0.37467,0.10119,0.37467,0.10119,1.0,0.7,True,140.2
person_b_00,add,human,blur1,0.43033,0.08239,0.37467,0.10119,1.14857,0.7,True,140.2
person_b_00,add,human,noise0.05,0.52683,0.0394,0.37467,0.10119,1.40611,0.7,True,140.2
person_b_00,add,human,quantize16,0.4294,0.09107,0.37467,0.10119,1.14607,0.7,True,140.2
person_b_00,add,human,jpeg75,0.3013,0.13853,0.37467,0.10119,0.80416,0.7,True,140.2
person_b_00,add,human,jpeg30,0.42949,0.08474,0.37467,0.10119,1.14631,0.7,True,140.2
person_b_00,add,human,crop_resize0.1,0.61512,0.0264,0.37467,0.10119,1.64175,0.7,True,140.2
person_b_00,add,human,jpeg_then_resize75,0.4105,0.0949,0.37467,0.10119,1.09562,0.7,True,140.2
person_b_00,add,human,adverse_cleaner,0.41557,0.14776,0.37467,0.10119,1.10916,0.7,True,140.2
person_b_00,phase,human,identity,0.57888,0.04952,0.57888,0.04952,1.0,0.7,True,140.4
person_b_00,phase,human,blur1,0.50772,0.05987,0.57888,0.04952,0.87708,0.7,True,140.4
person_b_00,phase,human,noise0.05,0.53253,0.08749,0.57888,0.04952,0.91993,0.7,True,140.4
person_b_00,phase,human,quantize16,0.51971,0.07761,0.57888,0.04952,0.89779,0.7,True,140.4
person_b_00,phase,human,jpeg75,0.35766,0.09806,0.57888,0.04952,0.61785,0.7,True,140.4
person_b_00,phase,human,jpeg30,0.46464,0.02676,0.57888,0.04952,0.80266,0.7,True,140.4
person_b_00,phase,human,crop_resize0.1,0.63354,0.02984,0.57888,0.04952,1.09441,0.7,True,140.4
person_b_00,phase,human,jpeg_then_resize75,0.45889,0.10119,0.57888,0.04952,0.79271,0.7,True,140.4
person_b_00,phase,human,adverse_cleaner,0.57914,0.05847,0.57888,0.04952,1.00045,0.7,True,140.4
