image,condition,purifier,band_lo,band_hi,rho,systematic_bias,inst_mag,surv_mag
task_attr_mod_color_136767,ig_d25,jpeg30,0.25,0.4,0.91711,-0.0012,0.61736,0.66252
task_attr_mod_color_136767,ig_d25,jpeg30,0.4,0.55,0.80357,0.00335,0.72263,0.8348
task_attr_mod_color_136767,ig_d25,jpeg30,0.55,0.7,0.59021,-0.00947,0.81694,1.02956
task_attr_mod_color_136767,ig_d25,jpeg30,0.7,0.85,0.32847,-0.0071,0.92954,1.23333
task_attr_mod_color_136767,ig_d25,jpeg30,0.85,1.05,0.16141,0.01164,1.00379,1.32569
task_attr_mod_color_136767,ig_d25,blur1,0.0,0.12,0.99999,2e-05,0.01572,0.01502
task_attr_mod_color_136767,ig_d25,blur1,0.12,0.25,0.99569,-0.00011,0.39757,0.38441
task_attr_mod_color_136767,ig_d25,blur1,0.25,0.4,0.98521,0.0001,0.61736,0.61101
task_attr_mod_color_136767,ig_d25,blur1,0.4,0.55,0.96582,6e-05,0.72263,0.71506
task_attr_mod_color_136767,ig_d25,blur1,0.55,0.7,0.94055,-0.00146,0.81694,0.80945
task_attr_mod_color_136767,ig_d25,blur1,0.7,0.85,0.90978,-0.00093,0.92954,0.92422
task_attr_mod_color_136767,ig_d25,blur1,0.85,1.05,0.89048,-0.00186,1.00379,1.00219
task_attr_mod_color_136767,ig_d25,blur2,0.0,0.12,0.99994,5e-05,0.01572,0.01323
task_attr_mod_color_136767,ig_d25,blur2,0.12,0.25,0.96287,-9e-05,0.39757,0.35178
task_attr_mod_color_136767,ig_d25,blur2,0.25,0.4,0.87351,-0.00022,0.61736,0.60409
task_attr_mod_color_136767,ig_d25,blur2,0.4,0.55,0.73298,-0.00269,0.72263,0.70301
task_attr_mod_color_136767,ig_d25,blur2,0.55,0.7,0.53337,0.00971,0.81694,0.70614
task_attr_mod_color_136767,ig_d25,blur2,0.7,0.85,0.41045,0.00789,0.92954,0.8066
task_attr_mod_color_136767,ig_d25,blur2,0.85,1.05,0.34818,-0.00495,1.00379,0.87967
task_attr_mod_color_136767,ig_d25,crop_resize0.1,0.0,0.12,0.99403,-0.00038,0.01572,0.03119
task_attr_mod_color_136767,ig_d25,crop_resize0.1,0.12,0.25,0.54001,0.0213,0.39757,0.73647
task_attr_mod_color_136767,ig_d25,crop_resize0.1,0.25,0.4,0.37528,0.0058,0.61736,0.9055
task_attr_mod_color_136767,ig_d25,crop_resize0.1,0.4,0.55,0.29689,-0.00653,0.72263,0.99462
task_attr_mod_color_136767,ig_d25,crop_resize0.1,0.55,0.7,0.23011,0.01066,0.81694,1.07228
task_attr_mod_color_136767,ig_d25,crop_resize0.1,0.7,0.85,0.17097,-0.0166,0.92954,1.14639
task_attr_mod_color_136767,ig_d25,crop_resize0.1,0.85,1.05,0.14666,-0.00047,1.00379,1.15354
task_attr_mod_color_136767,ig_d25,crop_resize0.15,0.0,0.12,0.99008,-5e-05,0.01572,0.04545
task_attr_mod_color_136767,ig_d25,crop_resize0.15,0.12,0.25,0.50172,0.01817,0.39757,0.7921
task_attr_mod_color_136767,ig_d25,crop_resize0.15,0.25,0.4,0.36236,0.01225,0.61736,0.93745
task_attr_mod_color_136767,ig_d25,crop_resize0.15,0.4,0.55,0.27341,0.00089,0.72263,1.03973
task_attr_mod_color_136767,ig_d25,crop_resize0.15,0.55,0.7,0.21367,-0.00336,0.81694,1.10901
task_attr_mod_color_136767,ig_d25,crop_resize0.15,0.7,0.85,0.16397,0.00337,0.92954,1.1697
task_attr_mod_color_136767,ig_d25,crop_resize0.15,0.85,1.05,0.14587,0.01373,1.00379,1.14931
task_attr_mod_color_184837,ig_d25,identity,0.0,0.12,1.0,0.0,0.02839,0.02839
task_attr_mod_color_184837,ig_d25,identity,0.12,0.25,1.0,0.0,0.4778,0.4778
task_attr_mod_color_184837,ig_d25,identity,0.25,0.4,1.0,0.0,0.67751,0.67751
task_attr_mod_color_184837,ig_d25,identity,0.4,0.55,1.0,0.0,0.78049,0.78049
task_attr_mod_color_184837,ig_d25,identity,0.55,0.7,1.0,0.0,0.88224,0.88224
task_attr_mod_color_184837,ig_d25,identity,0.7,0.85,1.0,0.0,1.01396,1.01396
task_attr_mod_color_184837,ig_d25,identity,0.85,1.05,1.0,0.0,1.10071,1.10071
task_attr_mod_color_184837,ig_d25,jpeg75,0.0,0.12,0.99994,-3e-05,0.02839,0.03056
task_attr_mod_color_184837,ig_d25,jpeg75,0.12,0.25,0.98425,-0.00062,0.4778,0.48692
task_attr_mod_color_184837,ig_d25,jpeg75,0.25,0.4,0.97675,0.00108,0.67751,0.68536
task_attr_mod_color_184837,ig_d25,jpeg75,0.4,0.55,0.9625,0.00193,0.78049,0.79678
task_attr_mod_color_184837,ig_d25,jpeg75,0.55,0.7,0.90517,-0.00106,0.88224,0.92453
task_attr_mod_color_184837,ig_d25,jpeg75,0.7,0.85,0.76107,0.00274,1.01396,1.11229
task_attr_mod_color_184837,ig_d25,jpeg75,0.85,1.05,0.51376,-0.00027,1.10071,1.27277
task_attr_mod_color_184837,ig_d25,jpeg50,0.0,0.12,0.99987,-1e-05,0.02839,0.03142
task_attr_mod_color_184837,ig_d25,jpeg50,0.12,0.25,0.97564,-5e-05,0.4778,0.49264
task_attr_mod_color_184837,ig_d25,jpeg50,0.25,0.4,0.96512,0.00188,0.67751,0.69294
task_attr_mod_color_184837,ig_d25,jpeg50,0.4,0.55,0.92808,-0.00025,0.78049,0.81655
task_attr_mod_color_184837,ig_d25,jpeg50,0.55,0.7,0.812,0.00268,0.88224,0.96696
task_attr_mod_color_184837,ig_d25,jpeg50,0.7,0.85,0.56341,-0.00859,1.01396,1.19367
task_attr_mod_color_184837,ig_d25,jpeg50,0.85,1.05,0.27288,0.02764,1.10071,1.35478
task_attr_mod_color_184837,ig_d25,jpeg30,0.0,0.12,0.99979,-1e-05,0.02839,0.03224
task_attr_mod_color_184837,ig_d25,jpeg30,0.12,0.25,0.96654,0.00061,0.4778,0.49659
task_attr_mod_color_184837,ig_d25,jpeg30,0.25,0.4,0.94742,0.00219,0.67751,0.70587
task_attr_mod_color_184837,ig_d25,jpeg30,0.4,0.55,0.87699,9e-05,0.78049,0.84761
task_attr_mod_color_184837,ig_d25,jpeg30,0.55,0.7,0.69574,-0.00167,0.88224,1.02655
task_attr_mod_color_184837,ig_d25,jpeg30,0.7,0.85,0.38001,-0.027,1.01396,1.27245
task_attr_mod_color_184837,ig_d25,jpeg30,0.85,1.05,0.15255,0.00452,1.10071,1.39288
task_attr_mod_color_184837,ig_d25,blur1,0.0,0.12,0.99999,1e-05,0.02839,0.02714
task_attr_mod_color_184837,ig_d25,blur1,0.12,0.25,0.99507,0.00022,0.4778,0.46469
task_attr_mod_color_184837,ig_d25,blur1,0.25,0.4,0.98338,-0.00013,0.67751,0.67363
task_attr_mod_color_184837,ig_d25,blur1,0.4,0.55,0.96333,0.00027,0.78049,0.77369
task_attr_mod_color_184837,ig_d25,blur1,0.55,0.7,0.9377,0.00169,0.88224,0.87525
task_attr_mod_color_184837,ig_d25,blur1,0.7,0.85,0.90539,0.00062,1.01396,1.00534
task_attr_mod_color_184837,ig_d25,blur1,0.85,1.05,0.88904,0.00179,1.10071,1.0986
task_attr_mod_color_184837,ig_d25,blur2,0.0,0.12,0.99989,5e-05,0.02839,0.02393
task_attr_mod_color_184837,ig_d25,blur2,0.12,0.25,0.95417,0.00069,0.4778,0.43292
task_attr_mod_color_184837,ig_d25,blur2,0.25,0.4,0.86082,-0.00034,0.67751,0.68007
task_attr_mod_color_184837,ig_d25,blur2,0.4,0.55,0.71048,-0.00167,0.78049,0.78419
task_attr_mod_color_184837,ig_d25,blur2,0.55,0.7,0.47146,-0.00641,0.88224,0.81036
task_attr_mod_color_184837,ig_d25,blur2,0.7,0.85,0.33999,-0.02022,1.01396,0.89473
task_attr_mod_color_184837,ig_d25,blur2,0.85,1.05,0.2813,-0.0053,1.10071,0.98361
task_attr_mod_color_184837,ig_d25,crop_resize0.1,0.0,0.12,0.9955,0.00013,0.02839,0.02924
task_attr_mod_color_184837,ig_d25,crop_resize0.1,0.12,0.25,0.55764,0.00711,0.4778,0.65262
task_attr_mod_color_184837,ig_d25,crop_resize0.1,0.25,0.4,0.42094,-0.01379,0.67751,0.75736
task_attr_mod_color_184837,ig_d25,crop_resize0.1,0.4,0.55,0.32578,0.01669,0.78049,0.87011
task_attr_mod_color_184837,ig_d25,crop_resize0.1,0.55,0.7,0.25237,0.00693,0.88224,0.96921
task_attr_mod_color_184837,ig_d25,crop_resize0.1,0.7,0.85,0.18514,-0.03056,1.01396,1.04039
task_attr_mod_color_184837,ig_d25,crop_resize0.1,0.85,1.05,0.15752,-0.01744,1.10071,1.05574
task_attr_mod_color_184837,ig_d25,crop_resize0.15,0.0,0.12,0.99605,0.00048,0.02839,0.0241
task_attr_mod_color_184837,ig_d25,crop_resize0.15,0.12,0.25,0.56986,0.01369,0.4778,0.6054
task_attr_mod_color_184837,ig_d25,crop_resize0.15,0.25,0.4,0.4437,-0.00082,0.67751,0.68824
task_attr_mod_color_184837,ig_d25,crop_resize0.15,0.4,0.55,0.34414,-0.00034,0.78049,0.80576
task_attr_mod_color_184837,ig_d25,crop_resize0.15,0.55,0.7,0.26658,-0.00443,0.88224,0.89822
task_attr_mod_color_184837,ig_d25,crop_resize0.15,0.7,0.85,0.19727,-0.06273,1.01396,0.9604
task_attr_mod_color_184837,ig_d25,crop_resize0.15,0.85,1.05,0.17469,-0.02935,1.10071,0.94788
task_attr_mod_color_32648,ig_d25,identity,0.0,0.12,1.0,0.0,0.01179,0.01179
task_attr_mod_color_32648,ig_d25,identity,0.12,0.25,1.0,0.0,0.30724,0.30724
task_attr_mod_color_32648,ig_d25,identity,0.25,0.4,1.0,0.0,0.49083,0.49083
task_attr_mod_color_32648,ig_d25,identity,0.4,0.55,1.0,0.0,0.58149,0.58149
task_attr_mod_color_32648,ig_d25,identity,0.55,0.7,1.0,0.0,0.6603,0.6603
task_attr_mod_color_32648,ig_d25,identity,0.7,0.85,1.0,0.0,0.74372,0.74372
task_attr_mod_color_32648,ig_d25,identity,0.85,1.05,1.0,0.0,0.80561,0.80561
task_attr_mod_color_32648,ig_d25,jpeg75,0.0,0.12,0.99982,1e-05,0.01179,0.01564
task_attr_mod_color_32648,ig_d25,jpeg75,0.12,0.25,0.93018,0.00108,0.30724,0.35628
task_attr_mod_color_32648,ig_d25,jpeg75,0.25,0.4,0.84199,0.00264,0.49083,0.60423
task_attr_mod_color_32648,ig_d25,jpeg75,0.4,0.55,0.71446,0.00357,0.58149,0.78089
task_attr_mod_color_32648,ig_d25,jpeg75,0.55,0.7,0.59605,-0.0004,0.6603,0.91794
task_attr_mod_color_32648,ig_d25,jpeg75,0.7,0.85,0.44232,-0.00098,0.74372,1.06428
task_attr_mod_color_32648,ig_d25,jpeg75,0.85,1.05,0.30301,0.00107,0.80561,1.18418
task_attr_mod_color_32648,ig_d25,jpeg50,0.0,0.12,0.99952,2e-05,0.01179,0.01953
task_attr_mod_color_32648,ig_d25,jpeg50,0.12,0.25,0.89273,4e-05,0.30724,0.39125
task_attr_mod_color_32648,ig_d25,jpeg50,0.25,0.4,0.76356,-0.00058,0.49083,0.66218
task_attr_mod_color_32648,ig_d25,jpeg50,0.4,0.55,0.60577,0.01309,0.58149,0.84607
task_attr_mod_color_32648,ig_d25,jpeg50,0.55,0.7,0.47698,0.02225,0.6603,0.99228
task_attr_mod_color_32648,ig_d25,jpeg50,0.7,0.85,0.34373,0.00175,0.74372,1.09317
task_attr_mod_color_32648,ig_d25,jpeg50,0.85,1.05,0.24902,0.00783,0.80561,1.16876
task_attr_mod_color_32648,ig_d25,jpeg30,0.0,0.12,0.99954,5e-05,0.01179,0.01786
task_attr_mod_color_32648,ig_d25,jpeg30,0.12,0.25,0.88436,-0.00034,0.30724,0.37204
task_attr_mod_color_32648,ig_d25,jpeg30,0.25,0.4,0.72848,0.0024,0.49083,0.64276
task_attr_mod_color_32648,ig_d25,jpeg30,0.4,0.55,0.55236,-0.00414,0.58149,0.83282
task_attr_mod_color_32648,ig_d25,jpeg30,0.55,0.7,0.4324,0.00504,0.6603,0.95785
task_attr_mod_color_32648,ig_d25,jpeg30,0.7,0.85,0.31183,0.03135,0.74372,1.05681
task_attr_mod_color_32648,ig_d25,jpeg30,0.85,1.05,0.24693,0.00189,0.80561,1.09644
task_attr_mod_color_32648,ig_d25,blur1,0.0,0.12,0.99999,-1e-05,0.01179,0.01119
task_attr_mod_color_32648,ig_d25,blur1,0.12,0.25,0.99703,0.00055,0.30724,0.29649
task_attr_mod_color_32648,ig_d25,blur1,0.25,0.4,0.98707,0.0012,0.49083,0.48631
task_attr_mod_color_32648,ig_d25,blur1,0.4,0.55,0.97027,8e-05,0.58149,0.57382
task_attr_mod_color_32648,ig_d25,blur1,0.55,0.7,0.94914,-0.00158,0.6603,0.65825
task_attr_mod_color_32648,ig_d25,blur1,0.7,0.85,0.92362,0.00012,0.74372,0.74191
task_attr_mod_color_32648,ig_d25,blur1,0.85,1.05,0.91437,-0.00022,0.80561,0.80693
task_attr_mod_color_32648,ig_d25,blur2,0.0,0.12,0.99994,-3e-05,0.01179,0.00965
task_attr_mod_color_32648,ig_d25,blur2,0.12,0.25,0.97381,0.00182,0.30724,0.27082
task_attr_mod_color_32648,ig_d25,blur2,0.25,0.4,0.89372,0.00097,0.49083,0.48689
task_attr_mod_color_32648,ig_d25,blur2,0.4,0.55,0.77376,0.00491,0.58149,0.56328
task_attr_mod_color_32648,ig_d25,blur2,0.55,0.7,0.62035,-0.00592,0.6603,0.57347
task_attr_mod_color_32648,ig_d25,blur2,0.7,0.85,0.53806,0.01932,0.74372,0.65421
task_attr_mod_color_32648,ig_d25,blur2,0.85,1.05,0.48485,0.00547,0.80561,0.74484
task_attr_mod_color_32648,ig_d25,crop_resize0.1,0.0,0.12,0.99653,1e-05,0.01179,0.02382
task_attr_mod_color_32648,ig_d25,crop_resize0.1,0.12,0.25,0.66944,0.01251,0.30724,0.57571
task_attr_mod_color_32648,ig_d25,crop_resize0.1,0.25,0.4,0.5202,-0.00414,0.49083,0.73182
task_attr_mod_color_32648,ig_d25,crop_resize0.1,0.4,0.55,0.42789,-0.00525,0.58149,0.84121
task_attr_mod_color_32648,ig_d25,crop_resize0.1,0.55,0.7,0.36263,-0.00487,0.6603,0.91549
task_attr_mod_color_32648,ig_d25,crop_resize0.1,0.7,0.85,0.30907,0.0173,0.74372,0.98093
task_attr_mod_color_32648,ig_d25,crop_resize0.1,0.85,1.05,0.27955,0.00518,0.80561,0.99176
task_attr_mod_color_32648,ig_d25,crop_resize0.15,0.0,0.12,0.99616,-0.00046,0.01179,0.02849
task_attr_mod_color_32648,ig_d25,crop_resize0.15,0.12,0.25,0.59807,-0.00047,0.30724,0.68502
task_attr_mod_color_32648,ig_d25,crop_resize0.15,0.25,0.4,0.47398,0.01663,0.49083,0.78882
task_attr_mod_color_32648,ig_d25,crop_resize0.15,0.4,0.55,0.39332,0.00927,0.58149,0.90017
task_attr_mod_color_32648,ig_d25,crop_resize0.15,0.55,0.7,0.33592,-0.00668,0.6603,0.96556
task_attr_mod_color_32648,ig_d25,crop_resize0.15,0.7,0.85,0.29981,-0.01108,0.74372,1.00569
task_attr_mod_color_32648,ig_d25,crop_resize0.15,0.85,1.05,0.2705,-0.00947,0.80561,1.01621
task_attr_mod_color_6205,ig_d25,identity,0.0,0.12,1.0,0.0,0.00845,0.00845
task_attr_mod_color_6205,ig_d25,identity,0.12,0.25,1.0,0.0,0.38433,0.38433
task_attr_mod_color_6205,ig_d25,identity,0.25,0.4,1.0,0.0,0.56626,0.56626
task_attr_mod_color_6205,ig_d25,identity,0.4,0.55,1.0,0.0,0.67974,0.67974
task_attr_mod_color_6205,ig_d25,identity,0.55,0.7,1.0,0.0,0.76313,0.76313
task_attr_mod_color_6205,ig_d25,identity,0.7,0.85,1.0,0.0,0.88768,0.88768
task_attr_mod_color_6205,ig_d25,identity,0.85,1.05,1.0,0.0,0.94676,0.94676
task_attr_mod_color_6205,ig_d25,jpeg75,0.0,0.12,0.99997,0.0,0.00845,0.00926
task_attr_mod_color_6205,ig_d25,jpeg75,0.12,0.25,0.96672,-0.0007,0.38433,0.40271
task_attr_mod_color_6205,ig_d25,jpeg75,0.25,0.4,0.90589,-0.00035,0.56626,0.61727
task_attr_mod_color_6205,ig_d25,jpeg75,0.4,0.55,0.83285,0.00054,0.67974,0.78506
task_attr_mod_color_6205,ig_d25,jpeg75,0.55,0.7,0.72874,-0.00241,0.76313,0.92544
task_attr_mod_color_6205,ig_d25,jpeg75,0.7,0.85,0.52642,-0.00324,0.88768,1.12256
task_attr_mod_color_6205,ig_d25,jpeg75,0.85,1.05,0.3252,-0.00164,0.94676,1.24322
task_attr_mod_color_6205,ig_d25,jpeg50,0.0,0.12,0.99994,-1e-05,0.00845,0.00998
task_attr_mod_color_6205,ig_d25,jpeg50,0.12,0.25,0.94694,0.00053,0.38433,0.4146
task_attr_mod_color_6205,ig_d25,jpeg50,0.25,0.4,0.87311,0.00044,0.56626,0.63912
task_attr_mod_color_6205,ig_d25,jpeg50,0.4,0.55,0.76168,-0.00035,0.67974,0.83022
task_attr_mod_color_6205,ig_d25,jpeg50,0.55,0.7,0.61615,-0.00462,0.76313,0.98103
task_attr_mod_color_6205,ig_d25,jpeg50,0.7,0.85,0.37231,-0.00499,0.88768,1.17312
task_attr_mod_color_6205,ig_d25,jpeg50,0.85,1.05,0.20597,0.02951,0.94676,1.25289
task_attr_mod_color_6205,ig_d25,jpeg30,0.0,0.12,0.99989,-0.0,0.00845,0.01036
task_attr_mod_color_6205,ig_d25,jpeg30,0.12,0.25,0.931,0.001,0.38433,0.41969
task_attr_mod_color_6205,ig_d25,jpeg30,0.25,0.4,0.84452,0.00153,0.56626,0.65648
task_attr_mod_color_6205,ig_d25,jpeg30,0.4,0.55,0.69212,-0.00206,0.67974,0.86614
task_attr_mod_color_6205,ig_d25,jpeg30,0.55,0.7,0.51141,-0.01087,0.76313,1.02608
task_attr_mod_color_6205,ig_d25,jpeg30,0.7,0.85,0.27912,-0.00787,0.88768,1.19026
task_attr_mod_color_6205,ig_d25,jpeg30,0.85,1.05,0.18611,0.0189,0.94676,1.22801
task_attr_mod_color_6205,ig_d25,blur1,0.0,0.12,1.0,1e-05,0.00845,0.00802
task_attr_mod_color_6205,ig_d25,blur1,0.12,0.25,0.99636,-9e-05,0.38433,0.37222
task_attr_mod_color_6205,ig_d25,blur1,0.25,0.4,0.98748,0.00054,0.56626,0.56254
task_attr_mod_color_6205,ig_d25,blur1,0.4,0.55,0.96875,0.00074,0.67974,0.67275
task_attr_mod_color_6205,ig_d25,blur1,0.55,0.7,0.94609,0.00053,0.76313,0.75564
task_attr_mod_color_6205,ig_d25,blur1,0.7,0.85,0.9138,0.00076,0.88768,0.88197
task_attr_mod_color_6205,ig_d25,blur1,0.85,1.05,0.89796,0.00062,0.94676,0.94731
task_attr_mod_color_6205,ig_d25,blur2,0.0,0.12,0.99996,3e-05,0.00845,0.00694
task_attr_mod_color_6205,ig_d25,blur2,0.12,0.25,0.96821,-0.00042,0.38433,0.34154
task_attr_mod_color_6205,ig_d25,blur2,0.25,0.4,0.89051,0.00108,0.56626,0.56204
task_attr_mod_color_6205,ig_d25,blur2,0.4,0.55,0.74895,0.00266,0.67974,0.65618
task_attr_mod_color_6205,ig_d25,blur2,0.55,0.7,0.56493,0.01135,0.76313,0.62011
task_attr_mod_color_6205,ig_d25,blur2,0.7,0.85,0.44627,0.00982,0.88768,0.723
task_attr_mod_color_6205,ig_d25,blur2,0.85,1.05,0.38595,0.01309,0.94676,0.81132
task_attr_mod_color_6205,ig_d25,crop_resize0.1,0.0,0.12,0.99516,-0.0007,0.00845,0.02818
task_attr_mod_color_6205,ig_d25,crop_resize0.1,0.12,0.25,0.5751,-0.00296,0.38433,0.68658
task_attr_mod_color_6205,ig_d25,crop_resize0.1,0.25,0.4,0.4406,0.01,0.56626,0.82952
task_attr_mod_color_6205,ig_d25,crop_resize0.1,0.4,0.55,0.33908,0.00681,0.67974,0.94744
task_attr_mod_color_6205,ig_d25,crop_resize0.1,0.55,0.7,0.27429,0.01947,0.76313,1.03361
task_attr_mod_color_6205,ig_d25,crop_resize0.1,0.7,0.85,0.20633,-0.01051,0.88768,1.09887
task_attr_mod_color_6205,ig_d25,crop_resize0.1,0.85,1.05,0.19717,0.01163,0.94676,1.09823
task_attr_mod_color_6205,ig_d25,crop_resize0.15,0.0,0.12,0.99209,-0.00064,0.00845,0.0419
task_attr_mod_color_6205,ig_d25,crop_resize0.15,0.12,0.25,0.53341,0.0193,0.38433,0.74481
task_attr_mod_color_6205,ig_d25,crop_resize0.15,0.25,0.4,0.4008,-0.00464,0.56626,0.87722
task_attr_mod_color_6205,ig_d25,crop_resize0.15,0.4,0.55,0.31518,0.02074,0.67974,0.9829
task_attr_mod_color_6205,ig_d25,crop_resize0.15,0.55,0.7,0.25085,-0.01995,0.76313,1.06688
task_attr_mod_color_6205,ig_d25,crop_resize0.15,0.7,0.85,0.19918,-0.02162,0.88768,1.10412
task_attr_mod_color_6205,ig_d25,crop_resize0.15,0.85,1.05,0.19107,-0.01125,0.94676,1.08813
task_env_weather_112463,ig_d25,identity,0.0,0.12,1.0,0.0,0.00872,0.00872
task_env_weather_112463,ig_d25,identity,0.12,0.25,1.0,0.0,0.42367,0.42367
task_env_weather_112463,ig_d25,identity,0.25,0.4,1.0,0.0,0.61977,0.61977
task_env_weather_112463,ig_d25,identity,0.4,0.55,1.0,0.0,0.68534,0.68534
task_env_weather_112463,ig_d25,identity,0.55,0.7,1.0,0.0,0.77377,0.77377
task_env_weather_112463,ig_d25,identity,0.7,0.85,1.0,0.0,0.90972,0.90972
task_env_weather_112463,ig_d25,identity,0.85,1.05,1.0,0.0,0.98489,0.98489
task_env_weather_112463,ig_d25,jpeg75,0.0,0.12,0.99998,-1e-05,0.00872,0.00927
task_env_weather_112463,ig_d25,jpeg75,0.12,0.25,0.97771,-0.00027,0.42367,0.43604
task_env_weather_112463,ig_d25,jpeg75,0.25,0.4,0.93475,-0.00078,0.61977,0.65954
task_env_weather_112463,ig_d25,jpeg75,0.4,0.55,0.76045,6e-05,0.68534,0.83905
task_env_weather_112463,ig_d25,jpeg75,0.55,0.7,0.51075,-0.00363,0.77377,1.06697
task_env_weather_112463,ig_d25,jpeg75,0.7,0.85,0.3099,-0.00824,0.90972,1.22443
task_env_weather_112463,ig_d25,jpeg75,0.85,1.05,0.20267,0.00705,0.98489,1.27289
task_env_weather_112463,ig_d25,jpeg50,0.0,0.12,0.99996,1e-05,0.00872,0.00974
task_env_weather_112463,ig_d25,jpeg50,0.12,0.25,0.9655,0.00065,0.42367,0.44404
task_env_weather_112463,ig_d25,jpeg50,0.25,0.4,0.8851,0.00013,0.61977,0.69601
task_env_weather_112463,ig_d25,jpeg50,0.4,0.55,0.6057,-0.00773,0.68534,0.95144
task_env_weather_112463,ig_d25,jpeg50,0.55,0.7,0.39256,-0.00263,0.77377,1.12887
task_env_weather_112463,ig_d25,jpeg50,0.7,0.85,0.24674,-0.01988,0.90972,1.23133
task_env_weather_112463,ig_d25,jpeg50,0.85,1.05,0.165,-0.02598,0.98489,1.25813
task_env_weather_112463,ig_d25,jpeg30,0.0,0.12,0.99993,-1e-05,0.00872,0.01032
task_env_weather_112463,ig_d25,jpeg30,0.12,0.25,0.95055,-0.00079,0.42367,0.45483
task_env_weather_112463,ig_d25,jpeg30,0.25,0.4,0.82766,0.00041,0.61977,0.73642
task_env_weather_112463,ig_d25,jpeg30,0.4,0.55,0.50256,0.00566,0.68534,1.02463
task_env_weather_112463,ig_d25,jpeg30,0.55,0.7,0.33519,0.0122,0.77377,1.14772
task_env_weather_112463,ig_d25,jpeg30,0.7,0.85,0.20587,0.01746,0.90972,1.23033
task_env_weather_112463,ig_d25,jpeg30,0.85,1.05,0.14338,0.02542,0.98489,1.26183
task_env_weather_112463,ig_d25,blur1,0.0,0.12,1.0,0.0,0.00872,0.00823
task_env_weather_112463,ig_d25,blur1,0.12,0.25,0.99575,0.00029,0.42367,0.41102
task_env_weather_112463,ig_d25,blur1,0.25,0.4,0.98712,-0.00039,0.61977,0.6135
task_env_weather_112463,ig_d25,blur1,0.4,0.55,0.96733,-0.00033,0.68534,0.67948
task_env_weather_112463,ig_d25,blur1,0.55,0.7,0.94124,0.00013,0.77377,0.7648
task_env_weather_112463,ig_d25,blur1,0.7,0.85,0.90716,0.00019,0.90972,0.9009
task_env_weather_112463,ig_d25,blur1,0.85,1.05,0.88235,0.0014,0.98489,0.98954
task_env_weather_112463,ig_d25,blur2,0.0,0.12,0.99998,2e-05,0.00872,0.00699
task_env_weather_112463,ig_d25,blur2,0.12,0.25,0.96316,0.00105,0.42367,0.38025
task_env_weather_112463,ig_d25,blur2,0.25,0.4,0.88739,-0.00269,0.61977,0.60968
task_env_weather_112463,ig_d25,blur2,0.4,0.55,0.72929,-0.00418,0.68534,0.67849
task_env_weather_112463,ig_d25,blur2,0.55,0.7,0.53348,-0.0041,0.77377,0.64441
task_env_weather_112463,ig_d25,blur2,0.7,0.85,0.39493,0.00471,0.90972,0.72606
task_env_weather_112463,ig_d25,blur2,0.85,1.05,0.31964,-0.00407,0.98489,0.83018
task_env_weather_112463,ig_d25,crop_resize0.1,0.0,0.12,0.99893,9e-05,0.00872,0.01222
task_env_weather_112463,ig_d25,crop_resize0.1,0.12,0.25,0.59915,0.00777,0.42367,0.62108
task_env_weather_112463,ig_d25,crop_resize0.1,0.25,0.4,0.45531,-0.00196,0.61977,0.75516
task_env_weather_112463,ig_d25,crop_resize0.1,0.4,0.55,0.37213,-0.00033,0.68534,0.86713
task_env_weather_112463,ig_d25,crop_resize0.1,0.55,0.7,0.28955,-0.01701,0.77377,0.97772
task_env_weather_112463,ig_d25,crop_resize0.1,0.7,0.85,0.22004,0.01436,0.90972,1.04908
task_env_weather_112463,ig_d25,crop_resize0.1,0.85,1.05,0.20692,0.02232,0.98489,1.03035
task_env_weather_112463,ig_d25,crop_resize0.15,0.0,0.12,0.99861,5e-05,0.00872,0.01525
task_env_weather_112463,ig_d25,crop_resize0.15,0.12,0.25,0.56741,0.00581,0.42367,0.675
task_env_weather_112463,ig_d25,crop_resize0.15,0.25,0.4,0.44019,0.00216,0.61977,0.78678
task_env_weather_112463,ig_d25,crop_resize0.15,0.4,0.55,0.3247,0.00515,0.68534,0.94899
task_env_weather_112463,ig_d25,crop_resize0.15,0.55,0.7,0.2545,-0.03038,0.77377,1.0494
task_env_weather_112463,ig_d25,crop_resize0.15,0.7,0.85,0.20633,0.03265,0.90972,1.08237
task_env_weather_112463,ig_d25,crop_resize0.15,0.85,1.05,0.19234,0.00597,0.98489,1.05781
task_obj_remove_380621,ig_d25,identity,0.0,0.12,1.0,0.0,0.00964,0.00964
task_obj_remove_380621,ig_d25,identity,0.12,0.25,1.0,0.0,0.36784,0.36784
task_obj_remove_380621,ig_d25,identity,0.25,0.4,1.0,0.0,0.5429,0.5429
task_obj_remove_380621,ig_d25,identity,0.4,0.55,1.0,0.0,0.65949,0.65949
task_obj_remove_380621,ig_d25,identity,0.55,0.7,1.0,0.0,0.7725,0.7725
task_obj_remove_380621,ig_d25,identity,0.7,0.85,1.0,0.0,0.91634,0.91634
task_obj_remove_380621,ig_d25,identity,0.85,1.05,1.0,0.0,1.02065,1.02065
task_obj_remove_380621,ig_d25,jpeg75,0.0,0.12,0.99998,-2e-05,0.00964,0.01052
task_obj_remove_380621,ig_d25,jpeg75,0.12,0.25,0.98249,-0.0005,0.36784,0.38028
task_obj_remove_380621,ig_d25,jpeg75,0.25,0.4,0.96765,-0.0004,0.5429,0.56537
