image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,dct_shield,instruct-pix2pix,turn the color of potted plant to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39093,0.94926,31.859,0.55236,0.03104,0.35608,0.73537,19.577,0.29477,0.18993,0.22548,0.02553,25.9
task_attr_mod_color_136767,dct_shield,instruct-pix2pix,turn the color of astronaut to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36348,0.92837,32.23,0.57656,0.03526,0.42317,0.67757,18.605,0.28274,0.21954,0.21253,0.02446,26.0
task_attr_mod_color_184837,dct_shield,instruct-pix2pix,turn the color of frame to pink,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28495,0.95905,30.919,0.63186,0.02278,0.36135,0.71514,19.165,0.30285,0.21408,0.2104,0.02845,26.0
task_attr_mod_color_32648,dct_shield,instruct-pix2pix,turn the color of potion bottle to orange,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52322,0.89025,34.437,0.30071,0.06518,0.38019,0.66061,13.223,0.77043,0.31357,0.17938,0.01897,26.0
task_attr_mod_color_6205,dct_shield,instruct-pix2pix,turn the color of toolbox to red,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42994,0.93741,32.293,0.54177,0.03929,0.48607,0.60177,12.618,0.36922,0.26271,0.31152,0.02428,26.0
task_env_weather_112463,dct_shield,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51638,0.94447,32.122,0.56936,0.01634,0.3981,0.57564,16.959,0.30257,0.20878,0.2162,0.02477,26.0
task_env_weather_133752,dct_shield,instruct-pix2pix,transform the setting to a rainy day,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49043,0.95804,32.802,0.57776,0.03707,0.43159,0.77192,21.444,0.33609,0.22235,0.17879,0.0229,26.0
task_env_weather_181583,dct_shield,instruct-pix2pix,change the setting to a stormy day,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47114,0.94005,31.882,0.54508,0.01573,0.64384,0.61415,13.6,0.41822,0.36551,0.20638,0.02546,26.1
task_env_weather_246440,dct_shield,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22777,0.95067,29.516,0.63691,0.01245,0.44029,0.46263,15.618,0.15237,0.22725,0.27896,0.03343,25.9
task_env_weather_63722,dct_shield,instruct-pix2pix,change the setting to a snowy landscape,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37884,0.95386,32.631,0.58448,0.02579,0.38452,0.73982,18.685,0.27628,0.20076,0.22353,0.02336,26.0
task_obj_add_13726,dct_shield,instruct-pix2pix,Add subscribe button,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32715,0.93149,31.281,0.57296,0.0252,0.40814,0.63156,18.437,0.22768,0.24234,0.25601,0.02729,26.0
task_obj_add_340466,dct_shield,instruct-pix2pix,Add orange juice,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42356,0.95087,32.602,0.5828,0.04774,0.44725,0.7509,17.531,0.35278,0.26186,0.21305,0.02344,26.1
task_obj_add_40931,dct_shield,instruct-pix2pix,Add the blood on snout,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37789,0.95815,32.072,0.64116,0.03315,0.40657,0.56192,18.078,0.29322,0.25444,0.204,0.02491,26.0
task_obj_add_581286,dct_shield,instruct-pix2pix,Add sauce,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52315,0.93264,33.048,0.48523,0.03821,0.37948,0.80018,18.118,0.53157,0.20864,0.17585,0.02226,26.2
task_obj_add_692065,dct_shield,instruct-pix2pix,Add monk,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31589,0.96486,30.554,0.64123,0.01068,0.30325,0.76439,20.525,0.37724,0.17302,0.22784,0.02967,26.0
task_obj_remove_10197,dct_shield,instruct-pix2pix,Remove gravel path,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31242,0.96145,31.458,0.6098,0.01964,0.48794,0.38746,14.898,0.05824,0.24887,0.20081,0.02674,25.9
task_obj_remove_257910,dct_shield,instruct-pix2pix,Remove bracelet,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45808,0.9174,32.748,0.50727,0.02769,0.50821,0.60327,14.762,0.22746,0.28236,0.23168,0.02304,26.1
task_obj_remove_380621,dct_shield,instruct-pix2pix,Remove iceberg,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44801,0.94599,32.632,0.58819,0.04202,0.45117,0.58854,15.911,0.28739,0.24946,0.18533,0.02336,26.1
task_obj_remove_509477,dct_shield,instruct-pix2pix,Remove the man with glasses,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30957,0.95193,30.416,0.6249,0.01463,0.32499,0.73762,20.449,0.32021,0.16868,0.25711,0.03014,26.0
task_obj_remove_657585,dct_shield,instruct-pix2pix,Remove frisbee,,1.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,25,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5587,0.9319,33.332,0.53555,0.04422,0.72629,0.46878,13.918,0.15606,0.29936,0.28091,0.02155,26.1
