condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size,mask_gated,gate_open_frac
N2,bird_03,0.2,0.20058000087738037,1.09375,3.256336508449336,25.93707847595215,0.8615732789039612,0.8226175308227539,0.2176780104637146,0.8769170641899109,0.20058000087738037,0.09238922595977783,1.00761079788208,0.050483014434576035,0.10709508508443832,2.4657745361328125,11.313708305358887,8.36606502532959,6.807004928588867,32,False,1.0
