image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,0.8,False,0.0,0.06,100,7.5,1.5,20260812,False,0.10601,0.96187,28.169,0.52381,0.0717,0.14363,0.89841,23.075,0.39934,0.08605,0.58177,0.03904,38.1
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,0.8,False,0.0,0.06,100,7.5,1.5,20260812,False,0.10845,0.93977,28.379,0.54011,0.10932,0.24807,0.77907,14.957,0.43929,0.16451,0.53408,0.03811,38.6
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.8,False,0.0,0.06,100,7.5,1.5,20260812,False,0.1908,0.90813,21.58,0.41739,0.0706,0.34788,0.59918,17.639,0.1851,0.15928,0.79359,0.08337,38.7
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,0.8,False,0.0,0.06,100,7.5,1.5,20260812,False,0.27295,0.91949,26.736,0.47451,0.08005,0.28279,0.74582,20.628,0.30697,0.13691,0.43246,0.04605,38.8
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,0.8,False,0.0,0.06,100,7.5,1.5,20260812,False,0.23447,0.93495,31.069,0.52456,0.11881,0.26903,0.86589,26.994,0.35591,0.12507,0.39349,0.02796,38.9
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,0.8,False,0.0,0.06,100,7.5,1.5,20260812,False,0.36623,0.90558,27.405,0.35733,0.10884,0.16897,0.81628,21.99,0.28896,0.19115,0.39959,0.04264,38.6
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.8,False,0.0,0.06,100,7.5,1.5,20260812,False,0.15969,0.93521,28.546,0.50506,0.07469,0.19657,0.80499,22.77,0.35956,0.09961,0.54322,0.03739,39.8
