image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42251,0.93977,20.906,0.35169,0.09617,0.38666,0.65171,17.307,0.30708,0.26333,1.0,0.0901,0.8763,0.83352,True,0.837,184.2
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48791,0.88805,19.916,0.24721,0.17791,0.52868,0.48874,13.986,0.25864,0.3784,1.0,0.10097,0.76999,0.82861,True,0.837,175.0
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5068,0.85088,16.106,0.22146,0.20475,0.59232,0.32138,13.993,0.28649,0.37557,1.0,0.15656,0.85333,0.79556,True,0.837,175.4
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57976,0.91737,23.478,0.15044,0.16008,0.41716,0.64413,13.176,0.78116,0.36081,0.99608,0.06701,0.87355,0.89118,False,0.837,175.3
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41527,0.93416,21.799,0.36392,0.1411,0.5089,0.53461,11.311,0.42265,0.31877,1.0,0.08129,0.87715,0.79111,True,0.837,175.4
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56496,0.89999,19.041,0.28239,0.08418,0.47341,0.47987,16.065,0.30421,0.2564,0.99608,0.11167,0.88237,0.87301,False,0.837,175.4
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55597,0.73681,13.847,0.15527,0.17301,0.55597,0.33746,14.789,0.10026,0.31325,1.0,0.20306,0.9051,0.86907,False,0.837,175.4
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48358,0.92841,20.512,0.27544,0.10761,0.49726,0.56949,16.397,0.2466,0.29704,0.9451,0.09428,0.82053,0.82916,True,0.837,175.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52587,0.88663,20.049,0.27092,0.12372,0.53877,0.34393,15.552,0.24652,0.38366,0.98431,0.09944,0.85538,0.68253,True,0.837,175.4
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49066,0.91535,21.293,0.38158,0.10679,0.74541,0.26452,12.302,0.02431,0.54111,1.0,0.08617,0.54439,0.52817,True,0.837,175.3
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,12.0,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,1000,encoder_target,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56566,0.69252,15.904,0.10466,0.22049,0.28181,0.776,14.401,0.31067,0.33413,1.0,0.16026,0.88443,0.91097,False,0.837,175.1
