image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,loss,gain_ratio,purify_aware,wm_q_attack,wm_block_frac,wm_topk,wm_eps,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,dct_wm,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.27864,0.86055,31.293,0.61492,0.03688,0.24572,0.80066,24.288,0.38279,0.06952,0.22243,0.02725,151.4
task_attr_mod_color_32648,dct_wm,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.43236,0.82091,32.117,0.30133,0.07529,0.34795,0.76618,18.341,0.50284,0.21403,0.19476,0.02478,151.8
task_env_weather_133752,dct_wm,instruct-pix2pix,transform the setting to a rainy day,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.26307,0.92335,30.92,0.61051,0.04371,0.33664,0.84709,24.807,0.33695,0.12493,0.22263,0.02845,152.3
task_env_weather_63722,dct_wm,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.2629,0.87686,31.393,0.63168,0.0388,0.26203,0.84221,24.97,0.37385,0.08063,0.21153,0.02694,152.2
task_obj_add_40931,dct_wm,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.20495,0.93847,31.693,0.68511,0.03913,0.23592,0.83442,24.021,0.40313,0.09868,0.2184,0.02602,155.3
task_obj_remove_10197,dct_wm,instruct-pix2pix,Remove gravel path,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.18039,0.95021,31.002,0.66169,0.0295,0.34289,0.53285,14.359,0.12311,0.19338,0.2411,0.02818,154.2
task_obj_remove_509477,dct_wm,instruct-pix2pix,Remove the man with glasses,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.13146,0.94061,30.469,0.67647,0.01343,0.1514,0.87182,25.148,0.41851,0.05047,0.2691,0.02996,153.8
task_obj_swap_joint_mask_533428,dct_wm,instruct-pix2pix,Replace the samurai armor with red jacket,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.1854,0.90813,30.872,0.67189,0.0277,0.30177,0.71618,17.528,0.30353,0.13795,0.21678,0.0286,155.2
task_obj_swap_rand_mask_417469,dct_wm,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,16,2.0,100,7.5,1.5,20260812,True,0.22901,0.88127,31.31,0.61516,0.02828,0.24667,0.80415,25.431,0.37302,0.09161,0.23082,0.0272,72.3
