condition,radius,n_images,x_key,x,y_key,y
dct_shield,1.0,25,fid_dists,0.05379,edit_lpips,0.65835
dct_shield,2.0,25,fid_dists,0.10747,edit_lpips,0.72106
dct_shield,3.0,25,fid_dists,0.14682,edit_lpips,0.72929
phase,1.0,25,fid_dists,0.04065,edit_lpips,0.25114
phase,1.2,25,fid_dists,0.05018,edit_lpips,0.26326
phase,1.4,25,fid_dists,0.06054,edit_lpips,0.29465
phase,1.6,25,fid_dists,0.07113,edit_lpips,0.31056
