condition,radius,n_images,x_key,x,y_key,y
dct_shield,1.0,25,fid_dists,0.05388,edit_lpips,0.66153
phase,0.8,25,fid_dists,0.03172,edit_lpips,0.19703
phase,1.0,25,fid_dists,0.04072,edit_lpips,0.25028
phase,1.3,25,fid_dists,0.0555,edit_lpips,0.28479
phase,1.6,25,fid_dists,0.07103,edit_lpips,0.31643
phase,2.0,25,fid_dists,0.08892,edit_lpips,0.34708
