image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_attr_mod_color_11699,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,498.0
task_attr_mod_color_11699,none,floor,blur1,0.16048,0.00229,0.0,0.0,,0.8,True,498.0
task_attr_mod_color_11699,none,floor,jpeg75,0.13438,0.00035,0.0,0.0,,0.8,True,498.0
task_attr_mod_color_11699,none,floor,crop_resize0.1,0.52629,0.02373,0.0,0.0,,0.8,True,498.0
task_attr_mod_color_6205,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,498.3
task_attr_mod_color_6205,none,floor,blur1,0.18181,0.06734,0.0,0.0,,0.8,True,498.3
task_attr_mod_color_6205,none,floor,jpeg75,0.07827,0.00072,0.0,0.0,,0.8,True,498.3
task_attr_mod_color_6205,none,floor,crop_resize0.1,0.57492,0.00313,0.0,0.0,,0.8,True,498.3
task_env_weather_246440,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,497.0
task_env_weather_246440,none,floor,blur1,0.27015,0.02298,0.0,0.0,,0.8,True,497.0
task_env_weather_246440,none,floor,jpeg75,0.13558,0.0171,0.0,0.0,,0.8,True,497.0
task_env_weather_246440,none,floor,crop_resize0.1,0.6244,0.01165,0.0,0.0,,0.8,True,497.0
task_obj_add_40931,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,495.9
task_obj_add_40931,none,floor,blur1,0.1733,0.00716,0.0,0.0,,0.8,True,495.9
task_obj_add_40931,none,floor,jpeg75,0.09781,0.00467,0.0,0.0,,0.8,True,495.9
task_obj_add_40931,none,floor,crop_resize0.1,0.56782,0.00681,0.0,0.0,,0.8,True,495.9
task_obj_remove_257910,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,496.2
task_obj_remove_257910,none,floor,blur1,0.23483,0.00177,0.0,0.0,,0.8,True,496.2
task_obj_remove_257910,none,floor,jpeg75,0.21407,0.00865,0.0,0.0,,0.8,True,496.2
task_obj_remove_257910,none,floor,crop_resize0.1,0.56774,0.01102,0.0,0.0,,0.8,True,496.2
