image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_attr_mod_color_184837,phase,native,identity,0.25836,0.01348,0.25836,0.01348,1.0,0.8,True,505.6
task_attr_mod_color_184837,phase,native,blur1,0.25445,0.00865,0.25836,0.01348,0.98488,0.8,True,505.6
task_attr_mod_color_184837,phase,native,jpeg75,0.23013,0.022,0.25836,0.01348,0.89072,0.8,True,505.6
task_attr_mod_color_184837,phase,native,crop_resize0.1,0.65294,0.01585,0.25836,0.01348,2.52726,0.8,True,505.6
task_env_weather_133752,phase,native,identity,0.21105,0.01024,0.21105,0.01024,1.0,0.8,True,510.7
task_env_weather_133752,phase,native,blur1,0.23572,0.02724,0.21105,0.01024,1.11693,0.8,True,510.7
task_env_weather_133752,phase,native,jpeg75,0.17664,0.00364,0.21105,0.01024,0.83696,0.8,True,510.7
task_env_weather_133752,phase,native,crop_resize0.1,0.58086,0.017,0.21105,0.01024,2.75231,0.8,True,510.7
task_obj_add_13726,phase,native,identity,0.37509,0.11866,0.37509,0.11866,1.0,0.8,True,508.5
task_obj_add_13726,phase,native,blur1,0.32639,0.00015,0.37509,0.11866,0.87017,0.8,True,508.5
task_obj_add_13726,phase,native,jpeg75,0.30339,0.04095,0.37509,0.11866,0.80886,0.8,True,508.5
task_obj_add_13726,phase,native,crop_resize0.1,0.60373,0.00068,0.37509,0.11866,1.60956,0.8,True,508.5
task_obj_add_692065,phase,native,identity,0.19346,0.00038,0.19346,0.00038,1.0,0.8,True,509.6
task_obj_add_692065,phase,native,blur1,0.17512,0.00044,0.19346,0.00038,0.90522,0.8,True,509.6
task_obj_add_692065,phase,native,jpeg75,0.16478,0.00033,0.19346,0.00038,0.85176,0.8,True,509.6
task_obj_add_692065,phase,native,crop_resize0.1,0.55586,0.00032,0.19346,0.00038,2.87327,0.8,True,509.6
task_obj_remove_509477,phase,native,identity,0.25652,0.00221,0.25652,0.00221,1.0,0.8,True,507.4
task_obj_remove_509477,phase,native,blur1,0.23955,0.00447,0.25652,0.00221,0.93387,0.8,True,507.4
task_obj_remove_509477,phase,native,jpeg75,0.21325,0.00221,0.25652,0.00221,0.83134,0.8,True,507.4
task_obj_remove_509477,phase,native,crop_resize0.1,0.6531,0.00078,0.25652,0.00221,2.54603,0.8,True,507.4
task_obj_swap_joint_mask_75733,phase,native,identity,0.32351,0.02273,0.32351,0.02273,1.0,0.8,True,510.0
task_obj_swap_joint_mask_75733,phase,native,blur1,0.32753,0.02466,0.32351,0.02273,1.0124,0.8,True,510.0
task_obj_swap_joint_mask_75733,phase,native,jpeg75,0.26757,0.01349,0.32351,0.02273,0.82707,0.8,True,510.0
task_obj_swap_joint_mask_75733,phase,native,crop_resize0.1,0.50941,0.00675,0.32351,0.02273,1.57462,0.8,True,510.0
