image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_attr_mod_color_11699,dct_shield,native,identity,0.48604,0.01261,0.48604,0.01261,1.0,0.8,True,495.1
task_attr_mod_color_11699,dct_shield,native,blur1,0.25082,0.00499,0.48604,0.01261,0.51606,0.8,True,495.1
task_attr_mod_color_11699,dct_shield,native,jpeg75,0.15845,0.00256,0.48604,0.01261,0.326,0.8,True,495.1
task_attr_mod_color_11699,dct_shield,native,crop_resize0.1,0.57912,0.00096,0.48604,0.01261,1.19151,0.8,True,495.1
task_attr_mod_color_6205,dct_shield,native,identity,0.72739,0.01749,0.72739,0.01749,1.0,0.8,True,494.1
task_attr_mod_color_6205,dct_shield,native,blur1,0.28224,0.05707,0.72739,0.01749,0.38802,0.8,True,494.1
task_attr_mod_color_6205,dct_shield,native,jpeg75,0.10879,0.00041,0.72739,0.01749,0.14957,0.8,True,494.1
task_attr_mod_color_6205,dct_shield,native,crop_resize0.1,0.66461,0.00612,0.72739,0.01749,0.91368,0.8,True,494.1
task_env_weather_246440,dct_shield,native,identity,0.47067,0.02656,0.47067,0.02656,1.0,0.8,True,494.2
task_env_weather_246440,dct_shield,native,blur1,0.35324,0.00175,0.47067,0.02656,0.7505,0.8,True,494.2
task_env_weather_246440,dct_shield,native,jpeg75,0.20625,0.01893,0.47067,0.02656,0.4382,0.8,True,494.2
task_env_weather_246440,dct_shield,native,crop_resize0.1,0.6496,0.01283,0.47067,0.02656,1.38015,0.8,True,494.2
task_obj_add_40931,dct_shield,native,identity,0.57182,0.0041,0.57182,0.0041,1.0,0.8,True,494.2
task_obj_add_40931,dct_shield,native,blur1,0.26668,0.00625,0.57182,0.0041,0.46637,0.8,True,494.2
task_obj_add_40931,dct_shield,native,jpeg75,0.15665,0.01564,0.57182,0.0041,0.27395,0.8,True,494.2
task_obj_add_40931,dct_shield,native,crop_resize0.1,0.60688,0.00454,0.57182,0.0041,1.0613,0.8,True,494.2
task_obj_remove_257910,dct_shield,native,identity,0.70594,0.03096,0.70594,0.03096,1.0,0.8,True,494.4
task_obj_remove_257910,dct_shield,native,blur1,0.29212,0.00124,0.70594,0.03096,0.4138,0.8,True,494.4
task_obj_remove_257910,dct_shield,native,jpeg75,0.22872,0.00455,0.70594,0.03096,0.32399,0.8,True,494.4
task_obj_remove_257910,dct_shield,native,crop_resize0.1,0.64166,0.00487,0.70594,0.03096,0.90894,0.8,True,494.4
task_obj_swap_joint_mask_276754,dct_shield,native,identity,0.56422,0.186,0.56422,0.186,1.0,0.8,True,494.1
task_obj_swap_joint_mask_276754,dct_shield,native,blur1,0.16763,0.07815,0.56422,0.186,0.2971,0.8,True,494.1
task_obj_swap_joint_mask_276754,dct_shield,native,jpeg75,0.17317,0.07653,0.56422,0.186,0.30692,0.8,True,494.1
task_obj_swap_joint_mask_276754,dct_shield,native,crop_resize0.1,0.41387,0.16885,0.56422,0.186,0.73352,0.8,True,494.1
task_obj_swap_rand_mask_417469,dct_shield,native,identity,0.76959,0.00781,0.76959,0.00781,1.0,0.8,True,115.4
task_obj_swap_rand_mask_417469,dct_shield,native,blur1,0.24566,0.00673,0.76959,0.00781,0.31921,0.8,True,115.4
task_obj_swap_rand_mask_417469,dct_shield,native,jpeg75,0.13773,0.00144,0.76959,0.00781,0.17897,0.8,True,115.4
task_obj_swap_rand_mask_417469,dct_shield,native,crop_resize0.1,0.64168,0.00274,0.76959,0.00781,0.83379,0.8,True,115.4
