image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_attr_mod_color_136767,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,500.2
task_attr_mod_color_136767,none,floor,blur1,0.13644,0.01776,0.0,0.0,,0.8,True,500.2
task_attr_mod_color_136767,none,floor,jpeg75,0.08085,0.00632,0.0,0.0,,0.8,True,500.2
task_attr_mod_color_136767,none,floor,crop_resize0.1,0.49363,0.00442,0.0,0.0,,0.8,True,500.2
task_env_weather_112463,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,500.3
task_env_weather_112463,none,floor,blur1,0.18359,0.03613,0.0,0.0,,0.8,True,500.3
task_env_weather_112463,none,floor,jpeg75,0.12252,0.02187,0.0,0.0,,0.8,True,500.3
task_env_weather_112463,none,floor,crop_resize0.1,0.5379,0.006,0.0,0.0,,0.8,True,500.3
task_env_weather_63722,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,499.9
task_env_weather_63722,none,floor,blur1,0.20926,0.004,0.0,0.0,,0.8,True,499.9
task_env_weather_63722,none,floor,jpeg75,0.13183,0.00269,0.0,0.0,,0.8,True,499.9
task_env_weather_63722,none,floor,crop_resize0.1,0.50813,0.00347,0.0,0.0,,0.8,True,499.9
task_obj_add_581286,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,498.6
task_obj_add_581286,none,floor,blur1,0.07675,0.00046,0.0,0.0,,0.8,True,498.6
task_obj_add_581286,none,floor,jpeg75,0.08732,0.00049,0.0,0.0,,0.8,True,498.6
task_obj_add_581286,none,floor,crop_resize0.1,0.53569,0.00052,0.0,0.0,,0.8,True,498.6
task_obj_remove_380621,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,498.7
task_obj_remove_380621,none,floor,blur1,0.26909,0.13533,0.0,0.0,,0.8,True,498.7
task_obj_remove_380621,none,floor,jpeg75,0.12295,0.01238,0.0,0.0,,0.8,True,498.7
task_obj_remove_380621,none,floor,crop_resize0.1,0.52265,0.00588,0.0,0.0,,0.8,True,498.7
