image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_attr_mod_color_136767,phase,native,identity,0.19605,0.01031,0.19605,0.01031,1.0,0.8,True,505.7
task_attr_mod_color_136767,phase,native,blur1,0.20658,0.01665,0.19605,0.01031,1.05371,0.8,True,505.7
task_attr_mod_color_136767,phase,native,jpeg75,0.1727,0.00569,0.19605,0.01031,0.88089,0.8,True,505.7
task_attr_mod_color_136767,phase,native,crop_resize0.1,0.51486,0.00133,0.19605,0.01031,2.62616,0.8,True,505.7
task_env_weather_112463,phase,native,identity,0.2589,0.02658,0.2589,0.02658,1.0,0.8,True,510.8
task_env_weather_112463,phase,native,blur1,0.27109,0.02684,0.2589,0.02658,1.04709,0.8,True,510.8
task_env_weather_112463,phase,native,jpeg75,0.26978,0.02368,0.2589,0.02658,1.04204,0.8,True,510.8
task_env_weather_112463,phase,native,crop_resize0.1,0.55552,0.00732,0.2589,0.02658,2.14571,0.8,True,510.8
task_env_weather_63722,phase,native,identity,0.20674,0.00178,0.20674,0.00178,1.0,0.8,True,508.7
task_env_weather_63722,phase,native,blur1,0.25391,0.00564,0.20674,0.00178,1.22816,0.8,True,508.7
task_env_weather_63722,phase,native,jpeg75,0.21539,0.00209,0.20674,0.00178,1.04186,0.8,True,508.7
task_env_weather_63722,phase,native,crop_resize0.1,0.52942,0.00472,0.20674,0.00178,2.56082,0.8,True,508.7
task_obj_add_581286,phase,native,identity,0.13876,0.00145,0.13876,0.00145,1.0,0.8,True,509.8
task_obj_add_581286,phase,native,blur1,0.13034,0.00037,0.13876,0.00145,0.93936,0.8,True,509.8
task_obj_add_581286,phase,native,jpeg75,0.1425,0.00061,0.13876,0.00145,1.02699,0.8,True,509.8
task_obj_add_581286,phase,native,crop_resize0.1,0.55011,0.0001,0.13876,0.00145,3.96453,0.8,True,509.8
task_obj_remove_380621,phase,native,identity,0.41889,0.05033,0.41889,0.05033,1.0,0.8,True,507.4
task_obj_remove_380621,phase,native,blur1,0.35916,0.08056,0.41889,0.05033,0.8574,0.8,True,507.4
task_obj_remove_380621,phase,native,jpeg75,0.29191,0.0927,0.41889,0.05033,0.69688,0.8,True,507.4
task_obj_remove_380621,phase,native,crop_resize0.1,0.59553,0.03018,0.41889,0.05033,1.42169,0.8,True,507.4
task_obj_swap_joint_mask_533428,phase,native,identity,0.34081,0.03459,0.34081,0.03459,1.0,0.8,True,510.4
task_obj_swap_joint_mask_533428,phase,native,blur1,0.3394,0.05455,0.34081,0.03459,0.99589,0.8,True,510.4
task_obj_swap_joint_mask_533428,phase,native,jpeg75,0.35383,0.01701,0.34081,0.03459,1.03823,0.8,True,510.4
task_obj_swap_joint_mask_533428,phase,native,crop_resize0.1,0.59817,0.00883,0.34081,0.03459,1.75515,0.8,True,510.4
