image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
task_attr_mod_color_32648,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,498.0
task_attr_mod_color_32648,none,floor,blur1,0.11289,0.01691,0.0,0.0,,0.8,True,498.0
task_attr_mod_color_32648,none,floor,jpeg75,0.09991,0.01239,0.0,0.0,,0.8,True,498.0
task_attr_mod_color_32648,none,floor,crop_resize0.1,0.34258,0.00385,0.0,0.0,,0.8,True,498.0
task_env_weather_181583,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,498.4
task_env_weather_181583,none,floor,blur1,0.14472,0.05617,0.0,0.0,,0.8,True,498.4
task_env_weather_181583,none,floor,jpeg75,0.22715,0.27823,0.0,0.0,,0.8,True,498.4
task_env_weather_181583,none,floor,crop_resize0.1,0.62754,0.0937,0.0,0.0,,0.8,True,498.4
task_obj_add_340466,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,497.0
task_obj_add_340466,none,floor,blur1,0.17513,0.01132,0.0,0.0,,0.8,True,497.0
task_obj_add_340466,none,floor,jpeg75,0.11269,0.02977,0.0,0.0,,0.8,True,497.0
task_obj_add_340466,none,floor,crop_resize0.1,0.59418,0.01629,0.0,0.0,,0.8,True,497.0
task_obj_remove_10197,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,495.9
task_obj_remove_10197,none,floor,blur1,0.42172,0.18307,0.0,0.0,,0.8,True,495.9
task_obj_remove_10197,none,floor,jpeg75,0.13624,0.02148,0.0,0.0,,0.8,True,495.9
task_obj_remove_10197,none,floor,crop_resize0.1,0.59354,0.13812,0.0,0.0,,0.8,True,495.9
task_obj_remove_657585,none,floor,identity,0.0,0.0,0.0,0.0,,0.8,True,496.2
task_obj_remove_657585,none,floor,blur1,0.19994,0.03438,0.0,0.0,,0.8,True,496.2
task_obj_remove_657585,none,floor,jpeg75,0.13424,0.03336,0.0,0.0,,0.8,True,496.2
task_obj_remove_657585,none,floor,crop_resize0.1,0.5651,0.02982,0.0,0.0,,0.8,True,496.2
