image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase_rand,instruct-pix2pix,turn the color of potted plant to pink,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.03633,0.99144,35.423,0.74265,0.0209,0.04996,0.97505,28.909,0.61659,0.01974,0.24822,0.01694,72.8
task_attr_mod_color_136767,phase_rand,instruct-pix2pix,turn the color of astronaut to pink,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.05685,0.9837,34.999,0.69709,0.03839,0.0795,0.95888,29.134,0.56007,0.05002,0.23129,0.01778,73.2
task_attr_mod_color_184837,phase_rand,instruct-pix2pix,turn the color of frame to pink,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.0504,0.97986,30.59,0.6245,0.04265,0.07512,0.93738,25.172,0.48053,0.05315,0.24732,0.02955,73.0
task_attr_mod_color_32648,phase_rand,instruct-pix2pix,turn the color of potion bottle to orange,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.0195,0.99732,45.772,0.86372,0.01535,0.03007,0.9905,37.637,0.80062,0.02683,0.13994,0.00514,73.3
task_attr_mod_color_6205,phase_rand,instruct-pix2pix,turn the color of toolbox to red,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.0392,0.98867,37.488,0.77449,0.03799,0.04753,0.97576,33.14,0.68059,0.02358,0.23566,0.01335,73.6
task_env_weather_112463,phase_rand,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.02814,0.98913,37.882,0.77477,0.01166,0.09742,0.93115,26.579,0.56077,0.04782,0.17105,0.01276,73.9
task_env_weather_133752,phase_rand,instruct-pix2pix,transform the setting to a rainy day,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.01169,0.99389,39.782,0.82317,0.00941,0.03963,0.9757,33.293,0.638,0.0129,0.15166,0.01025,73.3
task_env_weather_181583,phase_rand,instruct-pix2pix,change the setting to a stormy day,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.02173,0.9876,38.991,0.78087,0.01473,0.05684,0.96536,34.53,0.69473,0.02369,0.1699,0.01123,73.7
task_env_weather_246440,phase_rand,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.03188,0.98093,28.936,0.63502,0.02423,0.12959,0.88206,23.251,0.4107,0.06045,0.32171,0.03574,73.6
task_env_weather_63722,phase_rand,instruct-pix2pix,change the setting to a snowy landscape,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.04417,0.98787,33.26,0.67474,0.05053,0.06871,0.96347,27.039,0.49257,0.04741,0.23468,0.02173,73.6
task_obj_add_13726,phase_rand,instruct-pix2pix,Add subscribe button,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.03516,0.98337,34.062,0.66194,0.03604,0.0793,0.9209,25.945,0.42997,0.0388,0.20894,0.01981,73.1
task_obj_add_340466,phase_rand,instruct-pix2pix,Add orange juice,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.04595,0.98947,36.229,0.74873,0.04419,0.11641,0.9023,18.384,0.52775,0.08478,0.21139,0.01544,73.3
task_obj_add_40931,phase_rand,instruct-pix2pix,Add the blood on snout,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.0582,0.97655,33.02,0.66642,0.02891,0.10225,0.93164,26.712,0.46597,0.03041,0.22483,0.02233,73.5
task_obj_add_581286,phase_rand,instruct-pix2pix,Add sauce,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.01459,0.99443,42.909,0.87728,0.01064,0.03099,0.98289,37.557,0.76482,0.01415,0.14741,0.00715,73.5
task_obj_add_692065,phase_rand,instruct-pix2pix,Add monk,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.0202,0.99068,34.986,0.7937,0.01824,0.04002,0.96857,28.902,0.68346,0.02069,0.21146,0.01781,73.2
task_obj_remove_10197,phase_rand,instruct-pix2pix,Remove gravel path,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.03265,0.9856,33.036,0.72017,0.01661,0.10833,0.87682,23.844,0.34563,0.04175,0.23571,0.02229,73.5
task_obj_remove_257910,phase_rand,instruct-pix2pix,Remove bracelet,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.02112,0.99286,40.62,0.83417,0.01667,0.04907,0.97464,33.507,0.63592,0.02049,0.15181,0.00931,73.9
task_obj_remove_380621,phase_rand,instruct-pix2pix,Remove iceberg,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.03295,0.98912,35.881,0.77802,0.02804,0.06944,0.94028,25.527,0.5541,0.035,0.26776,0.01607,73.6
task_obj_remove_509477,phase_rand,instruct-pix2pix,Remove the man with glasses,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.03632,0.98222,33.167,0.67754,0.028,0.06663,0.94081,26.675,0.50603,0.0287,0.21263,0.02196,73.1
task_obj_remove_657585,phase_rand,instruct-pix2pix,Remove frisbee,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.0176,0.99531,44.182,0.90221,0.0142,0.14212,0.89604,23.345,0.71631,0.09753,0.09522,0.00618,73.8
task_obj_swap_joint_mask_276754,phase_rand,instruct-pix2pix,Replace the satellite dish with rocket,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.06105,0.97471,33.372,0.57887,0.03153,0.04537,0.96956,28.68,0.472,0.09099,0.22816,0.02145,73.5
task_obj_swap_joint_mask_533428,phase_rand,instruct-pix2pix,Replace the samurai armor with red jacket,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.04157,0.97861,32.379,0.65714,0.03246,0.11699,0.89653,23.543,0.50787,0.0669,0.26882,0.02405,73.5
task_obj_swap_joint_mask_75733,phase_rand,instruct-pix2pix,Replace the snowy landscape with sea,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.03004,0.98937,40.032,0.76897,0.0349,0.07579,0.94781,30.386,0.50334,0.05602,0.16077,0.00996,73.2
task_obj_swap_rand_mask_298147,phase_rand,instruct-pix2pix,Replace the wizard's robe with red shirt,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.09011,0.97006,33.056,0.63333,0.04017,0.12748,0.89882,24.074,0.38806,0.04393,0.3059,0.02224,73.5
task_obj_swap_rand_mask_417469,phase_rand,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.7,False,0.0,100,7.5,1.5,20260812,False,0.04866,0.9814,34.644,0.69507,0.01986,0.06977,0.93808,27.252,0.53653,0.02874,0.21479,0.01853,73.4
