image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_add_13726,phase_gain,instruct-pix2pix,Add subscribe button,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.28457,0.90492,25.872,0.4289,0.09453,0.48899,0.56996,16.807,0.20746,0.2918,0.61586,0.05086,36.5
task_obj_add_340466,phase_gain,instruct-pix2pix,Add orange juice,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.16117,0.9577,29.269,0.5868,0.08226,0.27117,0.81001,17.472,0.43111,0.17864,0.44047,0.0344,36.5
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.40602,0.90564,25.835,0.43728,0.08706,0.38407,0.5368,17.127,0.26525,0.27428,0.51123,0.05108,36.5
task_obj_add_581286,phase_gain,instruct-pix2pix,Add sauce,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.16841,0.9661,34.953,0.68277,0.05344,0.18029,0.87267,26.294,0.58888,0.1312,0.4179,0.01788,36.5
task_obj_add_692065,phase_gain,instruct-pix2pix,Add monk,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.19364,0.92836,26.315,0.59557,0.07176,0.25446,0.81723,22.433,0.41458,0.09831,0.52468,0.04833,36.5
task_obj_remove_10197,phase_gain,instruct-pix2pix,Remove gravel path,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.31002,0.90543,24.463,0.49892,0.06994,0.42479,0.4119,13.613,0.07146,0.25069,0.70588,0.05982,36.4
task_obj_remove_257910,phase_gain,instruct-pix2pix,Remove bracelet,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.26538,0.96561,32.831,0.63683,0.05192,0.25921,0.84039,23.651,0.41909,0.1219,0.33375,0.02283,36.6
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.2912,0.93734,27.579,0.56458,0.08047,0.53288,0.57423,13.199,0.21064,0.28484,0.70751,0.04179,36.5
task_obj_remove_509477,phase_gain,instruct-pix2pix,Remove the man with glasses,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.31305,0.89798,24.935,0.42257,0.08572,0.31719,0.69508,20.091,0.28912,0.15209,0.73382,0.05666,36.5
task_obj_remove_657585,phase_gain,instruct-pix2pix,Remove frisbee,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.16172,0.97714,36.691,0.76232,0.04998,0.28954,0.80258,20.505,0.67023,0.19028,0.24594,0.01464,36.6
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.44327,0.83729,25.231,0.25817,0.12553,0.2131,0.78456,19.362,0.24088,0.23052,0.60251,0.05476,36.4
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.33418,0.89751,24.323,0.42858,0.10127,0.3835,0.57766,16.365,0.19963,0.19543,0.73867,0.06079,36.5
task_obj_swap_joint_mask_75733,phase_gain,instruct-pix2pix,Replace the snowy landscape with sea,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.31116,0.94188,32.44,0.49019,0.09502,0.40257,0.71642,15.788,0.30096,0.26879,0.34336,0.02388,36.5
task_obj_swap_rand_mask_298147,phase_gain,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.39269,0.86186,25.129,0.35882,0.12634,0.6714,0.36182,15.013,0.19271,0.34067,0.85817,0.05541,36.5
task_obj_swap_rand_mask_417469,phase_gain,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.5,False,0.0,0.12,0,32,encoder_target,0.25,none,100,7.5,1.5,20260812,False,0.26074,0.91996,26.944,0.4674,0.05796,0.33147,0.69411,19.797,0.32836,0.17418,0.64228,0.04496,36.5
