image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28273,0.85135,20.834,0.30912,0.15008,0.35867,0.64645,17.732,0.26944,0.27512,1.0,0.09084,36.8
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39882,0.76445,19.287,0.21263,0.21339,0.47861,0.55123,16.542,0.18979,0.34059,1.0,0.10856,36.9
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40635,0.69685,16.969,0.22451,0.23079,0.48778,0.38679,14.73,0.24164,0.32348,0.98824,0.14175,37.0
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41636,0.91217,27.378,0.184,0.17842,0.35203,0.68992,16.281,0.54447,0.2541,0.99608,0.04277,36.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30373,0.85421,23.874,0.34004,0.18262,0.52515,0.47303,9.896,0.33668,0.34206,0.92549,0.06401,36.9
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45688,0.82511,21.651,0.33571,0.12943,0.45435,0.51404,16.449,0.25566,0.2377,0.99608,0.08269,37.0
task_env_weather_133752,phase_gain,instruct-pix2pix,transform the setting to a rainy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41338,0.86357,25.159,0.34696,0.13336,0.57168,0.6123,16.484,0.31647,0.34722,1.0,0.05521,36.9
task_env_weather_181583,phase_gain,instruct-pix2pix,change the setting to a stormy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4491,0.79412,22.85,0.31785,0.1792,0.67369,0.55976,14.021,0.37309,0.39672,0.98431,0.07202,37.0
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46285,0.64057,14.832,0.19745,0.20425,0.50721,0.36868,15.474,0.11046,0.26996,1.0,0.1813,36.9
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34527,0.79893,19.986,0.26668,0.1765,0.38485,0.62849,17.823,0.18471,0.25806,0.87843,0.10016,36.9
task_obj_add_13726,phase_gain,instruct-pix2pix,Add subscribe button,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46825,0.73644,18.512,0.21566,0.20349,0.62238,0.43726,15.278,0.18119,0.4437,1.0,0.11869,36.9
task_obj_add_340466,phase_gain,instruct-pix2pix,Add orange juice,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.29992,0.86807,22.301,0.37452,0.18003,0.41616,0.69748,16.653,0.32973,0.28053,0.97647,0.07672,37.0
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54833,0.67647,18.491,0.19123,0.24127,0.56606,0.33791,15.113,0.16288,0.41489,0.99216,0.11897,37.0
task_obj_add_581286,phase_gain,instruct-pix2pix,Add sauce,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3621,0.89296,27.122,0.40845,0.13913,0.55452,0.4436,12.959,0.17962,0.33421,0.93754,0.04405,37.0
task_obj_add_692065,phase_gain,instruct-pix2pix,Add monk,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35258,0.79048,20.975,0.39023,0.16924,0.36895,0.48642,17.297,0.34163,0.3001,0.98824,0.08938,37.0
task_obj_remove_10197,phase_gain,instruct-pix2pix,Remove gravel path,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43476,0.74361,18.436,0.30043,0.20161,0.46748,0.31758,13.282,0.04568,0.27623,1.0,0.11973,36.8
task_obj_remove_257910,phase_gain,instruct-pix2pix,Remove bracelet,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44695,0.88473,24.587,0.34794,0.1431,0.43138,0.72878,19.65,0.30944,0.24501,0.96726,0.05898,37.0
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,2.2,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44975,0.80612,21.223,0.35154,0.16655,0.64473,0.34488,13.217,0.06744,0.37594,1.0,0.08686,36.9
