condition,image_id,tau_target,tau_achieved,scale_k,budget_metric,budget_relative,budget_floor,budget_target_abs,budget_achieved_abs,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
apa_pj,horse_00,0.04,0.03800541162490845,1.0,dists,True,0.039303,0.07930264711380006,0.0773080587387085,4.3303895966761266,26.9832820892334,0.6072579622268677,0.8101446032524109,0.2680300176143646,0.9246134161949158,0.11001725494861603,0.0773080587387085,1.0304896831512451,0.04475429654121399,0.13644790649414062
