phase,step,loss,feasible,psnr,linf,ssim,vif_p,fsim,lpips,dists,acutance_ratio,rms,frac_gt_16_255
A1,0,0.14246605336666107,True,26.87860870361328,0.6278687715530396,0.8047751188278198,0.28370699286460876,0.9330458641052246,0.12831369042396545,0.049463748931884766,0.9935279488563538,0.04529690742492676,0.13683447241783142
A1,10,0.11294503509998322,True,26.938779830932617,0.5831182599067688,0.8051969408988953,0.27552011609077454,0.9295692443847656,0.09953157603740692,0.0485759973526001,1.0003902912139893,0.04498419910669327,0.13567352294921875
A1,20,0.10790455341339111,True,27.04209327697754,0.6008281707763672,0.8099735975265503,0.28028249740600586,0.9304748177528381,0.09480807185173035,0.04574298858642578,0.9834654331207275,0.044452302157878876,0.1331634521484375
A1,30,0.11955736577510834,False,27.14647674560547,0.6709487438201904,0.8121222853660583,0.2841815948486328,0.931648850440979,0.09428052604198456,0.046759963035583496,0.9376233816146851,0.04392128437757492,0.13062667846679688
A1,40,0.10412897169589996,True,27.061840057373047,0.599736750125885,0.8116772174835205,0.282101035118103,0.930943489074707,0.09113633632659912,0.045502305030822754,1.0150203704833984,0.04435136541724205,0.13243357837200165
A1,50,0.1015699952840805,True,27.082746505737305,0.5998881459236145,0.812840461730957,0.28321537375450134,0.9310850501060486,0.08862040936946869,0.04387307167053223,1.0211573839187622,0.04424474015831947,0.1320851743221283
A1,60,0.09975583851337433,True,27.133150100708008,0.6034584045410156,0.8142985105514526,0.2851881682872772,0.9316120147705078,0.0868939608335495,0.044055044651031494,1.0084713697433472,0.043988730758428574,0.1306559294462204
A1,70,0.09842851012945175,True,27.180612564086914,0.6031241416931152,0.8154668807983398,0.286956787109375,0.9322443604469299,0.08564716577529907,0.04392516613006592,0.9915387034416199,0.04374902695417404,0.12957637012004852
A1,80,0.09742772579193115,True,27.223373413085938,0.6026018857955933,0.8162646293640137,0.28845712542533875,0.9327263236045837,0.08471327275037766,0.0433199405670166,0.9748556613922119,0.043534163385629654,0.12875747680664062
A1,90,0.09663158655166626,True,27.260841369628906,0.6013169884681702,0.8171293139457703,0.2897101938724518,0.9330649971961975,0.08397506177425385,0.04248607158660889,0.9598622918128967,0.04334676265716553,0.1277516782283783
