image,attack,content,prompt,tau_lpips,steps,steps_done,stop_reason,defense_mode,rank,warp_resample,warp_max_disp,strength,guidance_scale,attack_seconds,peak_mb,pert_psnr,pert_linf,pert_ssim,pert_vif_p,pert_fsim,pert_lpips,pert_dists,pert_acutance_ratio,pert_rms,pert_frac_gt_16_255,eval_seed,edit_psnr,edit_linf,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,edit_dists,edit_acutance_ratio,edit_rms,edit_frac_gt_16_255,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -8.41e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,66.5,10271.3,24.15696907043457,0.3974834978580475,0.5438237190246582,0.13790211081504822,0.8891537189483643,0.33465272188186646,0.16472786664962769,1.0219311714172363,0.06196565926074982,0.28050994873046875,20270803,24.210969924926758,0.7166708707809448,0.6325610876083374,0.11722864210605621,0.8621076941490173,0.531670331954956,0.19746005535125732,1.5315200090408325,0.06158159673213959,0.19470342993736267,5.665775750020026,8.236509003298174,0.2467244565486908,0.06834092736244202,0.23642542958259583,0.0687587708234787
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -8.41e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,66.5,10271.3,24.15696907043457,0.3974834978580475,0.5438237190246582,0.13790211081504822,0.8891537189483643,0.33465272188186646,0.16472786664962769,1.0219311714172363,0.06196565926074982,0.28050994873046875,20270804,24.164119720458984,0.7153034210205078,0.6167224049568176,0.11030203104019165,0.8648188710212708,0.5537535548210144,0.21390020847320557,1.2143867015838623,0.06191466376185417,0.20813116431236267,5.684076615362769,8.690435224781465,0.24088336527347565,0.06994867324829102,0.24298876523971558,0.06664251536130905
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -8.41e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,66.5,10271.3,24.15696907043457,0.3974834978580475,0.5438237190246582,0.13790211081504822,0.8891537189483643,0.33465272188186646,0.16472786664962769,1.0219311714172363,0.06196565926074982,0.28050994873046875,20270805,24.987829208374023,0.6342856884002686,0.6380851864814758,0.11138922721147537,0.865011990070343,0.5346183180809021,0.22199803590774536,1.0948623418807983,0.05631290003657341,0.18811163306236267,6.020443401489007,8.635311914056626,0.2232872098684311,0.06870217621326447,0.23481306433677673,0.06531079113483429
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -8.41e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,66.5,10271.3,24.15696907043457,0.3974834978580475,0.5438237190246582,0.13790211081504822,0.8891537189483643,0.33465272188186646,0.16472786664962769,1.0219311714172363,0.06196565926074982,0.28050994873046875,20270806,24.041778564453125,0.8320363759994507,0.6041625142097473,0.10794252902269363,0.8618242144584656,0.5472704172134399,0.2019755244255066,1.4548394680023193,0.06279288977384567,0.21390533447265625,5.613098267240979,8.84621113037961,0.23116925358772278,0.06174241006374359,0.24007505178451538,0.06042144447565079
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -8.41e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,66.5,10271.3,24.15696907043457,0.3974834978580475,0.5438237190246582,0.13790211081504822,0.8891537189483643,0.33465272188186646,0.16472786664962769,1.0219311714172363,0.06196565926074982,0.28050994873046875,20270807,24.4314022064209,0.697770357131958,0.5899903178215027,0.10366571694612503,0.8610291481018066,0.5721919536590576,0.24227750301361084,1.3302922248840332,0.06003842130303383,0.21705755591392517,5.80546053972181,9.359245487400287,0.23243793845176697,0.06758779287338257,0.2359599471092224,0.056798722594976425
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -8.41e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,66.5,10271.3,24.15696907043457,0.3974834978580475,0.5438237190246582,0.13790211081504822,0.8891537189483643,0.33465272188186646,0.16472786664962769,1.0219311714172363,0.06196565926074982,0.28050994873046875,20270808,25.168210983276367,0.6471678614616394,0.6634110808372498,0.12833254039287567,0.875824511051178,0.5402730703353882,0.21930599212646484,0.9229061007499695,0.055155493319034576,0.19112524390220642,6.290004721723683,8.910127191641347,0.2371000051498413,0.06353681534528732,0.25019633769989014,0.049750879406929016
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -8.41e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,66.5,10271.3,24.15696907043457,0.3974834978580475,0.5438237190246582,0.13790211081504822,0.8891537189483643,0.33465272188186646,0.16472786664962769,1.0219311714172363,0.06196565926074982,0.28050994873046875,20270809,24.93096351623535,0.6615318655967712,0.6363670825958252,0.11913911253213882,0.8729672431945801,0.5501285791397095,0.22249221801757812,0.9153615832328796,0.056682784110307693,0.1885630339384079,6.91193081776182,9.1496262915187,0.23150789737701416,0.05303173139691353,0.23439225554466248,0.06736120581626892
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -8.41e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,66.5,10271.3,24.15696907043457,0.3974834978580475,0.5438237190246582,0.13790211081504822,0.8891537189483643,0.33465272188186646,0.16472786664962769,1.0219311714172363,0.06196565926074982,0.28050994873046875,20270810,24.71205711364746,0.6889560222625732,0.6072015762329102,0.11086764186620712,0.8716868758201599,0.5552672147750854,0.20923751592636108,1.2247511148452759,0.05812949687242508,0.19921493530273438,5.939007822885674,9.309828987712748,0.22759045660495758,0.07181165367364883,0.2305527627468109,0.06273110210895538
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -8.41e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,66.5,10271.3,24.15696907043457,0.3974834978580475,0.5438237190246582,0.13790211081504822,0.8891537189483643,0.33465272188186646,0.16472786664962769,1.0219311714172363,0.06196565926074982,0.28050994873046875,20270811,24.335012435913086,0.8911540508270264,0.6301490664482117,0.1176481544971466,0.8717094659805298,0.5282440185546875,0.18793624639511108,1.035935640335083,0.06070840731263161,0.20550410449504852,5.979798759796324,9.067508854939623,0.18461103737354279,0.0035540242679417133,0.23309862613677979,0.059626199305057526
man_00,PF,man,a woman,0.1,150,32,約束已啟動且 edit_shift 在最近 20 步的每步改善 -8.41e-04 低於 1.0e-04,untargeted,32,bicubic,1.5,0.3,7.5,66.5,10271.3,24.15696907043457,0.3974834978580475,0.5438237190246582,0.13790211081504822,0.8891537189483643,0.33465272188186646,0.16472786664962769,1.0219311714172363,0.06196565926074982,0.28050994873046875,20270812,24.534103393554688,0.6580204963684082,0.6394219994544983,0.11811874806880951,0.8662782907485962,0.5550022125244141,0.22064733505249023,1.1536601781845093,0.0593327097594738,0.20044073462486267,6.37235318916424,9.350921453468233,0.19392447173595428,0.007189303636550903,0.2421550154685974,0.061436817049980164
