image,attack,n_seeds,edit_psnr,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,pert_linf,pert_lpips,steps_done,seconds,peak_mb
man_00,PF,20,24.528254985809326,0.6221773356199265,0.1159734796732664,0.8680416733026505,0.5435704559087753,0.3974834978580475,0.33465272188186646,32,66.5,10271.3
man_00,S,20,32.84554576873779,0.9677463501691819,0.5907580897212028,0.966941037774086,0.07358190529048443,0.5451804399490356,0.043621957302093506,84,172.2,11630.1
man_01,PF,20,19.77436285018921,0.6384623527526856,0.1743540048599243,0.8550157874822617,0.3858890235424042,0.3375489413738251,0.18237224221229553,42,86.2,11633.8
man_01,S,20,22.671862030029295,0.8555728375911713,0.3149149626493454,0.9142534047365188,0.15262569338083268,0.8375908732414246,0.08593778312206268,150,308.0,11628.8
man_02,PF,20,16.84528160095215,0.5827193975448608,0.12916252315044402,0.84662144780159,0.3820710390806198,0.42409008741378784,0.19827814400196075,48,98.9,11633.8
man_02,S,20,20.117214298248292,0.8928830116987229,0.36595751643180846,0.9437864601612092,0.08299534879624844,0.7333467602729797,0.017462654039263725,42,86.4,11629.6
