image,condition,prompt_index,prompt,block,r_min,quantile,target_image,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
bird_00,phase,0,a butterfly,32,0.12,0.5,data/targets/gray.png,human,human,0.01649,False,1.3,52.4,0.102,0.9815,0.0165,34.3584,0.9964,5.5026,0.72,0.5501,0.2715,0.3012,-0.0297,0.106,0.0875,0.0185,0.00753,0.3902
bird_01,phase,0,a butterfly,32,0.12,0.5,data/targets/gray.png,human,human,0.03483,False,1.3,26.4,0.1778,0.9636,0.0348,31.7468,0.9972,5.0214,0.726,0.5449,0.2765,0.3023,-0.0258,0.1118,0.1072,0.0046,0.01062,0.5692
bird_02,phase,0,a butterfly,32,0.12,0.5,data/targets/gray.png,human,human,0.01531,False,1.3,26.6,0.267,0.9728,0.0153,35.5538,0.9985,4.4257,0.612,0.495,0.2817,0.2993,-0.0176,0.109,0.1135,-0.0044,0.00826,0.6916
bird_03,phase,0,a butterfly,32,0.12,0.5,data/targets/gray.png,human,human,0.00912,False,1.3,26.8,0.1154,0.9803,0.0091,36.9283,0.9988,5.5796,0.7221,0.4708,0.2725,0.297,-0.0244,0.1038,0.107,-0.0032,0.0057,0.4617
cat_00,phase,0,a dog,32,0.12,0.5,data/targets/gray.png,human,human,0.01874,False,1.3,26.8,0.1548,0.9509,0.0187,25.2318,0.9977,4.8934,0.74,0.5442,0.2452,0.2584,-0.0132,0.0621,0.0777,-0.0155,0.02149,0.5538
cat_01,phase,0,a dog,32,0.12,0.5,data/targets/gray.png,human,human,0.01366,False,1.3,27.0,0.0855,0.9847,0.0137,36.131,0.9983,5.4014,0.7013,0.2013,0.2601,0.2546,0.0055,0.0917,0.0887,0.003,0.00595,0.4877
cat_02,phase,0,a dog,32,0.12,0.5,data/targets/gray.png,human,human,0.01559,False,1.3,26.9,0.2003,0.9735,0.0156,33.7168,0.9974,4.6303,0.6697,0.429,0.2521,0.25,0.0021,0.0912,0.0926,-0.0014,0.00918,0.5549
cat_03,phase,0,a dog,32,0.12,0.5,data/targets/gray.png,human,human,0.02468,False,1.3,26.9,0.1742,0.943,0.0247,25.4845,0.9984,5.0661,0.6832,0.4218,0.2622,0.2595,0.0027,0.0853,0.0768,0.0085,0.02581,0.6238
dog_00,phase,0,a cat,32,0.12,0.5,data/targets/gray.png,human,human,0.01502,False,1.3,27.0,0.1742,0.9713,0.015,34.309,0.9973,4.6734,0.6937,0.4684,0.2675,0.2903,-0.0228,0.0695,0.0892,-0.0196,0.00841,0.5002
dog_01,phase,0,a cat,32,0.12,0.5,data/targets/gray.png,human,human,0.01217,False,1.3,27.0,0.105,0.982,0.0122,36.7877,0.9981,5.6403,0.6435,0.1748,0.2742,0.2729,0.0013,0.0908,0.0917,-0.001,0.00719,0.4066
dog_02,phase,0,a cat,32,0.12,0.5,data/targets/gray.png,human,human,0.01518,False,1.3,26.9,0.1018,0.9568,0.0152,27.0624,0.9988,5.1052,0.6975,0.27,0.2628,0.2654,-0.0027,0.0796,0.0809,-0.0013,0.01889,0.6177
dog_03,phase,0,a cat,32,0.12,0.5,data/targets/gray.png,human,human,0.01476,False,1.3,27.0,0.1353,0.9707,0.0148,32.0645,0.9986,5.2189,0.6664,0.4973,0.2573,0.2811,-0.0238,0.0807,0.092,-0.0113,0.0093,0.4764
horse_00,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,human,human,0.0258,False,1.3,26.9,0.1764,0.9659,0.0258,34.381,0.9954,5.9827,0.6807,0.3561,0.306,0.3245,-0.0185,0.119,0.1159,0.0031,0.008,0.4655
horse_01,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,human,human,0.03166,False,1.3,26.9,0.2272,0.9419,0.0317,26.4519,0.9973,4.8566,0.6873,0.4565,0.323,0.3157,0.0072,0.1175,0.116,0.0015,0.01972,0.6331
horse_02,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,human,human,0.02693,False,1.3,26.9,0.2124,0.943,0.0269,28.1928,0.9974,6.0343,0.7084,0.4409,0.3079,0.3001,0.0078,0.1074,0.0871,0.0203,0.02205,0.5906
horse_03,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,human,human,0.02045,False,1.3,27.0,0.1665,0.9676,0.0205,32.3221,0.9994,5.1645,0.7129,0.3723,0.3151,0.2982,0.0168,0.1182,0.1276,-0.0093,0.00984,0.4573
man_00,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,human,human,0.00902,False,1.3,27.0,0.0403,0.9941,0.009,41.6417,0.9989,4.5966,0.6704,0.2891,0.2819,0.2954,-0.0135,0.1079,0.1217,-0.0138,0.0028,0.279
man_01,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,human,human,0.02978,False,1.3,27.0,0.1659,0.955,0.0298,27.1198,0.9905,5.0288,0.6634,0.3494,0.2814,0.2737,0.0077,0.1091,0.1169,-0.0078,0.02411,0.5691
man_02,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,human,human,0.02023,False,1.3,26.9,0.0998,0.96,0.0202,25.1347,0.9973,5.1769,0.6583,0.2506,0.2748,0.2804,-0.0056,0.1256,0.1231,0.0025,0.01793,0.468
man_03,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,human,human,0.02311,False,1.3,26.9,0.2779,0.9325,0.0231,27.5146,0.9976,5.6707,0.6959,0.4903,0.2729,0.2797,-0.0068,0.101,0.1015,-0.0005,0.01853,0.6829
woman_00,phase,0,a man,32,0.12,0.5,data/targets/gray.png,human,human,0.02391,False,1.3,27.0,0.1147,0.9723,0.0239,31.6429,0.9981,4.811,0.5024,0.3802,0.237,0.2271,0.0099,0.0488,0.0632,-0.0143,0.01277,0.4544
woman_01,phase,0,a man,32,0.12,0.5,data/targets/gray.png,human,human,0.01243,False,1.3,27.0,0.0605,0.9921,0.0124,42.5152,0.9995,3.4847,0.321,0.1609,0.208,0.2061,0.0019,0.0388,0.0489,-0.0101,0.00235,0.3817
woman_02,phase,0,a man,32,0.12,0.5,data/targets/gray.png,human,human,0.01546,False,1.3,27.0,0.1019,0.9837,0.0155,36.1354,0.9976,4.2293,0.679,0.1591,0.2026,0.208,-0.0053,0.0577,0.073,-0.0153,0.00539,0.4311
woman_03,phase,0,a man,32,0.12,0.5,data/targets/gray.png,human,human,0.01792,False,1.3,27.0,0.0779,0.9826,0.0179,37.2458,0.9978,5.1204,0.6921,0.3694,0.2464,0.2416,0.0048,0.0748,0.0632,0.0116,0.00476,0.5233
