image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24024,0.87748,22.67,0.37465,0.13728,0.31342,0.68632,18.322,0.30472,0.23751,0.88064,0.07353,82.8
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33918,0.82615,22.316,0.29603,0.19977,0.42916,0.63115,17.585,0.21462,0.29109,0.99216,0.0766,82.6
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36732,0.71312,18.477,0.27201,0.22613,0.46775,0.42289,14.724,0.23394,0.31485,0.94902,0.11916,82.8
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30994,0.96059,33.458,0.38543,0.10075,0.30815,0.74672,19.269,0.62098,0.2272,0.73963,0.02124,82.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2538,0.88472,25.893,0.42036,0.16671,0.4721,0.53834,10.388,0.35739,0.30916,0.73917,0.05074,83.0
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36886,0.85718,25.92,0.43231,0.1044,0.38987,0.61846,18.691,0.23445,0.19095,0.7697,0.05058,83.1
task_env_weather_133752,phase_gain,instruct-pix2pix,transform the setting to a rainy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37434,0.88686,27.265,0.40997,0.10965,0.5598,0.61172,16.253,0.37886,0.34247,0.55465,0.04333,83.1
task_env_weather_181583,phase_gain,instruct-pix2pix,change the setting to a stormy day,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38249,0.8128,26.731,0.40711,0.13719,0.69575,0.58679,13.731,0.33926,0.39627,0.55843,0.04607,83.1
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40263,0.6851,16.361,0.25475,0.17639,0.47827,0.41601,15.843,0.12537,0.25297,1.0,0.15203,83.2
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30721,0.82081,20.985,0.31138,0.16749,0.36092,0.65279,18.241,0.2079,0.23097,0.81286,0.08928,83.2
task_obj_add_13726,phase_gain,instruct-pix2pix,Add subscribe button,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39743,0.77461,21.437,0.27824,0.19572,0.56471,0.46797,15.833,0.17375,0.41164,0.95212,0.08475,83.2
task_obj_add_340466,phase_gain,instruct-pix2pix,Add orange juice,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.25454,0.88816,24.498,0.43924,0.16436,0.38607,0.72218,16.228,0.34752,0.25725,0.79825,0.05958,83.3
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52374,0.73645,20.705,0.24751,0.19486,0.52233,0.38535,15.62,0.18322,0.38178,0.872,0.09221,83.2
task_obj_add_581286,phase_gain,instruct-pix2pix,Add sauce,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28279,0.91801,30.59,0.52813,0.1166,0.29139,0.76111,19.326,0.41498,0.20207,0.64009,0.02955,83.3
task_obj_add_692065,phase_gain,instruct-pix2pix,Add monk,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3028,0.81951,22.593,0.46931,0.14542,0.31918,0.57966,18.535,0.37907,0.25051,0.82353,0.07419,83.3
task_obj_remove_10197,phase_gain,instruct-pix2pix,Remove gravel path,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40346,0.76956,20.236,0.34915,0.15561,0.46134,0.35096,13.621,0.05153,0.2704,0.99216,0.09732,83.0
task_obj_remove_257910,phase_gain,instruct-pix2pix,Remove bracelet,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38545,0.91158,27.952,0.45728,0.1196,0.37778,0.75796,20.634,0.34622,0.21448,0.65193,0.04003,83.4
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,3.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.5,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40459,0.84208,23.107,0.41239,0.13082,0.65389,0.4173,12.969,0.10352,0.3543,1.0,0.06992,83.0
