image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,2000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30015,0.95061,25.277,0.44773,0.09049,0.39085,0.70077,17.766,0.2794,0.22463,0.90878,0.05447,0.90457,0.86997,False,0.837,626.7
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,2000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36217,0.92634,25.942,0.37963,0.15175,0.47689,0.62366,16.153,0.23166,0.25376,0.89657,0.05046,0.9399,0.93615,False,0.837,621.7
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,2000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41256,0.89103,21.806,0.33211,0.20596,0.63052,0.42252,14.205,0.21939,0.3394,0.76471,0.08122,0.91497,0.85723,False,0.837,621.9
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,2000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40018,0.97738,34.073,0.41049,0.07695,0.32158,0.71839,16.714,0.53285,0.21253,0.80729,0.01979,0.95247,0.94054,False,0.837,615.7
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,2000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30027,0.94993,28.299,0.49614,0.12517,0.47732,0.58322,11.492,0.38482,0.27351,0.85447,0.03846,0.87776,0.84754,False,0.837,626.0
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,2000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41944,0.93109,29.223,0.48127,0.07642,0.81713,0.41733,10.916,0.17455,0.34212,0.61748,0.03458,0.57763,0.5791,True,0.837,625.1
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,2000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39024,0.86571,20.096,0.28781,0.14479,0.61381,0.25945,13.87,0.13145,0.35623,0.97647,0.0989,0.8858,0.83287,True,0.837,620.9
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,2000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35663,0.94082,24.682,0.39211,0.09203,0.4735,0.6263,17.075,0.21745,0.26929,0.67669,0.05833,0.87186,0.83883,False,0.837,623.8
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,2000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46067,0.90656,25.316,0.37971,0.14163,0.52903,0.40871,15.736,0.22763,0.35149,0.54077,0.05422,0.88419,0.70327,True,0.837,625.8
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,2.5,False,0.0,0.12,inf,0,32,16,0.0,1.0,jpeg_luma,0.25,shared,rgb,2000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35908,0.94423,26.29,0.50288,0.10714,0.63693,0.35083,8.566,0.16983,0.32184,0.87158,0.04847,0.73104,0.69657,True,0.837,622.3
