condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255
dia_r,cat_02,0.05,0.04626940190792084,0.5,4.142430970660608,45.71680450439453,0.012500017881393433,0.9980981349945068,0.9325302839279175,0.9992871880531311,0.04626940190792084,0.010346055030822754,1.004776954650879,0.005177008453756571,0.0
