image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_env_weather_112463,dct_shield,native,identity,0.79943,0.10283,0.79943,0.10283,1.0,0.58223,True,0.8,True,1006.5
task_env_weather_112463,dct_shield,native,blur1,0.31121,0.01922,0.79943,0.10283,0.38929,0.91374,False,0.8,True,1006.5
task_env_weather_112463,dct_shield,native,jpeg75,0.18245,0.01382,0.79943,0.10283,0.22823,0.96323,False,0.8,True,1006.5
task_env_weather_112463,dct_shield,native,jpeg30,0.28083,0.04382,0.79943,0.10283,0.35128,0.92589,False,0.8,True,1006.5
task_env_weather_112463,dct_shield,native,crop_resize0.1,0.73691,0.17582,0.79943,0.10283,0.9218,0.82939,True,0.8,True,1006.5
task_env_weather_112463,dct_shield,native,jpeg_then_resize75,0.15546,0.02105,0.79943,0.10283,0.19447,0.95698,False,0.8,True,1006.5
task_env_weather_112463,dct_shield,native,adverse_cleaner,0.51625,0.13048,0.79943,0.10283,0.64578,0.83177,True,0.8,True,1006.5
task_env_weather_246440,dct_shield,native,identity,0.53827,0.02846,0.53827,0.02846,1.0,0.86199,False,0.8,True,996.1
task_env_weather_246440,dct_shield,native,blur1,0.38107,0.00856,0.53827,0.02846,0.70795,0.90588,False,0.8,True,996.1
task_env_weather_246440,dct_shield,native,jpeg75,0.25103,0.01822,0.53827,0.02846,0.46636,0.9804,False,0.8,True,996.1
task_env_weather_246440,dct_shield,native,jpeg30,0.29923,0.01073,0.53827,0.02846,0.55591,0.95036,False,0.8,True,996.1
task_env_weather_246440,dct_shield,native,crop_resize0.1,0.65128,0.01257,0.53827,0.02846,1.20996,0.83552,True,0.8,True,996.1
task_env_weather_246440,dct_shield,native,jpeg_then_resize75,0.25202,0.0017,0.53827,0.02846,0.4682,0.98062,False,0.8,True,996.1
task_env_weather_246440,dct_shield,native,adverse_cleaner,0.45409,0.02243,0.53827,0.02846,0.84362,0.85305,False,0.8,True,996.1
task_env_weather_63722,dct_shield,native,identity,0.67807,0.04125,0.67807,0.04125,1.0,0.62385,True,0.8,True,995.1
task_env_weather_63722,dct_shield,native,blur1,0.31171,0.0041,0.67807,0.04125,0.45971,0.9332,False,0.8,True,995.1
task_env_weather_63722,dct_shield,native,jpeg75,0.19755,0.00063,0.67807,0.04125,0.29134,0.95263,False,0.8,True,995.1
task_env_weather_63722,dct_shield,native,jpeg30,0.24907,0.00405,0.67807,0.04125,0.36733,0.95399,False,0.8,True,995.1
task_env_weather_63722,dct_shield,native,crop_resize0.1,0.59346,0.00495,0.67807,0.04125,0.87522,0.8834,False,0.8,True,995.1
task_env_weather_63722,dct_shield,native,jpeg_then_resize75,0.23038,0.00154,0.67807,0.04125,0.33975,0.9296,False,0.8,True,995.1
task_env_weather_63722,dct_shield,native,adverse_cleaner,0.40154,0.00347,0.67807,0.04125,0.59219,0.86877,False,0.8,True,995.1
