image,site,rank,scale,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089,identity,0.0,train,0.0,27.747495651245117,0.8112107515335083,0.965343177318573,0.04427308589220047,0.029786884784698486,4.215788341561983,4.208714610924379,0.2232273519039154,0.05863351374864578,0.2269437611103058,0.07037167251110077,37.58154296875,0.364705890417099,0.9975776672363281,0.005403515882790089,0.0054585933685302734,0.0,80.0,0.04427308589220047
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089,blur,0.0,heldout,0.0,30.68075942993164,0.7135847806930542,0.9767515659332275,0.0335615798830986,0.03012824058532715,3.607388867230174,3.695561827774076,0.21795710921287537,0.04843774065375328,0.22160595655441284,0.04129095375537872,37.58154296875,0.364705890417099,0.9975776672363281,0.005403515882790089,0.0054585933685302734,0.0,80.0,0.0335615798830986
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089,blur,0.5,heldout,0.0,27.04926300048828,0.7191542387008667,0.9383718967437744,0.0864538922905922,0.061110496520996094,3.607388867230174,2.9950910630097907,0.21795710921287537,0.04843774065375328,0.22198486328125,0.03008281998336315,30.929319381713867,0.338218629360199,0.9906110763549805,0.028716787695884705,0.017539501190185547,0.07280343770980835,27.877161026000977,0.013650454580783844
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089,blur,1.0,heldout,0.0,22.752521514892578,0.7526220083236694,0.8103188276290894,0.31396323442459106,0.13454437255859375,3.607388867230174,4.080054163597312,0.21795710921287537,0.04843774065375328,0.22364701330661774,0.018269995227456093,23.17416000366211,0.5970064401626587,0.9165563583374023,0.21063752472400665,0.0856667160987854,0.3081440329551697,22.882883071899414,0.005819201469421387
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089,blur,1.5,heldout,0.0,21.546676635742188,0.7501135468482971,0.7319971323013306,0.44166043400764465,0.19097936153411865,3.607388867230174,6.264159371002115,0.21795710921287537,0.04843774065375328,0.22518977522850037,0.033836331218481064,21.254894256591797,0.7331929206848145,0.8231818079948425,0.33564144372940063,0.1634266972541809,0.4379340708255768,21.619068145751953,0.003726363182067871
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089,blur,2.0,heldout,0.0,20.88555145263672,0.732169508934021,0.6714757680892944,0.5156402587890625,0.2294025421142578,3.607388867230174,7.527523279865971,0.21795710921287537,0.04843774065375328,0.2170243263244629,0.023651238530874252,20.267677307128906,0.7947821021080017,0.7385073900222778,0.4212654232978821,0.20773863792419434,0.5099867582321167,20.968475341796875,0.005653500556945801
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089,blur,3.0,heldout,0.0,19.975475311279297,0.7722336053848267,0.5780877470970154,0.5873085260391235,0.2841436266899109,3.607388867230174,9.229536342050237,0.21795710921287537,0.04843774065375328,0.21354056894779205,0.025127403438091278,19.12584114074707,0.8381622433662415,0.6064894199371338,0.5307449102401733,0.2590179443359375,0.5855351686477661,20.02093505859375,0.0017733573913574219
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089,jpeg,95,heldout,0.0,28.178007125854492,0.7909433245658875,0.9597195386886597,0.057955920696258545,0.0386660099029541,3.607388867230174,3.595037463388129,0.21795710921287537,0.04843774065375328,0.22197815775871277,0.039854709059000015,33.35025405883789,0.37254902720451355,0.9905478358268738,0.026193058118224144,0.008067071437835693,0.04655233025550842,29.74864959716797,0.011403590440750122
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089,jpeg,85,heldout,0.0,26.085281372070312,0.7901758551597595,0.9301556348800659,0.09520811587572098,0.05435323715209961,3.607388867230174,3.5742134629145563,0.21795710921287537,0.04843774065375328,0.23497675359249115,0.03982757776975632,30.812885284423828,0.3960784375667572,0.9809813499450684,0.06821626424789429,0.010716736316680908,0.08944735676050186,26.51421546936035,0.005760759115219116
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089,jpeg,75,heldout,0.0,23.89391326904297,0.8452033996582031,0.8891884088516235,0.1360013335943222,0.07944685220718384,3.607388867230174,3.3702461592874435,0.21795710921287537,0.04843774065375328,0.22818239033222198,0.03737232834100723,29.06383514404297,0.501960813999176,0.9730174541473389,0.10548947006464005,0.017374515533447266,0.1362108737230301,24.49603843688965,-0.00020954012870788574
