image,site,rank,scale,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,LA,4,10.0,a wrecked car after an accident,20,20,10,1,237.7,10152.6,1.37,512.0,330.0,169.0,,,,30.630949020385742,0.15253528952598572,30.47841453552246,0.3474647104740143,37.581790924072266,0.364705890417099,37.581790924072266,0.364705890417099,0.9975776672363281,0.005403515882790089
car_01,LA,4,10.0,a wrecked car after an accident,20,20,10,1,238.1,11512.2,3.76,512.0,361.0,209.33333333333334,,,,7.480860233306885,0.17329227924346924,7.307568073272705,0.32670772075653076,48.08097839355469,0.13305771350860596,48.08097839355469,0.13305771350860596,0.9997345209121704,0.001531814457848668
dog_00,LA,4,10.0,a cat sitting on the grass,20,20,10,1,238.3,11512.2,8.96,512.0,360.3333333333333,201.0,,,,0.20328325033187866,0.1976269781589508,0.0056562647223472595,0.3023730218410492,49.49691390991211,0.05578798055648804,49.49691390991211,0.05578798055648804,0.9993624091148376,0.005018673837184906
dog_01,LA,4,10.0,a cat sitting on the grass,20,20,10,1,238.3,11512.2,4.66,512.0,316.3333333333333,142.33333333333334,,,,4.910808086395264,0.17728838324546814,4.733519554138184,0.32271161675453186,49.433616638183594,0.1072893738746643,49.433616638183594,0.1072893738746643,0.9995293021202087,0.004111345857381821
person_00,LA,4,10.0,an elderly person with gray hair,20,20,10,1,238.3,11512.2,5.34,512.0,295.3333333333333,114.33333333333333,,,,3.6014442443847656,0.23159044981002808,3.3698537349700928,0.2684095501899719,49.41389083862305,0.09364926815032959,49.41389083862305,0.09364926815032959,0.999364972114563,0.0042917607352137566
