image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
person_a_00,add,human,identity,0.39668,0.03564,0.39668,0.03564,1.0,0.7,True,159.6
person_a_00,add,human,blur1,0.34912,0.04341,0.39668,0.03564,0.8801,0.7,True,159.6
person_a_00,add,human,noise0.05,0.5541,0.06021,0.39668,0.03564,1.39685,0.7,True,159.6
person_a_00,add,human,quantize16,0.47182,0.07012,0.39668,0.03564,1.18943,0.7,True,159.6
person_a_00,add,human,jpeg75,0.13683,0.05393,0.39668,0.03564,0.34495,0.7,True,159.6
person_a_00,add,human,jpeg30,0.33499,0.10072,0.39668,0.03564,0.8445,0.7,True,159.6
person_a_00,add,human,crop_resize0.1,0.56732,0.01755,0.39668,0.03564,1.43018,0.7,True,159.6
person_a_00,add,human,jpeg_then_resize75,0.28059,0.0416,0.39668,0.03564,0.70734,0.7,True,159.6
person_a_00,add,human,adverse_cleaner,0.30976,0.11464,0.39668,0.03564,0.78088,0.7,True,159.6
person_a_00,phase,human,identity,0.52159,0.06256,0.52159,0.06256,1.0,0.7,True,160.9
person_a_00,phase,human,blur1,0.3855,0.0381,0.52159,0.06256,0.73908,0.7,True,160.9
person_a_00,phase,human,noise0.05,0.56291,0.0607,0.52159,0.06256,1.07922,0.7,True,160.9
person_a_00,phase,human,quantize16,0.54461,0.05179,0.52159,0.06256,1.04412,0.7,True,160.9
person_a_00,phase,human,jpeg75,0.37087,0.03729,0.52159,0.06256,0.71103,0.7,True,160.9
person_a_00,phase,human,jpeg30,0.41127,0.029,0.52159,0.06256,0.78849,0.7,True,160.9
person_a_00,phase,human,crop_resize0.1,0.60641,0.02672,0.52159,0.06256,1.1626,0.7,True,160.9
person_a_00,phase,human,jpeg_then_resize75,0.3196,0.04337,0.52159,0.06256,0.61274,0.7,True,160.9
person_a_00,phase,human,adverse_cleaner,0.48324,0.08251,0.52159,0.06256,0.92646,0.7,True,160.9
person_a_00,phase_rand,human,identity,0.04283,0.0146,0.04283,0.0146,1.0,0.7,False,160.9
person_a_00,phase_rand,human,blur1,0.35085,0.03972,0.04283,0.0146,8.19227,0.7,False,160.9
person_a_00,phase_rand,human,noise0.05,0.55724,0.05892,0.04283,0.0146,13.01164,0.7,False,160.9
person_a_00,phase_rand,human,quantize16,0.39605,0.08085,0.04283,0.0146,9.24785,0.7,False,160.9
person_a_00,phase_rand,human,jpeg75,0.13019,0.0295,0.04283,0.0146,3.04,0.7,False,160.9
person_a_00,phase_rand,human,jpeg30,0.31943,0.11005,0.04283,0.0146,7.45874,0.7,False,160.9
person_a_00,phase_rand,human,crop_resize0.1,0.56294,0.00862,0.04283,0.0146,13.14458,0.7,False,160.9
person_a_00,phase_rand,human,jpeg_then_resize75,0.28359,0.0488,0.04283,0.0146,6.62173,0.7,False,160.9
person_a_00,phase_rand,human,adverse_cleaner,0.12314,0.03679,0.04283,0.0146,2.8753,0.7,False,160.9
person_a_00,apa_weak,native,identity,0.34437,0.08553,0.34437,0.08553,1.0,0.7,True,160.8
person_a_00,apa_weak,native,blur1,0.4285,0.01656,0.34437,0.08553,1.24428,0.7,True,160.8
person_a_00,apa_weak,native,noise0.05,0.61605,0.00279,0.34437,0.08553,1.78891,0.7,True,160.8
person_a_00,apa_weak,native,quantize16,0.45716,0.06856,0.34437,0.08553,1.32751,0.7,True,160.8
person_a_00,apa_weak,native,jpeg75,0.38113,0.05334,0.34437,0.08553,1.10673,0.7,True,160.8
person_a_00,apa_weak,native,jpeg30,0.44547,0.02418,0.34437,0.08553,1.29358,0.7,True,160.8
person_a_00,apa_weak,native,crop_resize0.1,0.56388,0.00425,0.34437,0.08553,1.6374,0.7,True,160.8
person_a_00,apa_weak,native,jpeg_then_resize75,0.42009,0.02929,0.34437,0.08553,1.21987,0.7,True,160.8
person_a_00,apa_weak,native,adverse_cleaner,0.37393,0.0675,0.34437,0.08553,1.08584,0.7,True,160.8
person_a_00,mist,native,identity,0.69047,0.02318,0.69047,0.02318,1.0,0.7,True,160.8
person_a_00,mist,native,blur1,0.57254,0.0184,0.69047,0.02318,0.8292,0.7,True,160.8
person_a_00,mist,native,noise0.05,0.62402,0.03115,0.69047,0.02318,0.90375,0.7,True,160.8
person_a_00,mist,native,quantize16,0.69809,0.01983,0.69047,0.02318,1.01104,0.7,True,160.8
person_a_00,mist,native,jpeg75,0.61684,0.05017,0.69047,0.02318,0.89336,0.7,True,160.8
person_a_00,mist,native,jpeg30,0.54248,0.03833,0.69047,0.02318,0.78567,0.7,True,160.8
person_a_00,mist,native,crop_resize0.1,0.6938,0.01707,0.69047,0.02318,1.00483,0.7,True,160.8
person_a_00,mist,native,jpeg_then_resize75,0.55817,0.03488,0.69047,0.02318,0.80839,0.7,True,160.8
person_a_00,mist,native,adverse_cleaner,0.62666,0.03576,0.69047,0.02318,0.90759,0.7,True,160.8
person_a_00,dia_r,native,identity,0.40406,0.07401,0.40406,0.07401,1.0,0.7,True,160.7
person_a_00,dia_r,native,blur1,0.32061,0.05826,0.40406,0.07401,0.79348,0.7,True,160.7
person_a_00,dia_r,native,noise0.05,0.55626,0.06784,0.40406,0.07401,1.37667,0.7,True,160.7
person_a_00,dia_r,native,quantize16,0.48051,0.04518,0.40406,0.07401,1.18921,0.7,True,160.7
person_a_00,dia_r,native,jpeg75,0.2276,0.05144,0.40406,0.07401,0.56328,0.7,True,160.7
person_a_00,dia_r,native,jpeg30,0.32098,0.0942,0.40406,0.07401,0.7944,0.7,True,160.7
person_a_00,dia_r,native,crop_resize0.1,0.55891,0.02396,0.40406,0.07401,1.38325,0.7,True,160.7
person_a_00,dia_r,native,jpeg_then_resize75,0.2572,0.01493,0.40406,0.07401,0.63655,0.7,True,160.7
person_a_00,dia_r,native,adverse_cleaner,0.25212,0.05739,0.40406,0.07401,0.62396,0.7,True,160.7
person_a_00,photoguard_c,native,identity,0.58992,0.04311,0.58992,0.04311,1.0,0.7,True,162.4
person_a_00,photoguard_c,native,blur1,0.42353,0.02984,0.58992,0.04311,0.71795,0.7,True,162.4
person_a_00,photoguard_c,native,noise0.05,0.55837,0.066,0.58992,0.04311,0.94652,0.7,True,162.4
person_a_00,photoguard_c,native,quantize16,0.55145,0.06867,0.58992,0.04311,0.93479,0.7,True,162.4
person_a_00,photoguard_c,native,jpeg75,0.40459,0.07146,0.58992,0.04311,0.68583,0.7,True,162.4
person_a_00,photoguard_c,native,jpeg30,0.39833,0.06257,0.58992,0.04311,0.67522,0.7,True,162.4
person_a_00,photoguard_c,native,crop_resize0.1,0.60287,0.04498,0.58992,0.04311,1.02195,0.7,True,162.4
person_a_00,photoguard_c,native,jpeg_then_resize75,0.36335,0.03337,0.58992,0.04311,0.61592,0.7,True,162.4
person_a_00,photoguard_c,native,adverse_cleaner,0.42114,0.03136,0.58992,0.04311,0.71389,0.7,True,162.4
