image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
parrot_00,add,human,identity,0.20861,0.06887,0.20861,0.06887,1.0,0.7,True,142.9
parrot_00,add,human,blur1,0.23657,0.03502,0.20861,0.06887,1.13401,0.7,True,142.9
parrot_00,add,human,noise0.05,0.61443,0.03768,0.20861,0.06887,2.94531,0.7,True,142.9
parrot_00,add,human,quantize16,0.3743,0.05353,0.20861,0.06887,1.79425,0.7,True,142.9
parrot_00,add,human,jpeg75,0.11613,0.06273,0.20861,0.06887,0.55665,0.7,True,142.9
parrot_00,add,human,jpeg30,0.22686,0.10194,0.20861,0.06887,1.08749,0.7,True,142.9
parrot_00,add,human,crop_resize0.1,0.48433,0.02233,0.20861,0.06887,2.32167,0.7,True,142.9
parrot_00,add,human,jpeg_then_resize75,0.19028,0.06002,0.20861,0.06887,0.91214,0.7,True,142.9
parrot_00,add,human,adverse_cleaner,0.16384,0.05294,0.20861,0.06887,0.78538,0.7,True,142.9
parrot_00,phase,human,identity,0.28924,0.08512,0.28924,0.08512,1.0,0.7,True,143.2
parrot_00,phase,human,blur1,0.27354,0.05024,0.28924,0.08512,0.94572,0.7,True,143.2
parrot_00,phase,human,noise0.05,0.61153,0.0415,0.28924,0.08512,2.11425,0.7,True,143.2
parrot_00,phase,human,quantize16,0.30074,0.04441,0.28924,0.08512,1.03975,0.7,True,143.2
parrot_00,phase,human,jpeg75,0.18031,0.03115,0.28924,0.08512,0.6234,0.7,True,143.2
parrot_00,phase,human,jpeg30,0.23267,0.08813,0.28924,0.08512,0.80443,0.7,True,143.2
parrot_00,phase,human,crop_resize0.1,0.47306,0.01965,0.28924,0.08512,1.6355,0.7,True,143.2
parrot_00,phase,human,jpeg_then_resize75,0.20253,0.03788,0.28924,0.08512,0.70019,0.7,True,143.2
parrot_00,phase,human,adverse_cleaner,0.23483,0.03777,0.28924,0.08512,0.81188,0.7,True,143.2
parrot_00,phase_rand,human,identity,0.09351,0.06061,0.09351,0.06061,1.0,0.7,False,143.2
parrot_00,phase_rand,human,blur1,0.24225,0.02871,0.09351,0.06061,2.59067,0.7,False,143.2
parrot_00,phase_rand,human,noise0.05,0.61274,0.03752,0.09351,0.06061,6.55279,0.7,False,143.2
parrot_00,phase_rand,human,quantize16,0.25558,0.04403,0.09351,0.06061,2.7332,0.7,False,143.2
parrot_00,phase_rand,human,jpeg75,0.13913,0.09511,0.09351,0.06061,1.48784,0.7,False,143.2
parrot_00,phase_rand,human,jpeg30,0.22574,0.10301,0.09351,0.06061,2.41409,0.7,False,143.2
parrot_00,phase_rand,human,crop_resize0.1,0.4864,0.0186,0.09351,0.06061,5.20162,0.7,False,143.2
parrot_00,phase_rand,human,jpeg_then_resize75,0.19523,0.05228,0.09351,0.06061,2.08785,0.7,False,143.2
parrot_00,phase_rand,human,adverse_cleaner,0.17919,0.04196,0.09351,0.06061,1.91629,0.7,False,143.2
parrot_00,apa_weak,native,identity,0.22061,0.03768,0.22061,0.03768,1.0,0.7,True,143.3
parrot_00,apa_weak,native,blur1,0.23997,0.02885,0.22061,0.03768,1.08774,0.7,True,143.3
parrot_00,apa_weak,native,noise0.05,0.62092,0.03717,0.22061,0.03768,2.81451,0.7,True,143.3
parrot_00,apa_weak,native,quantize16,0.40024,0.01521,0.22061,0.03768,1.81421,0.7,True,143.3
parrot_00,apa_weak,native,jpeg75,0.19505,0.05567,0.22061,0.03768,0.88411,0.7,True,143.3
parrot_00,apa_weak,native,jpeg30,0.27475,0.06067,0.22061,0.03768,1.24537,0.7,True,143.3
parrot_00,apa_weak,native,crop_resize0.1,0.48254,0.02801,0.22061,0.03768,2.18724,0.7,True,143.3
parrot_00,apa_weak,native,jpeg_then_resize75,0.21328,0.04239,0.22061,0.03768,0.96674,0.7,True,143.3
parrot_00,apa_weak,native,adverse_cleaner,0.19299,0.02981,0.22061,0.03768,0.87478,0.7,True,143.3
parrot_00,mist,native,identity,0.63043,0.05902,0.63043,0.05902,1.0,0.7,True,143.3
parrot_00,mist,native,blur1,0.4999,0.04449,0.63043,0.05902,0.79295,0.7,True,143.3
parrot_00,mist,native,noise0.05,0.63971,0.02588,0.63043,0.05902,1.01472,0.7,True,143.3
parrot_00,mist,native,quantize16,0.61701,0.04323,0.63043,0.05902,0.97872,0.7,True,143.3
parrot_00,mist,native,jpeg75,0.56885,0.03235,0.63043,0.05902,0.90232,0.7,True,143.3
parrot_00,mist,native,jpeg30,0.4736,0.04809,0.63043,0.05902,0.75123,0.7,True,143.3
parrot_00,mist,native,crop_resize0.1,0.61885,0.03385,0.63043,0.05902,0.98164,0.7,True,143.3
parrot_00,mist,native,jpeg_then_resize75,0.46571,0.01164,0.63043,0.05902,0.73871,0.7,True,143.3
parrot_00,mist,native,adverse_cleaner,0.56299,0.03055,0.63043,0.05902,0.89302,0.7,True,143.3
parrot_00,dia_r,native,identity,0.46628,0.10335,0.46628,0.10335,1.0,0.7,True,143.3
parrot_00,dia_r,native,blur1,0.28255,0.02479,0.46628,0.10335,0.60596,0.7,True,143.3
parrot_00,dia_r,native,noise0.05,0.61002,0.03984,0.46628,0.10335,1.30826,0.7,True,143.3
parrot_00,dia_r,native,quantize16,0.461,0.00807,0.46628,0.10335,0.98868,0.7,True,143.3
parrot_00,dia_r,native,jpeg75,0.30682,0.02445,0.46628,0.10335,0.65802,0.7,True,143.3
parrot_00,dia_r,native,jpeg30,0.23788,0.10571,0.46628,0.10335,0.51017,0.7,True,143.3
parrot_00,dia_r,native,crop_resize0.1,0.49168,0.02711,0.46628,0.10335,1.05446,0.7,True,143.3
parrot_00,dia_r,native,jpeg_then_resize75,0.27909,0.06281,0.46628,0.10335,0.59854,0.7,True,143.3
parrot_00,dia_r,native,adverse_cleaner,0.18647,0.05913,0.46628,0.10335,0.39991,0.7,True,143.3
parrot_00,photoguard_c,native,identity,0.46786,0.0462,0.46786,0.0462,1.0,0.7,True,143.2
parrot_00,photoguard_c,native,blur1,0.23824,0.06366,0.46786,0.0462,0.5092,0.7,True,143.2
parrot_00,photoguard_c,native,noise0.05,0.60954,0.03219,0.46786,0.0462,1.30281,0.7,True,143.2
parrot_00,photoguard_c,native,quantize16,0.46589,0.02203,0.46786,0.0462,0.99577,0.7,True,143.2
parrot_00,photoguard_c,native,jpeg75,0.29963,0.05635,0.46786,0.0462,0.64042,0.7,True,143.2
parrot_00,photoguard_c,native,jpeg30,0.21477,0.09923,0.46786,0.0462,0.45903,0.7,True,143.2
parrot_00,photoguard_c,native,crop_resize0.1,0.48831,0.01128,0.46786,0.0462,1.0437,0.7,True,143.2
parrot_00,photoguard_c,native,jpeg_then_resize75,0.2439,0.02439,0.46786,0.0462,0.5213,0.7,True,143.2
parrot_00,photoguard_c,native,adverse_cleaner,0.19315,0.04006,0.46786,0.0462,0.41284,0.7,True,143.2
