image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,edit_strength,usable,seconds
person_c_00,add,human,identity,0.1668,0.06732,0.1668,0.06732,1.0,0.7,False,138.1
person_c_00,add,human,blur1,0.28243,0.12361,0.1668,0.06732,1.69315,0.7,False,138.1
person_c_00,add,human,noise0.05,0.49535,0.04354,0.1668,0.06732,2.96962,0.7,False,138.1
person_c_00,add,human,quantize16,0.29417,0.08671,0.1668,0.06732,1.76354,0.7,False,138.1
person_c_00,add,human,jpeg75,0.17919,0.08549,0.1668,0.06732,1.07426,0.7,False,138.1
person_c_00,add,human,jpeg30,0.26674,0.04261,0.1668,0.06732,1.59914,0.7,False,138.1
person_c_00,add,human,crop_resize0.1,0.47405,0.0525,0.1668,0.06732,2.84193,0.7,False,138.1
person_c_00,add,human,jpeg_then_resize75,0.24797,0.09335,0.1668,0.06732,1.4866,0.7,False,138.1
person_c_00,add,human,adverse_cleaner,0.15027,0.08344,0.1668,0.06732,0.90087,0.7,False,138.1
person_c_00,phase,human,identity,0.29694,0.02601,0.29694,0.02601,1.0,0.7,True,138.4
person_c_00,phase,human,blur1,0.29554,0.1264,0.29694,0.02601,0.9953,0.7,True,138.4
person_c_00,phase,human,noise0.05,0.49546,0.03829,0.29694,0.02601,1.66859,0.7,True,138.4
person_c_00,phase,human,quantize16,0.2827,0.06911,0.29694,0.02601,0.95206,0.7,True,138.4
person_c_00,phase,human,jpeg75,0.18688,0.07712,0.29694,0.02601,0.62937,0.7,True,138.4
person_c_00,phase,human,jpeg30,0.26125,0.09718,0.29694,0.02601,0.87982,0.7,True,138.4
person_c_00,phase,human,crop_resize0.1,0.48467,0.04339,0.29694,0.02601,1.63225,0.7,True,138.4
person_c_00,phase,human,jpeg_then_resize75,0.25139,0.13519,0.29694,0.02601,0.84662,0.7,True,138.4
person_c_00,phase,human,adverse_cleaner,0.23143,0.09021,0.29694,0.02601,0.77941,0.7,True,138.4
person_c_00,phase_rand,human,identity,0.20763,0.05938,0.20763,0.05938,1.0,0.7,True,138.4
person_c_00,phase_rand,human,blur1,0.30107,0.10263,0.20763,0.05938,1.45001,0.7,True,138.4
person_c_00,phase_rand,human,noise0.05,0.49795,0.03237,0.20763,0.05938,2.39821,0.7,True,138.4
person_c_00,phase_rand,human,quantize16,0.30492,0.0753,0.20763,0.05938,1.46855,0.7,True,138.4
person_c_00,phase_rand,human,jpeg75,0.26804,0.05047,0.20763,0.05938,1.29092,0.7,True,138.4
person_c_00,phase_rand,human,jpeg30,0.27344,0.05495,0.20763,0.05938,1.31694,0.7,True,138.4
person_c_00,phase_rand,human,crop_resize0.1,0.47962,0.03948,0.20763,0.05938,2.30995,0.7,True,138.4
person_c_00,phase_rand,human,jpeg_then_resize75,0.25539,0.06493,0.20763,0.05938,1.23001,0.7,True,138.4
person_c_00,phase_rand,human,adverse_cleaner,0.23013,0.04312,0.20763,0.05938,1.10836,0.7,True,138.4
person_c_00,apa_weak,native,identity,0.2508,0.02726,0.2508,0.02726,1.0,0.7,True,138.4
person_c_00,apa_weak,native,blur1,0.34435,0.05443,0.2508,0.02726,1.37299,0.7,True,138.4
