image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4844,0.96396,27.278,0.33153,0.07356,0.48817,0.63753,16.612,0.23682,0.26854,0.4318,0.04326,0.8598,0.86071,False,0.837,438.6
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45314,0.94717,28.303,0.36494,0.09474,0.62887,0.27878,7.621,0.02911,0.41156,0.43297,0.03845,0.77253,0.79534,True,0.837,426.0
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45531,0.94647,24.481,0.35193,0.10897,0.6108,0.47286,14.946,0.22974,0.33416,0.40293,0.0597,0.93505,0.87435,False,0.837,425.8
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54251,0.95246,32.703,0.18644,0.11951,0.57255,0.40996,11.458,0.07387,0.39088,0.34146,0.02316,0.74826,0.69283,True,0.837,425.1
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51248,0.96068,29.054,0.3437,0.10817,0.65293,0.24755,7.251,0.55971,0.46335,0.42742,0.03526,0.80641,0.78424,True,0.837,425.2
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56796,0.96692,29.108,0.36617,0.04659,0.83703,0.32936,10.128,0.16913,0.3575,0.31574,0.03504,0.55662,0.575,True,0.837,425.2
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4021,0.93724,23.392,0.35199,0.06802,0.54677,0.34213,15.13,0.12826,0.31534,0.55495,0.06767,0.91457,0.85487,False,0.837,425.3
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.48667,0.96203,26.812,0.34005,0.07114,0.60518,0.49875,13.918,0.1013,0.40083,0.43997,0.04565,0.7026,0.74808,True,0.837,425.1
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47926,0.95325,27.3,0.40599,0.08335,0.53794,0.38826,15.633,0.24559,0.36394,0.38388,0.04315,0.846,0.74088,True,0.837,425.3
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51762,0.96513,28.199,0.39013,0.08884,0.715,0.25922,8.165,0.05932,0.3834,0.47965,0.03891,0.73699,0.71425,True,0.837,425.2
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46387,0.88871,27.087,0.32079,0.08254,0.69198,0.44264,12.233,0.00973,0.42966,0.40467,0.04422,0.83185,0.85547,False,0.837,425.3
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46144,0.95034,26.171,0.36132,0.07151,0.57058,0.35584,11.246,0.09596,0.24351,0.45688,0.04914,0.70875,0.6283,True,0.837,425.5
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.8,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49273,0.93858,27.25,0.32858,0.06623,0.74593,0.27829,9.281,0.09043,0.50782,0.55353,0.0434,0.38213,0.48776,True,0.837,422.1
