image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_136767,advdrop,instruct-pix2pix,turn the color of astronaut to pink,,1600.0,False,0.0,0.12,0,32,encoder_target,0.0,none,100,7.5,1.5,20260812,True,0.18986,0.94373,34.459,0.66262,0.04965,0.21281,0.84369,22.901,0.44099,0.09043,0.23174,0.01892,238.4
task_attr_mod_color_6205,advdrop,instruct-pix2pix,turn the color of toolbox to red,,1600.0,False,0.0,0.12,0,32,encoder_target,0.0,none,100,7.5,1.5,20260812,True,0.2665,0.93476,34.882,0.634,0.07286,0.34563,0.73088,14.473,0.49096,0.15679,0.21469,0.01802,240.5
task_env_weather_181583,advdrop,instruct-pix2pix,change the setting to a stormy day,,1600.0,False,0.0,0.12,0,32,encoder_target,0.0,none,100,7.5,1.5,20260812,True,0.16975,0.95904,36.832,0.71672,0.03829,0.48539,0.76496,15.285,0.41415,0.28011,0.14502,0.0144,240.9
task_obj_add_13726,advdrop,instruct-pix2pix,Add subscribe button,,1600.0,False,0.0,0.12,0,32,encoder_target,0.0,none,100,7.5,1.5,20260812,True,0.22661,0.92922,32.555,0.59814,0.05089,0.27627,0.80932,24.358,0.28112,0.07313,0.20288,0.02356,240.6
task_obj_add_581286,advdrop,instruct-pix2pix,Add sauce,,1600.0,False,0.0,0.12,0,32,encoder_target,0.0,none,100,7.5,1.5,20260812,True,0.23944,0.9505,37.324,0.67544,0.05743,0.25361,0.91101,31.629,0.5312,0.07632,0.14899,0.01361,239.8
task_obj_remove_257910,advdrop,instruct-pix2pix,Remove bracelet,,1600.0,False,0.0,0.12,0,32,encoder_target,0.0,none,100,7.5,1.5,20260812,True,0.37154,0.91666,33.991,0.5656,0.09234,0.35821,0.88211,29.842,0.41184,0.10126,0.21264,0.01997,451.9
task_obj_remove_657585,advdrop,instruct-pix2pix,Remove frisbee,,1600.0,False,0.0,0.12,0,32,encoder_target,0.0,none,100,7.5,1.5,20260812,True,0.38021,0.93254,35.856,0.64114,0.07366,0.4362,0.7908,20.467,0.45227,0.17857,0.17521,0.01611,512.8
task_obj_swap_joint_mask_75733,advdrop,instruct-pix2pix,Replace the snowy landscape with sea,,1600.0,False,0.0,0.12,0,32,encoder_target,0.0,none,100,7.5,1.5,20260812,True,0.31093,0.93313,35.945,0.59809,0.0522,0.35265,0.85073,22.59,0.35117,0.1036,0.15016,0.01595,512.7
