step,loss,step_size,delta_linf01,delta_l2
0,184.4073944091797,0.00392156862745098,0.0019608139991760254,3.471334457397461
1,197.5585479736328,0.00392156862745098,0.003921598196029663,5.106718063354492
2,207.01516723632812,0.00392156862745098,0.005882382392883301,6.611293315887451
3,216.1990203857422,0.00392156862745098,0.007843166589736938,7.658441543579102
4,229.0414581298828,0.00392156862745098,0.009803950786590576,8.980268478393555
5,241.47946166992188,0.00392156862745098,0.011764734983444214,10.085833549499512
6,251.56402587890625,0.00392156862745098,0.013725519180297852,11.225541114807129
7,269.6168212890625,0.00392156862745098,0.01568630337715149,12.364175796508789
8,278.3103942871094,0.00392156862745098,0.017647087574005127,13.371376037597656
9,300.77496337890625,0.00392156862745098,0.019607871770858765,13.998612403869629
10,245.17259216308594,0.00392156862745098,0.021568655967712402,14.768030166625977
11,318.5570373535156,0.00392156862745098,0.02352944016456604,15.626663208007812
12,348.63836669921875,0.00392156862745098,0.025000035762786865,16.232620239257812
13,356.1872253417969,0.00392156862745098,0.025000035762786865,17.17974090576172
14,384.63482666015625,0.00392156862745098,0.025000035762786865,18.137046813964844
15,413.9336853027344,0.00392156862745098,0.025000035762786865,18.89354705810547
16,373.87371826171875,0.00392156862745098,0.025000035762786865,19.285541534423828
17,426.8075256347656,0.00392156862745098,0.025000035762786865,19.80076789855957
18,439.93402099609375,0.00392156862745098,0.025000035762786865,20.517995834350586
19,464.41644287109375,0.00392156862745098,0.025000035762786865,21.09186553955078
