step,loss,step_size,delta_linf01,delta_l2
0,496.25511779785154,1.0,0.049302756786346436,0.9999991059303284
1,495.1973480224609,1.0,0.057629987597465515,1.4187724590301514
2,501.74232177734376,1.0,0.07625120878219604,1.7352615594863892
3,501.8306518554688,1.0,0.07626169919967651,1.9955307245254517
4,496.2995666503906,1.0,0.0762750506401062,2.2322490215301514
5,500.4980926513672,1.0,0.0762811005115509,2.4445419311523438
6,509.06264343261716,1.0,0.07629409432411194,2.642155408859253
7,498.0629913330078,1.0,0.0763167142868042,2.828610420227051
8,503.5808410644531,1.0,0.07630795240402222,3.0013208389282227
9,482.0893585205078,1.0,0.07632547616958618,3.1655492782592773
10,497.588671875,1.0,0.07632586359977722,3.318007707595825
11,484.0853210449219,1.0,0.0763331949710846,3.460782289505005
12,502.7987426757812,1.0,0.07597780227661133,3.601870536804199
13,499.23302307128904,1.0,0.07607129216194153,3.737361431121826
14,494.3546081542969,1.0,0.07610428333282471,3.8712992668151855
15,510.7168334960937,1.0,0.07611057162284851,4.004390716552734
16,503.3699066162109,1.0,0.07613635063171387,4.127756118774414
17,496.6335784912109,1.0,0.10497349500656128,4.247426986694336
18,499.2627777099609,1.0,0.10499823093414307,4.369624614715576
19,497.5045471191406,1.0,0.10494565963745117,4.485808849334717
20,495.1850250244141,1.0,0.1049962043762207,4.599222660064697
21,499.50294799804686,1.0,0.10507005453109741,4.710897922515869
22,491.77992248535156,1.0,0.1050715446472168,4.794351577758789
23,498.21302185058596,1.0,0.10503798723220825,4.902053356170654
24,492.90973510742185,1.0,0.10502731800079346,5.0088372230529785
25,492.00013427734376,1.0,0.10502207279205322,5.112278461456299
26,494.7704315185547,1.0,0.10508692264556885,5.208769798278809
27,500.75730895996094,1.0,0.105019211769104,5.3083906173706055
28,499.70270385742185,1.0,0.10506057739257812,5.40224027633667
29,489.47528076171875,1.0,0.1050339937210083,5.498135089874268
30,494.3961120605469,1.0,0.10500037670135498,5.594899654388428
31,493.6027587890625,1.0,0.10494530200958252,5.687964916229248
32,482.2040191650391,1.0,0.10513222217559814,5.786687850952148
33,490.7526489257813,1.0,0.10515344142913818,5.876597881317139
34,492.1361511230469,1.0,0.10503935813903809,5.965978622436523
35,496.9121429443359,1.0,0.10488295555114746,6.058445930480957
36,491.88291320800784,1.0,0.10619550943374634,6.1424479484558105
37,492.45888061523436,1.0,0.10617774724960327,6.2364349365234375
38,495.1446502685547,1.0,0.10615789890289307,6.317944526672363
39,491.26255798339844,1.0,0.11003237962722778,6.397811412811279
40,492.9724578857422,1.0,0.11004635691642761,6.481019973754883
41,499.1835174560547,1.0,0.11006337404251099,6.558516502380371
42,492.8302886962891,1.0,0.11006319522857666,6.63924503326416
43,500.9125610351563,1.0,0.11005422472953796,6.716442108154297
