run,site,purify,strength,n,net_lpips,dclip,dclip_sd,dclip_fail,dsiglip,dsiglip_sd,dsiglip_fail,undo_frac_clip,undo_frac_siglip
e15_P_tau0.02,P,blur,0.0,6,0.054848878954847656,0.0030120685696601868,0.0065730237362437455,False,-0.002514217204103867,0.011837792182419373,False,-0.2971754727641786,0.09097773925432627
e15_P_tau0.02,P,blur,0.5,6,0.018160189191500347,0.0034969374537467957,0.014590164425856925,False,0.0010800633269051711,0.017107858261890468,False,-0.3450134075670154,-0.0390824307354789
e15_P_tau0.02,P,blur,1.0,6,0.002769028147061666,0.004164251188437144,0.016683896207662054,False,0.007444193586707115,0.02450476701777196,False,-0.410851641326417,-0.26937048318049334
e15_P_tau0.02,P,blur,1.5,6,0.0016519427299499512,0.00585279365380605,0.02121086030472024,False,0.0067327250726521015,0.022613378267641086,False,-0.5774459248971284,-0.24362577152483086
e15_P_tau0.02,P,blur,2.0,6,0.00130842129389445,-0.00036579370498657227,0.022254192756461712,False,0.0026326912144819894,0.02615667694665753,False,0.036089788362888724,-0.09526475853293187
e15_P_tau0.02,P,blur,3.0,6,0.0009945780038833618,-0.010372998813788096,0.026214406588038003,False,-0.003990208885322015,0.02412830019260446,False,1.0234165508448274,0.14438696185300826
e15_P_tau0.02,P,jpeg,30.0,6,0.00149166335662206,0.0044097453355789185,0.01147538398755183,False,0.0019169856483737628,0.014963771786873121,False,-0.43507248409625016,-0.06936672781785198
e15_P_tau0.02,P,jpeg,45.0,6,0.012500224014123281,0.0011048739155133565,0.010612994643755575,False,0.0023469552397727966,0.01826772593152802,False,-0.10900861670109105,-0.0849253125374777
e15_P_tau0.02,P,jpeg,60.0,6,0.0073504311343034106,0.0047383954127629595,0.012505886860827696,False,0.0011654185752073924,0.01213319452781503,False,-0.4674976231003631,-0.04217103720565679
e15_P_tau0.02,P,jpeg,75.0,6,0.006573731700579326,0.0024052858352661133,0.011247347965337103,False,0.004225388790170352,0.016479589813155178,False,-0.23730932370800253,-0.15289702058072085
e15_P_tau0.02,P,jpeg,85.0,6,0.013686267038186392,0.004085992773373921,0.01240501412916734,False,0.005474522244185209,0.015300818885272516,False,-0.40313054170456736,-0.19809730697114236
e15_P_tau0.02,P,jpeg,95.0,6,0.026754247024655342,0.004255622625350952,0.007316671234490017,False,-0.0008624152590831121,0.013621517998480284,False,-0.41986649252718716,0.031206767037369396
e15_P_tau0.02,P,noise,0.0,6,0.054848878954847656,0.0030120685696601868,0.0065730237362437455,False,-0.002514217204103867,0.011837792182419373,False,-0.2971754727641786,0.09097773925432627
e15_P_tau0.02,P,noise,0.01,6,0.03392485994845629,0.0037627965211868286,0.015108907885263846,False,0.003027840362240871,0.005897111647738959,False,-0.37124348574350546,-0.1095633545622237
e15_P_tau0.02,P,noise,0.02,6,0.019171543419361115,0.0042665327588717146,0.013916029150579563,False,0.005374922106663386,0.007384210066804454,False,-0.42094290364199743,-0.194493244710187
e15_P_tau0.02,P,noise,0.04,6,0.006674436231454213,0.015395003060499826,0.017859397126478625,False,0.016739274996022385,0.02902308135157629,False,-1.5188954722986778,-0.6057159235919674
e15_P_tau0.02,P,noise,0.08,6,0.0014142592748006184,0.04077345629533132,0.02297360740104867,False,0.015933626797050238,0.0261083398414228,False,-4.022774007486042,-0.5765632904554321
e15_P_tau0.02,P,quantize,8.0,6,-0.004283495247364044,0.03316809485356013,0.02402927735642225,False,0.0287846801802516,0.019478138511509105,False,-3.272416958922639,-1.0415826936843746
e15_P_tau0.02,P,quantize,16.0,6,-0.0025665325423081717,0.01665978878736496,0.023466344633068046,False,0.016858767562856276,0.03196063725951694,False,-1.6436812424874805,-0.6100397996558569
e15_P_tau0.02,P,quantize,32.0,6,0.022683560227354366,0.005992417534192403,0.011777521406104604,False,0.0002162156937023004,0.007553026355712755,False,-0.5912214388681349,-0.007823832790672655
e15_P_tau0.02,P,quantize,64.0,6,0.04451591242104769,0.004276541372140248,0.012206829228643998,False,-0.00021076621487736702,0.01203477428630327,False,-0.42193036933575684,0.00762664168769336
e15_P_tau0.02,P,quantize,256.0,6,0.05529952048356465,0.002856488029162089,0.006398252750129193,False,-0.0018777136380473773,0.012509642068610093,False,-0.28182564934344395,0.06794565778872513
e15_P_tau0.05,P,blur,0.0,6,0.08554595522582531,0.004560627043247223,0.010836067577140599,False,0.003224337473511696,0.0100372055682641,False,-0.44995871320120495,-0.11667366425394234
e15_P_tau0.05,P,blur,0.5,6,0.03526292617122332,0.003032440940539042,0.015846295709578156,False,0.0033738231286406517,0.017117965641789884,False,-0.29918544325695995,-0.12208284963871566
e15_P_tau0.05,P,blur,1.0,6,0.0037965824206670127,0.005578259627024333,0.017800002564293708,False,0.0086830483439068,0.021957950252434803,False,-0.5503599614431441,-0.3141988316980856
e15_P_tau0.05,P,blur,1.5,6,0.004562045137087504,0.00714640070994695,0.02338412783688444,False,0.0083372644148767,0.020374513848476633,False,-0.7050752532437667,-0.301686531614271
e15_P_tau0.05,P,blur,2.0,6,0.0048914700746536255,0.00032627830902735394,0.02386232493660561,False,0.0019137652901311715,0.02420950823292908,False,-0.032191136587849875,-0.06925019814331879
e15_P_tau0.05,P,blur,3.0,6,0.002738143006960551,-0.009730992217858633,0.027135024506307632,False,-0.0032684841814140477,0.025468833317494975,False,0.9600751596212593,0.11827112674601394
e15_P_tau0.05,P,jpeg,30.0,6,0.006277106702327728,0.003176674246788025,0.013762071689079947,False,0.004413805125902097,0.017247957179839655,False,-0.3134157305102537,-0.1597149248713599
e15_P_tau0.05,P,jpeg,45.0,6,0.01764291524887085,0.0009937360882759094,0.013449481269621437,False,0.002786421993126472,0.017700373092224754,False,-0.09804358201232298,-0.10082755504552167
e15_P_tau0.05,P,jpeg,60.0,6,0.02184065307180087,0.006275440255800883,0.011710072728067232,False,0.008215071943898996,0.01652029930834832,False,-0.6191449104465039,-0.297264958670889
e15_P_tau0.05,P,jpeg,75.0,6,0.019490639368693035,0.0058130597074826556,0.014281673311236993,False,0.0073324839274088545,0.020175441679151612,False,-0.5735257105957743,-0.2653282340704173
e15_P_tau0.05,P,jpeg,85.0,6,0.022748826692501705,0.006540169318517049,0.01012859250083178,False,0.008788729396959146,0.013336997829318593,False,-0.6452635005607953,-0.31802293379754837
e15_P_tau0.05,P,jpeg,95.0,6,0.04528949223458767,0.004479269186655681,0.009976152953545658,False,0.001968467142432928,0.012737909385973639,False,-0.4419318177516105,-0.07122960185088816
e15_P_tau0.05,P,noise,0.0,6,0.08554595522582531,0.004560627043247223,0.010836067577140599,False,0.003224337473511696,0.0100372055682641,False,-0.44995871320120495,-0.11667366425394234
e15_P_tau0.05,P,noise,0.01,6,0.05166260804980993,0.004296640555063884,0.01505098347219215,False,0.006515456984440486,0.014007968556961025,False,-0.42391338667064404,-0.23576385750827808
e15_P_tau0.05,P,noise,0.02,6,0.03313262636462847,0.005590108533700307,0.010580685371868279,False,0.003789377554009358,0.01074977397242244,False,-0.551528993409627,-0.13711981704768328
e15_P_tau0.05,P,noise,0.04,6,0.01295484850804011,0.017383364339669544,0.015561912436066585,False,0.018825263095398743,0.03363843879019138,False,-1.715070356600834,-0.6811980581835696
e15_P_tau0.05,P,noise,0.08,6,-0.00042564670244852704,0.04057389497756958,0.027339766596027257,False,0.014735620158414045,0.0298145488823764,False,-4.0030849706730525,-0.5332130439385872
e15_P_tau0.05,P,quantize,8.0,6,-0.00020321210225423178,0.03589719533920288,0.023232580260921534,False,0.021616855170577765,0.015105364773336512,False,-3.5416743507400277,-0.7822126942721025
e15_P_tau0.05,P,quantize,16.0,6,0.006681680679321289,0.016389121611913044,0.025553429385009468,False,0.011039213743060827,0.02616324649768955,False,-1.6169767887320527,-0.3994574167457143
e15_P_tau0.05,P,quantize,32.0,6,0.046370403841137886,0.005676741401354472,0.013435759504089057,False,0.0032331758799652257,0.0100173446010392,False,-0.5600763298352874,-0.11699348476763562
e15_P_tau0.05,P,quantize,64.0,6,0.07176858962823947,0.004631807406743367,0.011758209113066742,False,0.003557611101617416,0.009425042730334931,False,-0.45698148100488717,-0.12873327516928187
e15_P_tau0.05,P,quantize,256.0,6,0.08559482854202521,0.004503081242243449,0.011024357280486915,False,0.0031759412959218025,0.00982989046234113,False,-0.4442811530051503,-0.11492243336645475
e15_P_tau0.10,P,blur,0.0,6,0.11177839090426762,0.00766490896542867,0.011306278537750892,False,0.002960741054266691,0.012074022893831996,False,-0.7562321018982094,-0.10713534502706643
e15_P_tau0.10,P,blur,0.5,6,0.06509535883863767,0.005539357662200928,0.014223010863257508,False,0.006776518964519103,0.020834828431764877,False,-0.5465218317590131,-0.24521046725784265
e15_P_tau0.10,P,blur,1.0,6,0.008933812379837036,0.006341618796189626,0.01946896626020099,False,0.009283557223776976,0.027200344017707573,False,-0.6256741904320146,-0.3359284341379866
e15_P_tau0.10,P,blur,1.5,6,0.006082251667976379,0.00673317164182663,0.023747993045109262,False,0.008886733558028936,0.020830534180968342,False,-0.6643054165556161,-0.32156924514928553
e15_P_tau0.10,P,blur,2.0,6,0.005158454179763794,-0.00198943167924881,0.02236614396424543,False,0.0002737846225500107,0.023632486820162862,False,0.19628049167535966,-0.009906982563615453
e15_P_tau0.10,P,blur,3.0,6,0.003407895565032959,-0.01032146563132604,0.026591308607790656,False,-0.0048973037240405875,0.02539165358509591,False,1.018332205151153,0.17721047351348854
e15_P_tau0.10,P,jpeg,30.0,6,0.01003360003232956,0.006209137539068858,0.017216185789827865,False,0.0073003761159876985,0.0229177233770832,False,-0.6126033790255868,-0.2641664028289744
e15_P_tau0.10,P,jpeg,45.0,6,0.028149808446566265,0.005043600996335347,0.010659546612319302,False,0.006743027362972498,0.017920775119989844,False,-0.4976096910997393,-0.24399856313605742
e15_P_tau0.10,P,jpeg,60.0,6,0.035243199517329536,0.012035630643367767,0.0164224220798645,False,0.016666912318517763,0.02989183801527261,False,-1.1874544499036301,-0.6030974573771095
e15_P_tau0.10,P,jpeg,75.0,6,0.03061484048763911,0.005521856248378754,0.010615097019596762,False,0.010483887977898121,0.017389745454077503,False,-0.5447951144528288,-0.37936277950366687
e15_P_tau0.10,P,jpeg,85.0,6,0.04332198699315389,0.009470256666342417,0.007430961014436658,False,0.010335161350667477,0.015832034875065935,False,-0.9343505756696391,-0.37398105978180707
e15_P_tau0.10,P,jpeg,95.0,6,0.07397155649960041,0.007267355918884277,0.01148236037620355,False,0.005591177226354678,0.015146536699965239,False,-0.7170088864157684,-0.20231850414265515
e15_P_tau0.10,P,noise,0.0,6,0.11177839090426762,0.00766490896542867,0.011306278537750892,False,0.002960741054266691,0.012074022893831996,False,-0.7562321018982094,-0.10713534502706643
e15_P_tau0.10,P,noise,0.01,6,0.06614589349677165,0.005207705001036326,0.009732230429028852,False,0.004218483809381723,0.01399072098187086,False,-0.5138004530467724,-0.15264716168200732
e15_P_tau0.10,P,noise,0.02,6,0.039716376612583794,0.006526817878087361,0.009153273443030817,False,0.009522491289923588,0.017038859399618102,False,-0.6439462262258944,-0.3445743383714716
e15_P_tau0.10,P,noise,0.04,6,0.016030756135781605,0.016424258550008137,0.01470606142569882,False,0.01313268362234036,0.02666231905556104,False,-1.6204434548946602,-0.4752102818931644
e15_P_tau0.10,P,noise,0.08,6,0.002130816380182902,0.038503763576348625,0.024642506905893136,False,0.013154613940666119,0.027434878960761522,False,-3.798842516155753,-0.4760038373501665
e15_P_tau0.10,P,quantize,8.0,6,0.0031902864575386047,0.03976251184940338,0.023047455061432097,False,0.02333098603412509,0.02343313419789221,False,-3.9230326215550937,-0.84423905798366
e15_P_tau0.10,P,quantize,16.0,6,0.011222307880719503,0.02068843940893809,0.026084858876655532,False,0.01584043897067507,0.03702064582113423,False,-2.04115431635006,-0.5731912596874463
e15_P_tau0.10,P,quantize,32.0,6,0.06523741098741691,0.005270056426525116,0.0102915103681879,False,0.005212530804177125,0.012808744280513356,False,-0.5199521437930563,-0.18861706442208362
e15_P_tau0.10,P,quantize,64.0,6,0.09492945577949286,0.007139382263024648,0.00983142609364,False,0.0019042276156445344,0.012333515111437128,False,-0.7043828021145945,-0.06890507439620515
e15_P_tau0.10,P,quantize,256.0,6,0.11212979256207876,0.00759889433781306,0.011284522934532824,False,0.003369951465477546,0.012357701785701695,False,-0.7497189938074352,-0.12194275229105665
e15_S_tau0.02,S,blur,0.0,6,0.048824974646170936,0.0008910720547040304,0.007989785495189054,False,-0.0003041856301327546,0.004169716315424745,False,-0.08791458527569072,0.011007052572052724
e15_S_tau0.02,S,blur,0.5,6,0.039477707197268806,0.0020746116836865744,0.009030818510823935,False,0.00497021246701479,0.010018768675263568,False,-0.20468448630676453,-0.1798486992788841
e15_S_tau0.02,S,blur,1.0,6,0.010956784089406332,0.011297846833864847,0.02275246631703979,False,0.011247944552451372,0.02218926621077749,False,-1.1146635265510711,-0.4070104066465395
e15_S_tau0.02,S,blur,1.5,6,0.004743759830792745,0.008253502349058786,0.022454361559504844,False,0.008475624490529299,0.02224855025387868,False,-0.8143036606960494,-0.30669313441111157
e15_S_tau0.02,S,blur,2.0,6,0.0017375747362772624,0.0003807768225669861,0.02312591078558906,False,0.001957743273427089,0.028168123007943493,False,-0.03756804655903035,-0.07084155528250963
e15_S_tau0.02,S,blur,3.0,6,0.0006106048822402954,-0.009528294205665588,0.026807990235602274,False,-0.0030992721828321614,0.024406775412935528,False,0.9400766515499033,0.11214813742728748
e15_S_tau0.02,S,jpeg,30.0,6,0.008668390413125357,0.011024912198384603,0.02168189150781335,False,0.013242298737168312,0.020028197253486122,False,-1.087735361585122,-0.47917673925367904
e15_S_tau0.02,S,jpeg,45.0,6,0.014357994000116983,0.004935882985591888,0.01391573141297811,False,0.005106812808662653,0.017651036992160057,False,-0.48698206094206475,-0.1847916255480251
e15_S_tau0.02,S,jpeg,60.0,6,0.004907470196485519,0.0013923769195874531,0.008882842637176994,False,0.005536460783332586,0.013412730593630918,False,-0.13737412006892447,-0.20033857246528744
e15_S_tau0.02,S,jpeg,75.0,6,0.010656438767910004,0.006229862570762634,0.010837482325136273,False,0.0131868834917744,0.015712473381860458,False,-0.6146481435949224,-0.47717152119299094
e15_S_tau0.02,S,jpeg,85.0,6,0.02532614270846049,0.0017635176579157512,0.006428869571040736,False,0.013996521942317486,0.018988707104331825,False,-0.17399145524041473,-0.5064685428359718
e15_S_tau0.02,S,jpeg,95.0,6,0.03375652804970741,0.002796793977419535,0.007711499083992658,False,0.002505624977250894,0.00952208690240592,False,-0.27593613931485783,-0.09066682682680495
e15_S_tau0.02,S,noise,0.0,6,0.048824974646170936,0.0008910720547040304,0.007989785495189054,False,-0.0003041856301327546,0.004169716315424745,False,-0.08791458527569072,0.011007052572052724
e15_S_tau0.02,S,noise,0.01,6,0.022683733453353245,0.004522979259490967,0.01573583354461868,False,0.0015733338271578152,0.005978352373822439,False,-0.446244323014679,-0.056931578724994526
e15_S_tau0.02,S,noise,0.02,6,0.019139550626277924,0.007836376627286276,0.014455023385799634,False,0.007982848677784204,0.0087779902309966,False,-0.7731493739648446,-0.2888618868444396
e15_S_tau0.02,S,noise,0.04,6,0.015579121808211008,0.018716832002003986,0.01563108833029867,False,0.015252122034629187,0.028043970443590034,False,-1.8466323957129411,-0.5519028265643567
e15_S_tau0.02,S,noise,0.08,6,0.0078033556540807085,0.04160234580437342,0.02281718581621772,False,0.02162436597670118,0.02516336141012744,False,-4.104553563967601,-0.782484475150847
e15_S_tau0.02,S,quantize,8.0,6,0.00630920132001241,0.033150079349676766,0.026614897787459114,False,0.027049484973152477,0.030527517218119003,False,-3.2706395206738716,-0.9787941100850164
e15_S_tau0.02,S,quantize,16.0,6,0.035502598931392036,0.026118526856104534,0.01967179452680567,False,0.01313941196228067,0.032600070206688134,False,-2.5768953750088177,-0.47545374898729803
e15_S_tau0.02,S,quantize,32.0,6,0.024531024197737377,0.008310948808987936,0.015415831867649325,False,0.010313559168328842,0.015616752059697852,False,-0.819971419743779,-0.3731993780285676
e15_S_tau0.02,S,quantize,64.0,6,0.032226765217880406,0.0025661463538805642,0.011335316157917656,False,0.0019572762151559195,0.006300473417615103,False,-0.2531800781622192,-0.07082465463226283
e15_S_tau0.02,S,quantize,256.0,6,0.047744029503018974,0.0013522729277610779,0.009964496199152911,False,0.0006264739980300268,0.003353756569526152,False,-0.13341739649005907,-0.02266915839624352
e15_S_tau0.05,S,blur,0.0,6,0.1050296388566494,0.006575308740139008,0.01232070222632147,False,0.004955315651992957,0.01291466809893978,False,-0.6487304117521111,-0.17930965334818091
e15_S_tau0.05,S,blur,0.5,6,0.08571068570017815,0.006424456834793091,0.013773326635765457,False,0.012008358569194874,0.017988757446814403,False,-0.6338471229916538,-0.434526226690927
e15_S_tau0.05,S,blur,1.0,6,0.017222310105959576,0.002665032943089803,0.015367108746746535,False,0.013264114813258251,0.023729851048731532,False,-0.26293638623378746,-0.47996616081949417
e15_S_tau0.05,S,blur,1.5,6,0.00976310670375824,0.006684653460979462,0.022408969156754655,False,0.007490231500317653,0.023975495301918243,False,-0.6595185357136101,-0.27103637954514953
e15_S_tau0.05,S,blur,2.0,6,0.003673324982325236,-0.001135110855102539,0.02277348130629524,False,-0.0002179193931321303,0.026538090551252662,False,0.11199184122256035,0.0078854816896786
e15_S_tau0.05,S,blur,3.0,6,0.0009048630793889364,-0.009201422333717346,0.02695755283974503,False,-0.003984704768906037,0.024410024888640344,False,0.9078269531008106,0.14418779367163517
e15_S_tau0.05,S,jpeg,30.0,6,0.015374595920244852,0.016061196724573772,0.02288295410065583,False,0.019373178482055664,0.013580244899825032,False,-1.5846231981107135,-0.7010245485517611
e15_S_tau0.05,S,jpeg,45.0,6,0.0280255526304245,0.008202162881692251,0.010536642007994035,False,0.00918117289741834,0.010273474431343958,False,-0.809238427241609,-0.3322236251294484
e15_S_tau0.05,S,jpeg,60.0,6,0.024207911143700283,0.004671129087607066,0.008024204668574276,False,0.007020289854456981,0.011779569772510164,False,-0.460861020540692,-0.25403139347947673
e15_S_tau0.05,S,jpeg,75.0,6,0.028933828075726826,0.004065334796905518,0.011408346993584728,False,0.008604231135298809,0.01375479733255395,False,-0.4010923929103512,-0.3113468062478631
e15_S_tau0.05,S,jpeg,85.0,6,0.04542585462331772,0.006157914797465007,0.011971794615575458,False,0.009771567148466906,0.011915808323611547,False,-0.6075496619204284,-0.35358722654840147
e15_S_tau0.05,S,jpeg,95.0,6,0.07152026829620202,0.00639726718266805,0.012377945595303587,False,0.008975694421678782,0.012393270887247683,False,-0.6311645486950587,-0.3247883219433527
e15_S_tau0.05,S,noise,0.0,6,0.1050296388566494,0.006575308740139008,0.01232070222632147,False,0.004955315651992957,0.01291466809893978,False,-0.6487304117521111,-0.17930965334818091
e15_S_tau0.05,S,noise,0.01,6,0.051403068316479526,0.004634981354077657,0.011013884935937458,False,0.002571133120606343,0.011381167023367843,False,-0.4572946276938759,-0.09303725957044344
e15_S_tau0.05,S,noise,0.02,6,0.042751812686522804,0.008613474667072296,0.012970525592150523,False,0.008902525839706263,0.015875588724334536,False,-0.8498191017670841,-0.3221406938221868
e15_S_tau0.05,S,noise,0.04,6,0.03084403524796168,0.02152040849129359,0.017134270785706545,False,0.014424414839595556,0.025774231800782713,False,-2.123237708429699,-0.521951981726534
e15_S_tau0.05,S,noise,0.08,6,0.018347740173339844,0.046912431716918945,0.02600597034203333,False,0.026169690769165754,0.030373732952373354,False,-4.628455080478279,-0.9469584804675265
e15_S_tau0.05,S,quantize,8.0,6,0.020044950147469837,0.03211424251397451,0.022694956553003576,False,0.021843720382700365,0.0328587424532101,False,-3.1684422120013482,-0.7904218832318621
e15_S_tau0.05,S,quantize,16.0,6,0.07189018776019414,0.026103320221106213,0.024532559566619896,False,0.012224929252018532,0.03724418247897969,False,-2.5753950642289447,-0.44236290487445923
e15_S_tau0.05,S,quantize,32.0,6,0.05968073941767216,0.006926260888576508,0.015173170730732675,False,0.008312421385198832,0.02055117705406471,False,-0.6833559085552215,-0.30078757878210066
e15_S_tau0.05,S,quantize,64.0,6,0.07017253991216421,0.007804974913597107,0.013296156073135057,False,0.0022590840235352516,0.010316265071154,False,-0.7700512309792629,-0.08174566497728639
e15_S_tau0.05,S,quantize,256.0,6,0.09922738372380667,0.006599053740501404,0.013689253595471504,False,0.002490220901866754,0.010419781726639479,False,-0.6510731312305315,-0.09010942552055949
e15_S_tau0.10,S,blur,0.0,6,0.1008137861887614,0.005723834037780762,0.013791399746973361,False,0.000480099581182003,0.011706256058002065,False,-0.5647225641988275,-0.01737255414591582
e15_S_tau0.10,S,blur,0.5,6,0.0793772575755914,0.004172814389069875,0.013895485125973401,False,0.0017969969970484574,0.014174508230151081,False,-0.4116965003120454,-0.0650249007808189
e15_S_tau0.10,S,blur,1.0,6,0.018391321102778118,0.004697516560554504,0.01585741565276568,False,0.008543834711114565,0.024599599459955563,False,-0.4634644505645615,-0.3091613426680423
e15_S_tau0.10,S,blur,1.5,6,0.009752089778582254,0.006966312726338704,0.022847908072919473,False,0.006263959687203169,0.02473632637904749,False,-0.6873074865312162,-0.22666334881162406
e15_S_tau0.10,S,blur,2.0,6,0.0034224887688954673,-0.00047447532415390015,0.02225629864604467,False,-0.0009941230528056622,0.02679579277530248,False,0.04681248965931731,0.03597265492306765
e15_S_tau0.10,S,blur,3.0,6,0.0015021016200383504,-0.009607317547003428,0.026498378416847896,False,-0.004465021658688784,0.023663825208914288,False,0.9478732200138565,0.16156821119752623
e15_S_tau0.10,S,jpeg,30.0,6,0.018643279870351154,0.016903844972451527,0.022833820381430302,False,0.012546588201075792,0.014057672894146628,False,-1.667760213635307,-0.4540022349802217
e15_S_tau0.10,S,jpeg,45.0,6,0.025780268013477325,0.006570470829804738,0.010753507122540074,False,0.004591439850628376,0.01548875691261873,False,-0.648253095828676,-0.16614269318122699
e15_S_tau0.10,S,jpeg,60.0,6,0.021907055129607517,0.0030145098765691123,0.011239461847800203,False,0.007912911164263884,0.013749306718325464,False,-0.2974163359842693,-0.2863311759501056
e15_S_tau0.10,S,jpeg,75.0,6,0.02429693688948949,0.005642386774222056,0.01143645107557782,False,0.01094887467722098,0.013962750850752312,False,-0.5566868477157404,-0.396188469272504
e15_S_tau0.10,S,jpeg,85.0,6,0.04632539550463358,0.00539390246073405,0.010004863609199449,False,0.007050706228862206,0.013005286160813142,False,-0.53217099038132,-0.2551320195412123
e15_S_tau0.10,S,jpeg,95.0,6,0.0660004336386919,0.004482681552569072,0.012469980592498013,False,0.003713591955602169,0.011066815300821452,False,-0.4422684871965796,-0.1343774913648154
e15_S_tau0.10,S,noise,0.0,6,0.1008137861887614,0.005723834037780762,0.013791399746973361,False,0.000480099581182003,0.011706256058002065,False,-0.5647225641988275,-0.01737255414591582
e15_S_tau0.10,S,noise,0.01,6,0.04865750018507242,0.003367853661378225,0.01246068548392048,False,0.004193844584127267,0.007856929797734603,False,-0.3322777954333079,-0.15175558357691377
e15_S_tau0.10,S,noise,0.02,6,0.03706112255652746,0.006491621335347493,0.012014303424004242,False,0.005415699755152066,0.008528245871100704,False,-0.6404736793742917,-0.19596879672914233
e15_S_tau0.10,S,noise,0.04,6,0.027493320405483246,0.023534615834554035,0.016456360098530798,False,0.013742945933093628,0.025098125992832145,False,-2.3219626064973524,-0.4972928152931545
e15_S_tau0.10,S,noise,0.08,6,0.01748034358024597,0.047007555762926735,0.02488543818266094,False,0.027235355383406084,0.025319227025337888,False,-4.637840170057032,-0.9855198892625455
e15_S_tau0.10,S,quantize,8.0,6,0.012347526848316193,0.03142682711283366,0.025928604224607854,False,0.02288813190534711,0.025188725074198778,False,-3.1006207158783505,-0.8282142422319018
